state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
North Dakota,1999,19,162,181,NA,NA,NA,1,38,39,3,46,49,0,0,0,0,0,0,NA,NA,NA,0,0,0,50,667,717
North Dakota,2e3,15,179,194,NA,NA,NA,0,45,45,1,57,58,0,0,0,0,0,0,NA,NA,NA,0,0,0,52,721,773
North Dakota,2001,20,185,205,NA,NA,NA,1,49,50,0,89,89,0,0,0,0,0,0,NA,NA,NA,0,0,0,89,682,771
North Dakota,2002,19,191,210,NA,NA,NA,4,49,53,1,56,57,0,0,0,0,0,0,NA,NA,NA,0,0,0,79,710,789
North Dakota,2003,35,205,240,NA,NA,NA,4,52,56,1,61,62,0,0,0,0,0,0,NA,NA,NA,0,0,0,73,805,878
North Dakota,2004,33,230,263,NA,NA,NA,4,50,54,1,20,21,0,0,0,0,0,0,NA,NA,NA,0,0,0,91,896,987
North Dakota,2005,45,241,286,NA,NA,NA,3,63,66,4,61,65,0,0,0,0,0,0,0,0,0,0,0,0,102,863,965
North Dakota,2006,51,247,298,NA,NA,NA,1,73,74,1,76,77,0,0,0,0,0,0,0,0,0,0,0,0,111,825,936
North Dakota,2007,54,268,322,NA,NA,NA,1,84,85,5,77,82,0,0,0,0,0,0,0,0,0,0,0,0,87,838,925
North Dakota,2008,45,279,324,NA,NA,NA,2,84,86,3,80,83,0,0,0,0,0,0,0,0,0,0,0,0,108,847,955
North Dakota,2009,49,290,339,NA,NA,NA,2,96,98,5,79,84,0,0,0,0,0,0,0,0,0,0,0,0,117,846,963
North Dakota,2010,68,311,379,NA,NA,NA,3,102,105,6,72,78,0,0,0,0,0,0,0,0,0,0,0,0,102,821,923
North Dakota,2011,39,300,339,NA,NA,NA,2,88,90,5,68,73,0,0,0,0,0,0,0,0,0,0,0,0,101,815,916
North Dakota,2012,53,221,274,NA,NA,NA,6,87,93,8,56,64,0,0,0,0,0,0,0,1,1,0,0,0,104,973,1077
North Dakota,2013,41,262,303,NA,NA,NA,4,81,85,5,67,72,0,0,0,0,0,0,0,0,0,0,0,0,107,986,1093
North Dakota,2014,70,278,348,NA,NA,NA,5,114,119,6,82,88,0,0,0,0,0,0,2,6,8,0,0,0,120,1029,1149
North Dakota,2015,63,294,357,NA,NA,NA,5,136,141,10,92,102,0,0,0,0,0,0,1,5,6,0,0,0,128,1053,1181
North Dakota,2016,65,292,357,NA,NA,NA,5,135,140,10,91,101,0,0,0,0,0,0,1,5,6,0,0,0,131,1048,1179
