state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Pennsylvania,1998,8957033,7266866.8,11802882.8,6106655.4,5696227.4,4740424,4216609,3737629,3529237.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1517,34860,36377
Pennsylvania,1997,8971246,7279825.7,11809203.7,6114535.6,5694668.1,4749783.5,4221462.5,3741810.5,3538015.2,NA,NA,NA,25,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1424,33540,34964
Pennsylvania,1996,8985459,7292784.6,11815524.6,6122415.8,5693108.8,4759143,4226316,3745992,3546792.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1477,33060,34537
Pennsylvania,1995,8999672,7305743.5,11821845.5,6130296,5691549.5,4768502.5,4231169.5,3750173.5,3555570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,1502,30914,32416
Pennsylvania,1994,9013885,7318702.4,11828166.4,6138176.2,5689990.2,4777862,4236023,3754355,3564347.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,1322,26980,28302
Pennsylvania,1993,9028098,7331661.3,11834487.3,6146056.4,5688430.9,4787221.5,4240876.5,3758536.5,3573124.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194,24856,26050
Pennsylvania,1992,9042311,7344620.2,11840808.2,6153936.6,5686871.6,4796581,4245730,3762718,3581902.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106,23868,24974
Pennsylvania,1991,9056524,7357579.1,11847129.1,6161816.8,5685312.3,4805940.5,4250583.5,3766899.5,3590679.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088,22300,23388
Pennsylvania,1990,9070737,7370538,11853450,6169697,5683753,4815300,4255437,3771081,3599457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,21284,22290
Pennsylvania,1989,9035763.3,7364384.2,11855579,6171779.3,5683799.7,4799090,4236673.3,3773488.9,3590895.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,19525,20469
Pennsylvania,1988,9000789.6,7358230.4,11857708,6173861.6,5683846.4,4782880,4217909.6,3775896.8,3582333.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,17133,17900
Pennsylvania,1987,8965815.9,7352076.6,11859837,6175943.9,5683893.1,4766670,4199145.9,3778304.7,3573771.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,15588,16267
Pennsylvania,1986,8930842.2,7345922.8,11861966,6178026.2,5683939.8,4750460,4180382.2,3780712.6,3565210.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,14610,15201
Pennsylvania,1985,8895868.5,7339769,11864095,6180108.5,5683986.5,4734250,4161618.5,3783120.5,3556648.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,13727,14227
Pennsylvania,1984,8860894.8,7333615.2,11866224,6182190.8,5684033.2,4718040,4142854.8,3785528.4,3548086.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,12615,13090
Pennsylvania,1983,8825921.1,7327461.4,11868353,6184273.1,5684079.9,4701830,4124091.1,3787936.3,3539525.1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,11370,11767
Pennsylvania,1982,8790947.4,7321307.6,11870482,6186355.4,5684126.6,4685620,4105327.4,3790344.2,3530963.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,328,10180,10508
Pennsylvania,1981,8755973.7,7315153.8,11872611,6188437.7,5684173.3,4669410,4086563.7,3792752.1,3522401.7,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,312,9053,9365
Pennsylvania,1980,8721e3,7309e3,11874740,6190520,5684220,4653200,4067800,3795160,3513840,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,272,7899,8171
Pennsylvania,1979,864e4,7251710,11864506,6182988,5681518,4611350,4028650,3770184,3481526,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,248,7524,7772
Pennsylvania,1978,8559e3,7194420,11854272,6175456,5678816,4569500,3989500,3745208,3449212,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,229,7585,7814
