state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
State Prison Total,1999,199841353.79999998,169008280.3,271079171.3,138745496.7,132333674.60000001,104067422.6,95773931.2,86046434.9,82961845.4,283,2256,2539,4039,30386,34425,13522,115186,128708,247,3064,3311,3719,28193,31912,503,3996,4499,60,613,673,21542,201800,223342,54145,496705,550850,129,1875,2004,27,90,117,8668,89550,98218
State Prison Total,1998,198157800.6,167535786.6,268526777.6,137464026.4,131062751.2,103206016.2,94951784.4,85249808.8,82285977.8,0,0,0,5103,31982,37085,14037,121101,135138,0,0,0,2185,19100,21285,569,4254,4823,95,702,797,19828,190566,210394,54278,477034,531312,421,4189,4610,43,190,233,9973,87118,97091
State Prison Total,1997,196474247.4,166063292.9,265974383.9,136182556.1,129791827.8,102344609.8,94129637.6,84453182.7,81610110.2,0,0,0,3804,27154,30958,13998,124096,138094,0,0,0,1906,18318,20224,614,4578,5192,95,657,752,18126,176229,194355,49249,451902,501151,213,2914,3127,8,89,97,7347,74966,82313
State Prison Total,1996,194790694.20000002,164590799.2,263421990.2,134901085.8,128520904.39999999,101483203.4,93307490.8,83656556.6,80934242.6,0,0,0,3387,25383,28770,13836,127972,141808,0,0,0,1817,16916,18733,591,4801,5392,76,663,739,15863,161458,177321,45287,434057,479344,205,2509,2714,27,125,152,7221,70971,78192
State Prison Total,1995,193107141,163118305.5,260869596.5,133619615.5,127249981,100621797,92485344,82859930.5,80258375,0,0,0,3065,23511,26576,15031,132108,147139,0,0,0,2019,17600,19619,417,3476,3893,60,618,678,15425,161977,177402,43957,425298,469255,225,3016,3241,11,106,117,5927,60090,66017
State Prison Total,1994,191423587.79999998,161645811.8,258317202.8,132338145.2,125979057.60000001,99760390.6,91663197.2,82063304.4,79582507.4,0,0,0,2388,19190,21578,13205,133178,146383,0,0,0,3173,28106,31279,392,4013,4405,66,735,801,12076,136914,148990,37752,397745,435497,281,4391,4672,49,232,281,4375,47789,52164
State Prison Total,1993,189740034.6,160173318.1,255764809.1,131056674.9,124708134.2,98898984.2,90841050.4,81266678.3,78906639.8,0,0,0,2521,20573,23094,14032,148153,162185,0,0,0,3840,28851,32691,906,6043,6949,114,976,1090,10176,121885,132061,37523,399576,437099,278,4948,5226,58,206,264,4079,45543,49622
State Prison Total,1992,188056481.4,158700824.4,253212415.4,129775204.6,123437210.8,98037577.8,90018903.6,80470052.2,78230772.2,0,0,0,2309,20787,23096,14854,155241,170095,0,0,0,4362,33342,37704,1203,8008,9211,235,968,1203,9660,117176,126836,38146,408959,447105,347,5854,6201,40,203,243,3949,45022,48971
State Prison Total,1991,186372928.20000002,157228330.7,250660021.7,128493734.3,122166287.39999999,97176171.4,89196756.8,79673426.1,77554904.6,0,0,0,1884,18316,20200,14073,153414,167487,0,0,0,4311,35505,39816,1425,8293,9718,193,2015,2208,9972,116299,126271,37184,399807,436991,281,5102,5383,39,161,200,3743,41918,45661
State Prison Total,1990,184689375,155755837,248107628,127212264,120895364,96314765,88374610,78876800,76879037,0,0,0,2121,18893,21014,12719,147012,159731,0,0,0,4505,37332,41837,476,3094,3570,206,1436,1642,8944,107913,116857,35110,384673,419783,328,5563,5891,73,312,385,4386,46902,51288
State Prison Total,1989,182464019.5,154062039.3,245983105.20000002,126180925.6,119802179.6,95222236.5,87241783,78107908,75954131.3,0,0,0,1522,14587,16109,10274,124308,134582,0,0,0,2877,29404,32281,278,2739,3017,93,927,1020,7525,98694,106219,28665,338384,367049,233,5544,5777,96,617,713,4503,49010,53513
State Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,0,0,0,1019,11392,12411,8649,112822,121471,0,0,0,1609,16358,17967,316,3216,3532,71,682,753,6240,86051,92291,23382,297423,320805,259,4714,4973,348,2771,3119,3620,46967,50587
State Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,0,0,0,1066,10858,11924,7851,102001,109852,0,0,0,1117,14216,15333,188,2319,2507,50,659,709,6153,78251,84404,20682,267545,288227,264,3842,4106,269,2339,2608,2944,40934,43878
State Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,0,0,0,802,9624,10426,6338,93327,99665,0,0,0,847,9765,10612,242,3036,3278,53,565,618,4690,67019,71709,16340,230907,247247,192,4393,4585,51,695,746,2045,32191,34236
State Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,0,0,0,621,8575,9196,5752,82317,88069,0,0,0,512,5540,6052,185,2166,2351,29,462,491,3824,59027,62851,14386,205839,220225,281,3893,4174,68,819,887,2211,32278,34489
State Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,0,0,0,730,8660,9390,5192,82808,88e3,0,0,0,374,4752,5126,162,1619,1781,96,880,976,3342,51626,54968,13121,192765,205886,257,2817,3074,69,971,1040,1979,29215,31194
State Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,0,0,0,723,9165,9888,5544,86499,92043,0,0,0,392,4474,4866,98,1133,1231,317,5199,5516,2891,48506,51397,12958,197591,210549,233,2927,3160,73,932,1005,1865,28942,30807
State Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,0,0,0,638,6931,7569,4827,76721,81548,0,0,0,377,5274,5651,63,873,936,157,2155,2312,2113,36212,38325,10378,163843,174221,186,2573,2759,51,480,531,1234,21350,22584
State Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,0,0,0,517,4770,5287,4413,73426,77839,0,0,0,273,4100,4373,77,1279,1356,144,2274,2418,1585,28900,30485,9125,153412,162537,150,2013,2163,243,3148,3391,913,18845,19758
State Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,0,0,0,446,4534,4980,4351,74251,78602,0,0,0,268,4115,4383,69,1055,1124,148,1689,1837,1358,25377,26735,8777,145330,154107,182,2326,2508,55,629,684,1e3,19460,20460
State Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,0,0,0,429,3811,4240,4254,73351,77605,0,0,0,192,2908,3100,78,683,761,157,1647,1804,1068,20680,21748,8477,138145,146622,283,2367,2650,21,478,499,987,20014,21001
State Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,75,897,972,388,3550,3938,4695,79622,84317,382,5670,6052,197,2597,2794,51,526,577,183,1827,2010,313,6678,6991,7581,128452,136033,238,3520,3758,50,733,783,852,19544,20396
