state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
Utah,1992,3,99,102,0,41,41,18,234,252,25,407,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,17,103,2184,2287
Utah,1993,1,128,129,0,42,42,13,230,243,27,443,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,24,108,2342,2450
Utah,1994,0,120,120,1,44,45,19,253,272,18,490,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,17,109,2482,2591
Utah,1995,6,108,114,3,58,61,17,278,295,24,583,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,24,132,2826,2958
Utah,1996,5,118,123,1,80,81,17,311,328,33,687,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,39,41,186,3213,3399
Utah,1997,4,131,135,NA,NA,NA,10,318,328,36,800,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27,30,190,3519,3709
Utah,1998,9,130,139,NA,NA,NA,22,324,346,37,789,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,29,244,3581,3825
Utah,1999,13,154,167,NA,NA,NA,24,390,414,46,883,929,0,0,0,0,0,0,NA,NA,NA,11,87,98,318,4303,4621
Utah,2e3,16,186,202,NA,NA,NA,30,420,450,49,886,935,0,44,44,0,0,0,NA,NA,NA,2,40,42,281,3587,3868
Utah,2001,13,192,205,NA,NA,NA,21,407,428,46,860,906,0,0,0,0,0,0,NA,NA,NA,0,46,46,232,3389,3621
Utah,2002,10,177,187,NA,NA,NA,17,393,410,46,673,719,0,53,53,0,0,0,NA,NA,NA,2,62,64,296,3759,4055
Utah,2003,11,170,181,NA,NA,NA,23,366,389,58,819,877,3,68,71,0,0,0,NA,NA,NA,1,49,50,328,3806,4134
Utah,2004,25,224,249,NA,NA,NA,24,420,444,61,931,992,5,82,87,NA,NA,NA,NA,NA,NA,0,25,25,390,3734,4124
Utah,2005,26,237,263,NA,NA,NA,31,418,449,78,1047,1125,5,88,93,0,0,0,0,0,0,0,23,23,421,3923,4344
Utah,2006,31,262,293,NA,NA,NA,38,438,476,99,1019,1118,7,94,101,0,0,0,0,0,0,0,22,22,434,3902,4336
Utah,2007,37,265,302,NA,NA,NA,29,427,456,124,1106,1230,5,103,108,0,0,0,0,0,0,0,31,31,429,3872,4301
Utah,2008,31,256,287,NA,NA,NA,29,416,445,119,1154,1273,8,106,114,0,0,0,0,0,0,0,35,35,448,3867,4315
Utah,2009,30,273,303,NA,NA,NA,22,442,464,96,1173,1269,13,102,115,0,0,0,0,0,0,8,27,35,406,3866,4272
Utah,2010,28,256,284,NA,NA,NA,20,434,454,98,1223,1321,15,109,124,0,0,0,0,0,0,8,30,38,435,4078,4513
Utah,2011,34,242,276,NA,NA,NA,28,435,463,111,1237,1348,16,123,139,0,0,0,0,0,0,3,30,33,416,4131,4547
Utah,2012,23,258,281,NA,NA,NA,19,415,434,119,1251,1370,11,121,132,0,0,0,0,0,0,3,55,58,456,4159,4615
Utah,2013,31,283,314,NA,NA,NA,24,428,452,100,1249,1349,11,122,133,0,0,0,0,0,0,2,57,59,486,4211,4697
Utah,2014,38,303,341,NA,NA,NA,19,424,443,81,1208,1289,14,124,138,0,0,0,0,0,0,2,56,58,501,4176,4677
Utah,2015,26,271,297,NA,NA,NA,13,409,422,67,1146,1213,13,125,138,0,0,0,0,0,0,4,103,107,386,3857,4243
Utah,2016,26,280,306,NA,NA,NA,10,403,413,56,1136,1192,9,125,134,0,0,0,0,0,0,2,110,112,298,3658,3956
