state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Alaska,1988,357209.6,339281.6,521752.8,247866.4,273886.4,167836.8,189372.8,157560.8,181720.8,NA,NA,NA,NA,NA,NA,NA,NA,40,509,549,107,2200,2307
Alaska,1987,346585.9,329613.9,507281.2,240908.1,266373.1,162754.7,183831.2,153133.2,176480.7,NA,NA,NA,NA,NA,NA,NA,NA,23,542,565,96,2022,2118
Alaska,1986,335962.2,319946.2,492809.6,233949.8,258859.8,157672.6,178289.6,148705.6,171240.6,NA,NA,NA,NA,NA,NA,NA,NA,46,557,603,103,2344,2447
Alaska,1985,325338.5,310278.5,478338,226991.5,251346.5,152590.5,172748,144278,166000.5,NA,NA,NA,NA,NA,NA,NA,NA,46,530,576,103,1826,1929
Alaska,1984,314714.8,300610.8,463866.4,220033.2,243833.2,147508.4,167206.4,139850.4,160760.4,NA,NA,NA,NA,NA,NA,NA,NA,25,445,470,71,1627,1698
Alaska,1983,304091.1,290943.1,449394.8,213074.9,236319.9,142426.3,161664.8,135422.8,155520.3,NA,NA,NA,NA,NA,NA,NA,NA,23,384,407,66,1284,1350
Alaska,1982,293467.4,281275.4,434923.2,206116.6,228806.6,137344.2,156123.2,130995.2,150280.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,1043
Alaska,1981,282843.7,271607.7,420451.6,199158.3,221293.3,132262.1,150581.6,126567.6,145040.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,839
Alaska,1980,272220,261940,405980,192200,213780,127180,145040,122140,139800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,632
Alaska,1979,262608,252706,395442,187010,208432,122192,140416,117346,135360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,592
Alaska,1978,252996,243472,384904,181820,203084,117204,135792,112552,130920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,555
