state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Federal Prison Total,2006,225613367,190809190,299398485,151975109,147423376,115962321,109651046,95649390,95159800,NA,NA,NA,3,29,32,55,1504,1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,151,155,4608,43866,48474,30,524,554,NA,NA,NA,4490,41259,45749
Federal Prison Total,2005,215251252,182729336,288398819,147035008,141363811,111348154,103903098,92631664,90097672,NA,NA,NA,6,79,85,67,1733,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,211,220,4703,44071,48774,35,416,451,NA,NA,NA,4544,41164,45708
Federal Prison Total,2004,212798888,180679298,285674993,145878559,139796434,110231619,102567269,91700074,88979224,NA,NA,NA,10,75,85,101,2024,2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,272,278,4503,42407,46910,39,247,286,1,1,2,4318,39395,43713
Federal Prison Total,2003,210291625,178569728,283051379,144585379,138466e3,109026540,101265085,90678974,87890754,NA,NA,NA,9,94,103,92,2088,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,308,320,4369,39830,44199,38,26,64,0,0,0,3456,32765,36221
Federal Prison Total,2002,208144701,176648656,280717370,143638102,137079268,108156956,99987745,89878457,86770199,0,0,0,15,76,91,107,2581,2688,0,0,0,0,0,0,0,0,0,0,0,0,9,366,375,4363,38205,42568,84,145,229,0,0,0,3390,30514,33904
Federal Prison Total,2001,204943608,173760985,277075792,141869552,135206240,106626023,98317585,88468452,85292533,0,0,0,15,101,116,91,1621,1712,0,0,0,0,0,0,0,0,0,0,0,0,13,393,406,3986,34699,38685,35,280,315,24,156,180,3194,28341,31535
Federal Prison Total,2000,201524907,170480774,273631565,140026967,133604598,104928829,96596078,86843061,83637713,0,0,0,17,80,97,93,1256,1349,0,0,0,0,0,0,0,0,0,0,0,0,25,520,545,3955,31933,35888,234,395,629,7,3,10,2951,26219,29170
Federal Prison Total,1999,199841353.79999998,169008280.3,271079171.3,138745496.7,132333674.60000001,104067422.6,95773931.2,86046434.9,82961845.4,0,0,0,17,82,99,74,1044,1118,0,0,0,0,0,0,0,0,0,0,0,0,26,676,702,3502,28661,32163,84,263,347,27,152,179,2748,23162,25910
Federal Prison Total,1998,198157800.6,167535786.6,268526777.6,137464026.4,131062751.2,103206016.2,94951784.4,85249808.8,82285977.8,NA,NA,NA,11,68,79,57,1271,1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,711,741,3067,26641,29708,4,242,246,28,143,171,2436,21332,23768
Federal Prison Total,1997,196474247.4,166063292.9,265974383.9,136182556.1,129791827.8,102344609.8,94129637.6,84453182.7,81610110.2,NA,NA,NA,6,65,71,53,1397,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,899,924,2557,25140,27697,0,179,179,32,214,246,2089,19959,22048
Federal Prison Total,1996,194790694.20000002,164590799.2,263421990.2,134901085.8,128520904.39999999,101483203.4,93307490.8,83656556.6,80934242.6,NA,NA,NA,1,17,18,76,1797,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1239,1285,2403,22542,24945,0,69,69,40,436,476,1894,17329,19223
Federal Prison Total,1995,193107141,163118305.5,260869596.5,133619615.5,127249981,100621797,92485344,82859930.5,80258375,NA,NA,NA,0,16,16,94,2091,2185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1474,1546,2249,20354,22603,0,89,89,37,289,326,1997,15731,17728
Federal Prison Total,1994,191423587.79999998,161645811.8,258317202.8,132338145.2,125979057.60000001,99760390.6,91663197.2,82063304.4,79582507.4,NA,NA,NA,0,9,9,127,2494,2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,2071,2160,2054,19391,21445,0,186,186,45,318,363,1775,13848,15623
Federal Prison Total,1993,189740034.6,160173318.1,255764809.1,131056674.9,124708134.2,98898984.2,90841050.4,81266678.3,78906639.8,NA,NA,NA,1,14,15,175,2834,3009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,16,155,2563,2718,1827,17482,19309,23,440,463,53,332,385,1384,11032,12416
Federal Prison Total,1992,188056481.4,158700824.4,253212415.4,129775204.6,123437210.8,98037577.8,90018903.6,80470052.2,78230772.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1991,186372928.20000002,157228330.7,250660021.7,128493734.3,122166287.39999999,97176171.4,89196756.8,79673426.1,77554904.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1990,184689375,155755837,248107628,127212264,120895364,96314765,88374610,78876800,76879037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1989,182464019.5,154062039.3,245983105.20000002,126180925.6,119802179.6,95222236.5,87241783,78107908,75954131.3,NA,NA,NA,12,75,87,788,7194,7982,NA,NA,NA,0,0,0,42,198,240,0,0,0,394,4673,5067,1843,16587,18430,17,185,202,0,1,1,577,4046,4623
Federal Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,NA,NA,NA,0,0,0,572,5780,6352,NA,NA,NA,0,0,0,47,209,256,2,47,49,283,2876,3159,1498,14519,16017,7,105,112,0,0,0,535,4646,5181
Federal Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,NA,NA,NA,NA,NA,NA,634,6217,6851,NA,NA,NA,0,0,0,28,198,226,8,55,63,395,4112,4507,1415,15456,16871,6,136,142,0,0,0,292,3742,4034
Federal Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,NA,NA,NA,NA,NA,NA,615,5851,6466,NA,NA,NA,0,0,0,35,255,290,8,43,51,255,3397,3652,1254,14680,15934,10,147,157,0,2,2,305,3975,4280
Federal Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,NA,NA,NA,NA,NA,NA,534,5302,5836,NA,NA,NA,0,0,0,37,180,217,4,47,51,187,2725,2912,1068,13203,14271,15,244,259,0,2,2,256,3713,3969
Federal Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,NA,NA,NA,NA,NA,NA,503,5859,6362,NA,NA,NA,0,0,0,20,217,237,7,69,76,198,2373,2571,1049,14833,15882,11,297,308,0,1,1,262,4677,4939
Federal Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,NA,NA,NA,NA,NA,NA,585,5331,5916,NA,NA,NA,0,0,0,23,133,156,5,60,65,232,2003,2235,1287,14020,15307,19,313,332,0,2,2,340,4766,5106
Federal Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,NA,NA,NA,0,0,0,385,4674,5059,NA,NA,NA,0,0,0,24,145,169,5,60,65,138,1889,2027,862,13353,14215,16,427,443,1,3,4,216,4473,4689
Federal Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,NA,NA,NA,0,0,0,312,3743,4055,NA,NA,NA,0,0,0,19,146,165,5,84,89,95,2281,2376,720,11698,12418,12,233,245,1,2,3,140,3088,3228
Federal Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,NA,NA,NA,0,0,0,240,4975,5215,NA,NA,NA,0,0,0,26,168,194,4,71,75,105,2932,3037,955,14764,15719,16,363,379,13,1,14,191,3248,3439
Federal Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,NA,NA,NA,0,0,0,297,6385,6682,NA,NA,NA,0,0,0,17,172,189,5,95,100,134,3626,3760,1230,18280,19510,21,262,283,5,4,9,274,4021,4295
Federal Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,0,0,0,0,0,0,391,5876,6267,21,605,626,0,0,0,11,118,129,8,66,74,127,3257,3384,1329,17122,18451,24,387,411,8,0,8,244,3765,4009
