state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Federal Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,NA,NA,NA,NA,NA,NA,1498,14434,15932,0,0,0,0,0,0,6,167,173,4,51,55,149,2367,2516,0,20,20,1686,17546,19232,17,247,264
Federal Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,NA,NA,NA,NA,NA,NA,1358,14902,16260,NA,NA,NA,NA,NA,NA,13,155,168,3,53,56,154,2057,2211,0,14,14,1590,18273,19863,39,676,715
Federal Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,NA,NA,NA,NA,NA,NA,1298,14769,16067,NA,NA,NA,NA,NA,NA,13,173,186,3,42,45,156,2014,2170,5,28,33,1596,18174,19770,85,697,782
Federal Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,NA,NA,NA,NA,NA,NA,1235,14133,15368,NA,NA,NA,NA,NA,NA,12,240,252,4,42,46,144,2060,2204,1,45,46,1540,17824,19364,94,726,820
Federal Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,NA,NA,NA,NA,NA,NA,888,12603,13491,NA,NA,NA,NA,NA,NA,15,242,257,3,40,43,159,2016,2175,2,45,47,1168,15985,17153,58,600,658
Federal Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,NA,NA,NA,NA,NA,NA,1133,12986,14119,NA,NA,NA,NA,NA,NA,13,212,225,4,43,47,183,2128,2311,5,38,43,1451,16535,17986,96,769,865
Federal Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,NA,NA,NA,NA,NA,NA,685,11776,12461,0,0,0,0,0,0,6,165,171,4,39,43,171,1932,2103,1,39,40,950,14748,15698,61,405,466
Federal Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,NA,NA,NA,NA,NA,NA,598,10488,11086,0,0,0,0,0,0,6,211,217,2,27,29,102,1361,1463,5,30,35,820,13156,13976,53,399,452
Federal Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,NA,NA,NA,NA,NA,NA,578,10329,10907,0,0,0,0,0,0,6,224,230,2,24,26,104,1280,1384,3,48,51,802,12940,13742,51,352,403
Federal Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,NA,NA,NA,NA,NA,NA,732,11887,12619,0,0,0,0,0,0,11,251,262,1,20,21,94,1077,1171,7,40,47,971,14736,15707,51,590,641
Federal Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,0,0,0,68,792,860,988,12259,13247,0,0,0,0,0,0,6,239,245,2,20,22,98,1064,1162,7,41,48,1220,14972,16192,51,557,608
