state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Nevada,1992,1010325,878260.8,1346862.4,667367.4,679495,502095.8,508229.2,429587.4,448673.4,NA,NA,NA,NA,NA,NA,NA,NA,6,152,158,422,5556,5978
Nevada,1991,955603.5,831565.4,1271409.2,626974.7,644434.5,472605.9,482997.6,404824.2,426741.2,NA,NA,NA,NA,NA,NA,NA,NA,11,131,142,445,5397,5842
Nevada,1990,900882,784870,1195956,586582,609374,443116,457766,380061,404809,NA,NA,NA,NA,NA,NA,NA,NA,11,130,141,405,5236,5641
Nevada,1989,869281.8,758819,1156844.4,567861.8,588982.6,428060.4,441221.4,368032.9,390786.1,NA,NA,NA,NA,NA,NA,NA,NA,1,63,64,423,4951,5374
Nevada,1988,837681.6,732768,1117732.8,549141.6,568591.2,413004.8,424676.8,356004.8,376763.2,NA,NA,NA,NA,NA,NA,NA,NA,4,97,101,335,4567,4902
Nevada,1987,806081.4,706717,1078621.2,530421.4,548199.8,397949.2,408132.2,343976.7,362740.3,NA,NA,NA,NA,NA,NA,NA,NA,3,65,68,265,4106,4371
Nevada,1986,774481.2,680666,1039509.6,511701.2,527808.4,382893.6,391587.6,331948.6,348717.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,232,4326,4558
Nevada,1985,742881,654615,1000398,492981,507417,367838,375043,319920.5,334694.5,NA,NA,NA,NA,NA,NA,NA,NA,0,20,20,232,3562,3794
Nevada,1984,711280.8,628564,961286.4,474260.8,487025.6,352782.4,358498.4,307892.4,320671.6,NA,NA,NA,NA,NA,NA,NA,NA,0,40,40,200,3270,3470
Nevada,1983,679680.6,602513,922174.8,455540.6,466634.2,337726.8,341953.8,295864.3,306648.7,NA,NA,NA,NA,NA,NA,NA,NA,3,121,124,172,3020,3192
Nevada,1982,648080.4,576462,883063.2,436820.4,446242.8,322671.2,325409.2,283836.2,292625.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,2675
Nevada,1981,616480.2,550411,843951.6,418100.2,425851.4,307615.6,308864.6,271808.1,278602.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,2141
Nevada,1980,584880,524360,804840,399380,405460,292560,292320,259780,264580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1833
Nevada,1979,558222,500914,773226,383522,389704,278964,279258,248052,252862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1662
Nevada,1978,531564,477468,741612,367664,373948,265368,266196,236324,241144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1359
