state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
Nevada,1990,5,64,69,8,39,47,159,1529,1688,14,462,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,462,482,246,2822,3068
Nevada,1991,6,71,77,9,41,50,152,1567,1719,19,492,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,497,516,246,2895,3141
Nevada,1992,7,70,77,6,42,48,144,1622,1766,14,496,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,498,512,267,3379,3646
Nevada,1993,6,86,92,5,57,62,114,1709,1823,12,545,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,606,617,247,3297,3544
Nevada,1994,12,92,104,11,72,83,128,1861,1989,23,740,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,858,884,264,3669,3933
Nevada,1995,16,101,117,9,79,88,163,1954,2117,19,876,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1006,1027,321,4043,4364
Nevada,1996,17,113,130,7,100,107,165,2127,2292,37,1146,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1169,1209,369,4332,4701
Nevada,1997,18,141,159,NA,NA,NA,199,2208,2407,44,1224,1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1250,1296,429,4620,5049
Nevada,1998,18,156,174,NA,NA,NA,222,2435,2657,35,1320,1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1344,1380,463,4861,5324
Nevada,1999,14,140,154,NA,NA,NA,221,2460,2681,36,1339,1375,NA,NA,NA,1383,33,1350,NA,NA,NA,1,1,2,461,4729,5190
Nevada,2e3,15,152,167,NA,NA,NA,236,2526,2762,37,1321,1358,0,0,0,114,0,114,NA,NA,NA,0,0,0,548,4976,5524
Nevada,2001,13,160,173,NA,NA,NA,224,2567,2791,39,1362,1401,0,0,0,110,1,109,NA,NA,NA,0,0,0,555,5078,5633
Nevada,2002,15,173,188,NA,NA,NA,215,2555,2770,50,1430,1480,1,112,113,0,0,0,NA,NA,NA,1,0,1,557,5215,5772
Nevada,2003,15,173,188,NA,NA,NA,215,2555,2770,50,1430,1480,1,112,113,0,0,0,NA,NA,NA,30,36,66,557,5215,5772
Nevada,2004,21,184,205,NA,NA,NA,218,2794,3012,55,1658,1713,0,73,73,23,0,23,NA,NA,NA,0,0,0,562,5550,6112
Nevada,2005,16,175,191,NA,NA,NA,225,2858,3083,74,1870,1944,0,0,0,101,2,99,0,0,0,0,1,1,607,5555,6162
Nevada,2006,19,182,201,NA,NA,NA,252,3237,3489,94,2081,2175,0,0,0,80,0,80,0,0,0,3,31,34,737,5861,6598
Nevada,2007,20,190,210,NA,NA,NA,263,3378,3641,98,2172,2270,0,0,0,83,0,83,0,0,0,3,32,35,769,6117,6886
Nevada,2008,7,6,13,NA,NA,NA,240,3424,3664,92,2372,2464,0,0,0,85,0,85,15,195,210,2,39,41,610,5391,6001
Nevada,2009,12,9,21,NA,NA,NA,216,3351,3567,89,2423,2512,1,92,93,0,0,0,1,35,36,21,183,204,584,5175,5759
Nevada,2010,29,193,222,NA,NA,NA,223,3388,3611,0,2538,2538,0,5,5,97,1,96,0,0,0,1,20,21,601,5166,5767
Nevada,2011,22,210,232,NA,NA,NA,210,3466,3676,85,2600,2685,0,8,8,93,2,91,0,0,0,10,24,34,618,5199,5817
Nevada,2012,27,212,239,NA,NA,NA,220,3399,3619,93,2540,2633,0,0,0,93,0,93,0,0,0,3,82,85,660,5246,5906
Nevada,2013,27,212,239,NA,NA,NA,220,3399,3619,93,2540,2633,0,0,0,93,0,93,0,0,0,3,82,85,660,5246,5906
Nevada,2014,25,209,234,NA,NA,NA,237,3367,3604,115,2467,2582,2,71,73,0,0,0,0,67,67,0,0,0,664,4975,5639
Nevada,2015,23,238,261,NA,NA,NA,335,3423,3758,250,2553,2803,0,0,0,0,0,0,0,0,0,6,57,63,522,5324,5846
Nevada,2016,30,223,253,NA,NA,NA,251,3881,4132,137,2676,2813,0,88,88,0,0,0,0,13,13,1,42,43,763,5147,5910
