state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
South Carolina,2001,5,35,40,NA,NA,NA,853,14439,15292,5,143,148,0,0,0,62,9,53,NA,NA,NA,0,0,0,636,6382,7018
South Carolina,2002,7,32,39,NA,NA,NA,926,15090,16016,9,160,169,0,1,1,84,11,73,NA,NA,NA,0,0,0,715,6674,7389
South Carolina,2003,3,39,42,NA,NA,NA,859,15085,15944,4,159,163,0,1,1,93,7,86,NA,NA,NA,0,0,0,699,6761,7460
South Carolina,2004,3,46,49,NA,NA,NA,800,14777,15577,11,190,201,0,0,0,96,4,92,NA,NA,NA,0,0,0,742,6747,7489
South Carolina,2005,2,45,47,NA,NA,NA,736,14451,15187,8,227,235,0,0,0,106,7,99,0,0,0,0,0,0,761,6810,7571
South Carolina,2006,5,43,48,NA,NA,NA,774,14717,15491,13,279,292,0,0,0,102,6,96,NA,NA,NA,NA,NA,NA,805,6861,7666
South Carolina,2007,5,48,53,NA,NA,NA,730,15078,15808,12,339,351,0,0,0,112,9,103,0,0,0,0,0,0,848,7048,7896
South Carolina,2008,6,38,44,NA,NA,NA,735,15151,15886,13,361,374,0,2,2,117,9,108,0,0,0,0,0,0,869,7012,7881
South Carolina,2009,6,38,44,NA,NA,NA,735,15151,15886,13,361,374,0,1,1,117,9,108,NA,NA,NA,0,0,0,869,7012,7881
South Carolina,2010,4,39,43,NA,NA,NA,638,14658,15296,15,444,459,0,1,1,111,6,105,0,0,0,0,0,0,809,6835,7644
South Carolina,2011,3,33,36,NA,NA,NA,589,14241,14830,19,440,459,0,0,0,130,13,117,0,0,0,0,0,0,762,6676,7438
South Carolina,2012,4,31,35,NA,NA,NA,568,13830,14398,20,433,453,0,0,0,142,13,129,0,0,0,0,0,0,732,6605,7337
South Carolina,2013,4,32,36,NA,NA,NA,544,13475,14019,17,407,424,0,0,0,161,12,149,0,0,0,0,0,0,814,6586,7400
South Carolina,2014,7,31,38,NA,NA,NA,508,12979,13487,16,422,438,0,0,0,156,13,143,0,0,0,0,0,0,825,6436,7261
South Carolina,2015,5,31,36,NA,NA,NA,472,12536,13008,20,418,438,0,0,0,141,13,128,0,0,0,0,2,2,845,6439,7284
South Carolina,2016,5,23,28,NA,NA,NA,481,12121,12602,25,436,461,0,0,0,137,11,126,0,0,0,0,1,1,952,6655,7607
