state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
New Hampshire,1994,0,1,1,1,7,8,4,97,101,6,146,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,105,1806,1911
New Hampshire,1995,0,1,1,0,11,11,8,121,129,5,111,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,99,1773,1872
New Hampshire,1996,0,1,1,0,14,14,5,110,115,5,103,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,100,1831,1931
New Hampshire,1997,1,0,1,NA,NA,NA,3,117,120,6,92,98,0,0,0,NA,NA,NA,NA,NA,NA,2,1,3,103,1916,2019
New Hampshire,1998,2,0,2,NA,NA,NA,7,108,115,4,91,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,106,1925,2031
New Hampshire,1999,2,5,7,NA,NA,NA,8,115,123,3,101,104,NA,NA,NA,0,0,0,NA,NA,NA,4,15,19,103,1987,2090
New Hampshire,2e3,0,5,5,NA,NA,NA,4,98,102,2,99,101,0,0,0,0,0,0,NA,NA,NA,2,10,12,112,1911,2023
New Hampshire,2001,0,7,7,NA,NA,NA,5,118,123,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,33,36,121,2093,2214
New Hampshire,2002,2,7,9,NA,NA,NA,5,130,135,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,36,39,133,2121,2254
New Hampshire,2003,1,4,5,NA,NA,NA,6,120,126,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,72,75,107,2107,2214
New Hampshire,2004,0,3,3,NA,NA,NA,9,123,132,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,106,111,105,2084,2189
New Hampshire,2005,0,12,12,NA,NA,NA,6,132,138,0,0,0,0,0,0,0,0,0,0,0,0,10,178,188,122,2e3,2122
New Hampshire,2006,1,15,16,NA,NA,NA,10,155,165,NA,NA,NA,0,0,0,0,0,0,0,0,0,13,204,217,148,2259,2407
New Hampshire,2007,1,11,12,NA,NA,NA,11,166,177,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,11,224,235,177,2323,2500
New Hampshire,2008,1,11,12,NA,NA,NA,8,162,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,221,227,218,2263,2481
New Hampshire,2009,NA,NA,NA,NA,NA,NA,11,159,170,2,149,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,126,133,147,2130,2277
New Hampshire,2010,0,8,8,NA,NA,NA,9,162,171,4,145,149,0,0,0,11,1,10,0,0,0,4,76,80,181,2149,2330
New Hampshire,2011,0,8,8,NA,NA,NA,6,139,145,5,128,133,0,0,0,14,2,12,0,0,0,1,44,45,155,2107,2262
New Hampshire,2012,1,4,5,NA,NA,NA,5,156,161,6,142,148,0,0,0,24,5,19,0,0,0,3,151,154,187,2104,2291
New Hampshire,2013,1,6,7,NA,NA,NA,5,113,118,8,152,160,0,1,1,20,4,16,0,0,0,8,173,181,186,2164,2350
New Hampshire,2014,1,8,9,NA,NA,NA,5,166,171,9,158,167,0,0,0,26,6,20,0,0,0,8,125,133,219,2227,2446
New Hampshire,2015,1,4,5,NA,NA,NA,17,106,123,14,77,91,0,0,0,21,8,13,0,0,0,12,44,56,183,2399,2582
New Hampshire,2016,1,2,3,NA,NA,NA,19,104,123,14,67,81,0,1,1,23,5,18,0,0,0,0,0,0,186,2384,2570
