state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
West Virginia,1995,1359756.5,1104131,1778206,916855.5,861350.5,710876,648880.5,562768,541363,NA,NA,NA,NA,NA,NA,96,925,1021,0,0,0,0,0,0,0,0,0,1,16,17,8,61,69,0,0,0,105,1011,1116,0,0,0
West Virginia,1994,1356349.2,1101835.4,1779764.6,919150.2,860614.4,711748,644601.2,562776.6,539058.8,NA,NA,NA,NA,NA,NA,42,722,764,0,0,0,0,0,0,0,0,0,1,47,48,1,43,44,0,0,0,44,826,870,0,10,10
West Virginia,1993,1352941.9,1099539.8,1781323.2,921444.9,859878.3,712620,640321.9,562785.2,536754.6,NA,NA,NA,NA,NA,NA,42,711,753,0,0,0,0,0,0,0,0,0,1,15,16,3,70,73,0,0,0,58,824,882,11,10,21
West Virginia,1992,1349534.6,1097244.2,1782881.8,923739.6,859142.2,713492,636042.6,562793.8,534450.4,NA,NA,NA,NA,NA,NA,46,443,489,0,0,0,0,0,0,0,0,0,1,13,14,4,67,71,0,0,0,51,536,587,0,0,0
West Virginia,1991,1346127.3,1094948.6,1784440.4,926034.3,858406.1,714364,631763.3,562802.4,532146.2,NA,NA,NA,NA,NA,NA,33,551,584,0,0,0,0,73,73,0,0,0,1,18,19,1,8,9,0,0,0,36,654,690,0,0,0
West Virginia,1990,1342720,1092653,1785999,928329,857670,715236,627484,562811,529842,NA,NA,NA,NA,NA,NA,40,644,684,0,0,0,0,1,1,0,0,0,0,26,26,1,74,75,NA,NA,NA,41,832,873,0,0,0
West Virginia,1989,1347154,1100131.7,1802083.1,935696.1,866387,716904.4,630249.6,566719.9,533411.8,NA,NA,NA,NA,NA,NA,67,742,809,0,0,0,0,NA,NA,0,0,0,0,NA,NA,1,41,42,NA,NA,NA,80,845,925,0,0,0
West Virginia,1988,1351588,1107610.4,1818167.2,943063.2,875104,718572.8,633015.2,570628.8,536981.6,NA,NA,NA,NA,NA,NA,37,558,595,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,51,51,0,NA,NA,39,667,706,0,0,0
West Virginia,1987,1356022,1115089.1,1834251.3,950430.3,883821,720241.2,635780.8,574537.7,540551.4,NA,NA,NA,NA,NA,NA,44,638,682,0,0,0,0,NA,NA,0,0,0,0,NA,NA,1,62,63,0,NA,NA,45,754,799,0,0,0
West Virginia,1986,1360456,1122567.8,1850335.4,957797.4,892538,721909.6,638546.4,578446.6,544121.2,NA,NA,NA,NA,NA,NA,47,522,569,0,0,0,0,NA,NA,0,0,0,1,NA,NA,1,43,44,0,NA,NA,49,615,664,0,0,0
West Virginia,1985,1364890,1130046.5,1866419.5,965164.5,901255,723578,641312,582355.5,547691,NA,NA,NA,NA,NA,NA,34,790,824,0,1,1,0,NA,NA,0,1,1,0,NA,NA,2,36,38,0,NA,NA,40,857,897,2,0,2
West Virginia,1984,1369324,1137525.2,1882503.6,972531.6,909972,725246.4,644077.6,586264.4,551260.8,NA,NA,NA,NA,NA,NA,29,767,796,0,0,0,0,NA,NA,0,0,0,0,NA,NA,1,41,42,0,NA,NA,32,836,868,0,0,0
West Virginia,1983,1373758,1145003.9,1898587.7,979898.7,918689,726914.8,646843.2,590173.3,554830.6,NA,NA,NA,NA,NA,NA,41,823,864,0,0,0,0,NA,NA,0,3,3,0,NA,NA,2,32,34,1,NA,NA,47,874,921,0,0,0
West Virginia,1982,1378192,1152482.6,1914671.8,987265.8,927406,728583.2,649608.8,594082.2,558400.4,NA,NA,NA,NA,NA,NA,32,706,738,0,2,2,0,0,0,0,2,2,1,10,11,0,35,35,1,0,1,34,770,804,0,0,0
West Virginia,1981,1382626,1159961.3,1930755.9,994632.9,936123,730251.6,652374.4,597991.1,561970.2,NA,NA,NA,NA,NA,NA,30,726,756,0,1,1,0,0,0,0,2,2,0,5,5,1,47,48,2,0,2,33,794,827,0,1,1
West Virginia,1980,1387060,1167440,1946840,1002e3,944840,731920,655140,601900,565540,NA,NA,NA,NA,NA,NA,18,509,527,0,0,0,0,1,1,0,6,6,0,8,8,1,50,51,2,1,3,22,594,616,0,2,2
West Virginia,1979,1363974,1148846,1927496,992410,935086,719908,644066,593150,555696,NA,NA,NA,NA,NA,NA,16,468,484,0,1,1,0,0,0,0,4,4,0,0,0,3,60,63,0,1,1,20,563,583,0,0,0
West Virginia,1978,1340888,1130252,1908152,982820,925332,707896,632992,584400,545852,0,0,0,0,39,39,22,337,359,0,2,2,0,0,0,0,0,0,0,7,7,1,45,46,0,0,0,23,430,453,0,0,0
