state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
US Prison Total,1999,199841353.79999998,169008280.3,271079171.3,138745496.7,132333674.60000001,104067422.6,95773931.2,86046434.9,82961845.4,4585,54665,59250,1009,14091,15100,5519,5200,49924,55124,63441,319,13517,13836,68960,84909,1209817,1294726,2612,25606,28218,90428,1273258,1363686
US Prison Total,1998,198157800.6,167535786.6,268526777.6,137464026.4,131062751.2,103206016.2,94951784.4,85249808.8,82285977.8,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2464,23330,25794,84881,1222273,1307154
US Prison Total,1997,196474247.4,166063292.9,265974383.9,136182556.1,129791827.8,102344609.8,94129637.6,84453182.7,81610110.2,NA,NA,NA,1552,23971,25523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2519,22526,25045,79191,1161468,1240659
US Prison Total,1996,194790694.20000002,164590799.2,263421990.2,134901085.8,128520904.39999999,101483203.4,93307490.8,83656556.6,80934242.6,NA,NA,NA,2168,28573,30741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2462,21686,24148,74810,1107109,1181919
US Prison Total,1995,193107141,163118305.5,260869596.5,133619615.5,127249981,100621797,92485344,82859930.5,80258375,NA,NA,NA,2028,25830,27858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2424,21757,24181,68468,1057406,1125874
US Prison Total,1994,191423587.79999998,161645811.8,258317202.8,132338145.2,125979057.60000001,99760390.6,91663197.2,82063304.4,79582507.4,NA,NA,NA,5098,40520,45618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2204,19975,22179,64396,990306,1054702
US Prison Total,1993,189740034.6,160173318.1,255764809.1,131056674.9,124708134.2,98898984.2,90841050.4,81266678.3,78906639.8,NA,NA,NA,1665,51051,52716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086,18438,20524,58257,911044,969301
US Prison Total,1992,188056481.4,158700824.4,253212415.4,129775204.6,123437210.8,98037577.8,90018903.6,80470052.2,78230772.2,NA,NA,NA,1419,17009,18428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,17795,19830,50407,832093,882500
US Prison Total,1991,186372928.20000002,157228330.7,250660021.7,128493734.3,122166287.39999999,97176171.4,89196756.8,79673426.1,77554904.6,NA,NA,NA,1158,17146,18304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,17164,19070,47651,777908,825559
US Prison Total,1990,184689375,155755837,248107628,127212264,120895364,96314765,88374610,78876800,76879037,NA,NA,NA,1160,15588,16748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,16299,17944,44079,729840,773919
US Prison Total,1989,182464019.5,154062039.3,245983105.20000002,126180925.6,119802179.6,95222236.5,87241783,78107908,75954131.3,NA,NA,NA,982,16171,17153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512,14975,16487,40612,671752,712364
US Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,NA,NA,NA,665,13543,14208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1277,11793,13070,32604,594996,627600
US Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,NA,NA,NA,583,11778,12361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,11210,12188,29123,555961,585084
US Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,NA,NA,NA,609,11423,12032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,10132,10993,26531,518441,544972
US Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,NA,NA,NA,576,9714,10290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,9842,10679,23148,479359,502507
US Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,NA,NA,NA,622,10872,11494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,7676,8280,20794,441208,462002
US Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,NA,NA,NA,442,8692,9134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,6138,6703,19020,417835,436855
US Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,NA,NA,NA,339,8350,8689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,6919,7405,17785,396021,413806
US Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,NA,NA,NA,207,6693,6900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,6809,7297,15537,354393,369930
US Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,NA,NA,NA,131,6229,6360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,4269,4719,13420,316401,329821
US Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,NA,NA,NA,179,6318,6497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,4292,4623,12995,301462,314457
US Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,NA,NA,NA,156,6618,6774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,3980,4456,12746,294530,307276
