state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
Maine,1998,1,12,13,NA,NA,NA,1,56,57,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,172,180,92,1433,1525
Maine,1999,0,11,11,NA,NA,NA,2,60,62,0,6,6,0,0,0,55,0,55,NA,NA,NA,0,8,8,62,1508,1570
Maine,2e3,1,14,15,NA,NA,NA,2,46,48,0,7,7,0,0,0,161,10,151,NA,NA,NA,0,6,6,57,1394,1451
Maine,2001,0,23,23,NA,NA,NA,3,47,50,1,8,9,0,0,0,264,14,250,NA,NA,NA,0,5,5,41,1306,1347
Maine,2002,0,15,15,NA,NA,NA,2,62,64,1,9,10,0,0,0,301,28,273,NA,NA,NA,0,5,5,59,1440,1499
Maine,2003,1,13,14,NA,NA,NA,5,91,96,0,0,0,0,0,0,43,4,39,NA,NA,NA,17,131,148,97,1613,1710
Maine,2004,6,32,38,NA,NA,NA,5,111,116,0,0,0,0,0,0,33,3,30,NA,NA,NA,8,85,93,102,1635,1737
Maine,2005,7,39,46,NA,NA,NA,3,112,115,0,0,0,0,0,0,29,5,24,0,0,0,5,41,46,107,1669,1776
Maine,2006,3,41,44,NA,NA,NA,4,122,126,1,33,34,0,0,0,22,3,19,0,0,0,0,12,12,131,1739,1870
Maine,2007,4,39,43,NA,NA,NA,5,122,127,NA,NA,NA,1,0,1,0,0,0,0,0,0,6,69,75,122,1774,1896
Maine,2008,3,38,41,NA,NA,NA,6,111,117,6,45,51,0,0,0,NA,NA,NA,0,0,0,3,48,51,138,1789,1927
Maine,2009,5,36,41,NA,NA,NA,2,108,110,5,40,45,0,0,0,0,0,0,0,5,5,5,57,62,141,1793,1934
Maine,2010,5,40,45,NA,NA,NA,5,142,147,4,23,27,0,0,0,0,0,0,0,8,8,8,46,54,143,1719,1862
Maine,2011,8,46,54,NA,NA,NA,4,133,137,3,21,24,0,0,0,0,0,0,0,10,10,5,33,38,144,1727,1871
Maine,2012,9,49,58,NA,NA,NA,7,140,147,2,18,20,0,1,1,0,0,0,3,11,14,2,33,35,141,1684,1825
Maine,2013,9,59,68,NA,NA,NA,5,149,154,1,20,21,0,0,0,0,0,0,3,13,16,2,28,30,139,1733,1872
Maine,2014,10,54,64,NA,NA,NA,5,171,176,2,17,19,0,1,1,0,0,0,2,13,15,1,24,25,158,1775,1933
Maine,2015,11,51,62,NA,NA,NA,6,169,175,4,97,101,0,1,1,0,0,0,2,12,14,1,22,23,182,1709,1891
Maine,2016,14,55,69,NA,NA,NA,5,185,190,9,101,110,0,0,0,0,0,0,2,13,15,2,18,20,202,1787,1989
