state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Oklahoma,2004,2558940,2147155,3412202,1729868,1682334,1314751,1244189,1078834,1068321,2831,21028,23859,2831,21028,23859,2811,20971,23782
Oklahoma,2003,2519290,2120092,3396794,1737919,1658875,1315134,1204156,1087133,1032959,NA,NA,NA,NA,NA,NA,2695,21161,23856
Oklahoma,2002,2511143,2106111,3379515,1737877,1641638,1307960,1203183,1072390,1033721,NA,NA,NA,2528,21038,23566,NA,NA,NA
Oklahoma,2001,2476237,2068748,3347660,1711024,1636636,1287589,1188648,1050754,1017994,NA,NA,NA,2534,20770,23304,NA,NA,NA
Oklahoma,2000,2455010,2059902,3330738,1722543,1608195,1307876,1147134,1070827,989075,NA,NA,NA,2534,20616,23150,NA,NA,NA
Oklahoma,1999,2439428.3,2044606.2,3311376.1,1711113.9,1600262.2,1297333.8,1142094.5,1060313.7,984292.5,NA,NA,NA,2360,20234,22594,NA,NA,NA
Oklahoma,1998,2423846.6,2029310.4,3292014.2,1699684.8,1592329.4,1286791.6,1137055,1049800.4,979510,NA,NA,NA,NA,NA,21578,NA,NA,NA
Oklahoma,1997,2408264.9,2014014.6,3272652.3,1688255.7,1584396.6,1276249.4,1132015.5,1039287.1,974727.5,NA,NA,NA,NA,NA,15414,NA,NA,11439
Oklahoma,1996,2392683.2,1998718.8,3253290.4,1676826.6,1576463.8,1265707.2,1126976,1028773.8,969945,NA,NA,NA,NA,NA,14388,NA,NA,11369
Oklahoma,1995,2377101.5,1983423,3233928.5,1665397.5,1568531,1255165,1121936.5,1018260.5,965162.5,NA,NA,NA,NA,NA,14151,NA,NA,11369
Oklahoma,1994,2361519.8,1968127.2,3214566.6,1653968.4,1560598.2,1244622.8,1116897,1007747.2,960380,NA,NA,NA,NA,NA,13642,NA,NA,9775
Oklahoma,1993,2345938.1,1952831.4,3195204.7,1642539.3,1552665.4,1234080.6,1111857.5,997233.9,955597.5,NA,NA,NA,NA,NA,13363,NA,NA,9775
Oklahoma,1992,2330356.4,1937535.6,3175842.8,1631110.2,1544732.6,1223538.4,1106818,986720.6,950815,NA,NA,NA,NA,NA,12451,NA,NA,9130
Oklahoma,1991,2314774.7,1922239.8,3156480.9,1619681.1,1536799.8,1212996.2,1101778.5,976207.3,946032.5,NA,NA,NA,NA,NA,11243,NA,NA,8964
Oklahoma,1990,2299193,1906944,3137119,1608252,1528867,1202454,1096739,965694,941250,NA,NA,NA,NA,NA,8088,NA,NA,NA
Oklahoma,1989,2285801.7,1897837.6,3126003.1,1602352.8,1523650.3,1195350.6,1090451.1,961318.6,936519,NA,NA,NA,NA,NA,7888,NA,NA,NA
Oklahoma,1988,2272410.4,1888731.2,3114887.2,1596453.6,1518433.6,1188247.2,1084163.2,956943.2,931788,NA,NA,NA,NA,NA,7378,NA,NA,NA
Oklahoma,1987,2259019.1,1879624.8,3103771.3,1590554.4,1513216.9,1181143.8,1077875.3,952567.8,927057,NA,NA,NA,NA,NA,7261,NA,NA,7643
Oklahoma,1986,2245627.8,1870518.4,3092655.4,1584655.2,1508000.2,1174040.4,1071587.4,948192.4,922326,NA,NA,NA,NA,NA,7260,NA,NA,7642
Oklahoma,1985,2232236.5,1861412,3081539.5,1578756,1502783.5,1166937,1065299.5,943817,917595,NA,NA,NA,NA,NA,7117,NA,NA,7492
Oklahoma,1984,2218845.2,1852305.6,3070423.6,1572856.8,1497566.8,1159833.6,1059011.6,939441.6,912864,NA,NA,5435,NA,NA,7221,NA,NA,7221
Oklahoma,1983,2205453.9,1843199.2,3059307.7,1566957.6,1492350.1,1152730.2,1052723.7,935066.2,908133,NA,NA,5099,NA,NA,7666,NA,NA,7666
