state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
North Dakota,1989,461097.5,376411.5,637201.5,318760.5,318441,233719.5,227378,184472.5,191939,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42,469,511
North Dakota,1988,461120,377488,639308,319756,319552,233624,227496,185100,192388,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26,499,525
North Dakota,1987,461142.5,378564.5,641414.5,320751.5,320663,233528.5,227614,185727.5,192837,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35,447,482
North Dakota,1986,461165,379641,643521,321747,321774,233433,227732,186355,193286,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,410,420
North Dakota,1985,461187.5,380717.5,645627.5,322742.5,322885,233337.5,227850,186982.5,193735,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,433,443
North Dakota,1984,461210,381794,647734,323738,323996,233242,227968,187610,194184,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,12,434,446
North Dakota,1983,461232.5,382870.5,649840.5,324733.5,325107,233146.5,228086,188237.5,194633,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,412,422
North Dakota,1982,461255,383947,651947,325729,326218,233051,228204,188865,195082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,351
North Dakota,1981,461277.5,385023.5,654053.5,326724.5,327329,232955.5,228322,189492.5,195531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,300
North Dakota,1980,461300,386100,656160,327720,328440,232860,228440,190120,195980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,332
North Dakota,1979,454090,380100,652324,325638,326686,229094,224996,187208,192892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,249
North Dakota,1978,446880,374100,648488,323556,324932,225328,221552,184296,189804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,260
