state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
District of Columbia,2006,469505,402006,581530,309259,272271,253185,216320,210877,191129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2005,394069,336281,508572,269839,238733,212633,181436,177350,158931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2004,409773,351029,518074,274807,243267,220847,188926,184776,166253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2003,421268,361795,528759,280851,247908,227875,193393,190656,171139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2002,424834,363847,535632,284606,251026,229497,195337,191240,172607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2001,422830,363437,536260,284320,251940,228421,194409,190560,172877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2000,418674,355440,523809,284937,238872,232265,186409,189312,166128,0,0,0,0,0,0,11,433,444,3,109,112,0,0,0,0,0,0,0,0,0,0,0,0,84,3266,3350,0,0,0,0,0,0,31,597,628
District of Columbia,1999,426021.4,362008.2,532414.7,288833.1,243581.6,235638.5,190382.9,192442.7,169565.5,NA,NA,NA,NA,NA,NA,47,613,660,10,184,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,5426,5665,NA,NA,NA,NA,NA,NA,61,812,873
District of Columbia,1998,433368.8,368576.4,541020.4,292729.2,248291.2,239012,194356.8,195573.4,173003,NA,NA,NA,NA,NA,NA,127,2305,2432,NA,NA,NA,61,622,683,NA,NA,NA,NA,NA,NA,1,168,169,443,8991,9434,138,1829,1967,0,0,0,115,3779,3894
District of Columbia,1997,440716.2,375144.6,549626.1,296625.3,253000.8,242385.5,198330.7,198704.1,176440.5,NA,NA,NA,NA,NA,NA,205,2649,2854,NA,NA,NA,12,738,750,0,110,110,0,1,1,3,60,63,556,6826,7382,36,612,648,0,0,0,269,2171,2440
District of Columbia,1996,448063.6,381712.8,558231.8,300521.4,257710.4,245759,202304.6,201834.8,179878,NA,NA,NA,NA,NA,NA,221,2269,2490,NA,NA,NA,0,954,954,8,76,84,0,1,1,6,66,72,502,6475,6977,29,631,660,0,0,0,194,1863,2057
District of Columbia,1995,455411,388281,566837.5,304417.5,262420,249132.5,206278.5,204965.5,183315.5,NA,NA,NA,NA,NA,NA,63,1200,1263,NA,NA,NA,0,1078,1078,0,0,0,3,52,55,NA,NA,NA,345,4899,5244,1,164,165,0,0,0,258,2050,2308
District of Columbia,1994,462758.4,394849.2,575443.2,308313.6,267129.6,252506,210252.4,208096.2,186753,NA,NA,NA,NA,NA,NA,188,2283,2471,NA,NA,NA,0,1802,1802,0,0,0,NA,NA,NA,0,198,198,462,8941,9403,67,1396,1463,0,0,0,70,688,758
District of Columbia,1993,470105.8,401417.4,584048.9,312209.7,271839.2,255879.5,214226.3,211226.9,190190.5,NA,NA,NA,NA,NA,NA,123,1880,2003,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,163,163,259,5820,6079,56,1157,1213,0,0,0,27,564,591
District of Columbia,1992,477453.2,407985.6,592654.6,316105.8,276548.8,259253,218200.2,214357.6,193628,NA,NA,NA,NA,NA,NA,102,1724,1826,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,180,180,312,6848,7160,123,2314,2437,0,0,0,40,622,662
District of Columbia,1991,484800.6,414553.8,601260.3,320001.9,281258.4,262626.5,222174.1,217488.3,197065.5,NA,NA,NA,NA,NA,NA,106,1789,1895,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,241,241,252,5915,6167,45,844,889,0,0,0,45,706,751
District of Columbia,1990,492148,421122,609866,323898,285968,266e3,226148,220619,200503,NA,NA,NA,NA,NA,NA,74,826,900,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,252,252,261,5697,5958,97,1809,1906,0,0,0,54,812,866
District of Columbia,1989,492303.2,421491.8,613011.4,326100.2,286911.2,266660,225643.2,221395.1,200096.7,NA,NA,NA,NA,NA,NA,72,798,870,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,257,257,249,4868,5117,101,1889,1990,0,0,0,54,820,874
District of Columbia,1988,492458.4,421861.6,616156.8,328302.4,287854.4,267320,225138.4,222171.2,199690.4,NA,NA,NA,NA,NA,NA,77,814,891,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,262,262,242,4222,4464,91,1371,1462,0,0,0,55,832,887
District of Columbia,1987,492613.6,422231.4,619302.2,330504.6,288797.6,267980,224633.6,222947.3,199284.1,NA,NA,NA,NA,NA,NA,60,703,763,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,10,235,245,215,3054,3269,79,765,844,0,0,0,48,721,769
District of Columbia,1986,492768.8,422601.2,622447.6,332706.8,289740.8,268640,224128.8,223723.4,198877.8,NA,NA,NA,NA,NA,NA,45,672,717,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,6,160,166,153,2969,3122,61,1007,1068,0,0,0,30,660,690
District of Columbia,1985,492924,422971,625593,334909,290684,269300,223624,224499.5,198471.5,NA,NA,NA,NA,NA,NA,37,619,656,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,4,145,149,206,2358,2564,135,750,885,0,0,0,24,547,571
District of Columbia,1984,493079.2,423340.8,628738.4,337111.2,291627.2,269960,223119.2,225275.6,198065.2,NA,NA,NA,NA,NA,NA,32,703,735,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,4,147,151,201,2169,2370,137,539,676,0,0,0,19,556,575
District of Columbia,1983,493234.4,423710.6,631883.8,339313.4,292570.4,270620,222614.4,226051.7,197658.9,NA,NA,NA,NA,NA,NA,25,634,659,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,3,129,132,185,2277,2462,106,593,699,0,0,0,23,659,682
District of Columbia,1982,493389.6,424080.4,635029.2,341515.6,293513.6,271280,222109.6,226827.8,197252.6,NA,NA,NA,0,0,0,22,553,575,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,111,113,139,2163,2302,68,481,549,0,0,0,21,767,788
District of Columbia,1981,493544.8,424450.2,638174.6,343717.8,294456.8,271940,221604.8,227603.9,196846.3,NA,NA,NA,0,0,0,29,662,691,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,104,106,143,2065,2208,79,418,497,0,0,0,18,652,670
District of Columbia,1980,493700,424820,641320,345920,295400,272600,221100,228380,196440,NA,NA,NA,0,0,0,31,712,743,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,131,135,148,2059,2207,84,395,479,0,0,0,16,596,612
District of Columbia,1979,497380,429038,652608,352178,300430,274750,222630,230892,198146,NA,NA,NA,0,0,0,34,850,884,NA,NA,NA,0,0,0,0,0,0,0,0,0,5,115,120,150,2054,2204,70,355,425,0,0,0,18,525,543
District of Columbia,1978,501060,433256,663896,358436,305460,276900,224160,233404,199852,19,193,212,0,0,0,40,726,766,0,3,3,0,0,0,0,0,0,0,0,0,8,279,287,175,3160,3335,96,1469,1565,0,0,0,12,474,486
