state,year,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Indiana,1997,0,0,0,0,0,0,0,1,1,0,1,1,NA,NA,NA,1,40,41,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1998,0,NA,NA,0,NA,NA,0,NA,NA,0,1,1,NA,NA,NA,0,45,45,NA,NA,NA,0,NA,NA,NA,NA,NA
Indiana,1999,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,0,0,0,2,41,43,0,0,0,0,3,3,2,45,47
Indiana,2e3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,3,41,44,0,0,0,0,1,1,3,43,46
Indiana,2001,NA,NA,NA,0,0,0,1,1,2,0,2,2,0,1,1,2,42,44,0,0,0,0,1,1,3,47,50
Indiana,2002,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,2,44,46,0,0,0,0,3,3,2,48,50
Indiana,2003,NA,NA,NA,0,2,2,0,1,1,0,2,2,0,1,1,1,49,50,0,0,0,0,4,4,1,59,60
Indiana,2004,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,2,51,53,0,0,0,0,3,3,2,55,57
Indiana,2005,NA,NA,NA,0,0,0,0,2,2,0,5,5,0,2,2,2,36,38,0,0,0,0,2,2,2,48,50
Indiana,2006,NA,NA,NA,0,1,1,0,0,0,0,1,1,0,0,0,2,61,63,0,1,1,0,4,4,2,68,70
Indiana,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
