state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
South Carolina,2001,2906457,2474126,3927982,2034167,1893815,1536762,1369695,1284889,1189237,1475,20244,2,4,6,1473,20240,21713,1,25,26,1473,20240,21713
South Carolina,2000,2858798,2433016,3847726,2008095,1839631,1518275,1340523,1279258,1153758,1391,19499,2,11,13,1389,19488,20877,1,31,32,1389,19488,20877
South Carolina,1999,2829136.2,2409552.3,3811047,1987101.3,1823945.7,1501231.5,1327904.7,1263788.4,1145763.9,1404,19612,0,0,0,1404,19612,21016,0,30,30,1404,19612,21016
South Carolina,1998,2799474.4,2386088.6,3774368,1966107.6,1808260.4,1484188,1315286.4,1248318.8,1137769.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,19667,20997
South Carolina,1997,2769812.6,2362624.9,3737689,1945113.9,1792575.1,1467144.5,1302668.1,1232849.2,1129775.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255,19358,20613
South Carolina,1996,2740150.8,2339161.2,3701010,1924120.2,1776889.8,1450101,1290049.8,1217379.6,1121781.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,18700,19860
South Carolina,1995,2710489,2315697.5,3664331,1903126.5,1761204.5,1433057.5,1277431.5,1201910,1113787.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996,17868,18864
South Carolina,1994,2680827.2,2292233.8,3627652,1882132.8,1745519.2,1416014,1264813.2,1186440.4,1105793.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,16533,17362
South Carolina,1993,2651165.4,2268770.1,3590973,1861139.1,1729833.9,1398970.5,1252194.9,1170970.8,1097799.3,NA,NA,NA,NA,NA,NA,NA,NA,0,22,22,945,15988,16933
South Carolina,1992,2621503.6,2245306.4,3554294,1840145.4,1714148.6,1381927,1239576.6,1155501.2,1089805.2,NA,NA,NA,NA,NA,NA,NA,NA,0,13,13,950,15512,16462
South Carolina,1991,2591841.8,2221842.7,3517615,1819151.7,1698463.3,1364883.5,1226958.3,1140031.6,1081811.1,NA,NA,NA,NA,NA,NA,NA,NA,0,18,18,859,15223,16082
South Carolina,1990,2562180,2198379,3480936,1798158,1682778,1347840,1214340,1124562,1073817,NA,NA,NA,NA,NA,NA,NA,NA,1,13,14,897,14724,15621
South Carolina,1989,2523670,2169921.1,3445460.4,1778968.2,1666492.2,1327278,1196392,1109979.8,1059941.3,NA,NA,NA,NA,NA,NA,NA,NA,1,15,16,859,14050,14909
South Carolina,1988,2485160,2141463.2,3409984.8,1759778.4,1650206.4,1306716,1178444,1095397.6,1046065.6,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,650,12352,13002
South Carolina,1987,2446650,2113005.3,3374509.2,1740588.6,1633920.6,1286154,1160496,1080815.4,1032189.9,NA,NA,NA,NA,NA,NA,NA,NA,1,21,22,588,10482,11070
South Carolina,1986,2408140,2084547.4,3339033.6,1721398.8,1617634.8,1265592,1142548,1066233.2,1018314.2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,465,11075,11540
South Carolina,1985,2369630,2056089.5,3303558,1702209,1601349,1245030,1124600,1051651,1004438.5,NA,NA,NA,NA,NA,NA,NA,NA,1,29,30,465,9364,9829
South Carolina,1984,2331120,2027631.6,3268082.4,1683019.2,1585063.2,1224468,1106652,1037068.8,990562.8,NA,NA,NA,NA,NA,NA,NA,NA,3,21,24,392,8502,8894
South Carolina,1983,2292610,1999173.7,3232606.8,1663829.4,1568777.4,1203906,1088704,1022486.6,976687.1,NA,NA,NA,NA,NA,NA,NA,NA,2,15,17,370,8346,8716
South Carolina,1982,2254100,1970715.8,3197131.2,1644639.6,1552491.6,1183344,1070756,1007904.4,962811.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,8560
South Carolina,1981,2215590,1942257.9,3161655.6,1625449.8,1536205.8,1162782,1052808,993322.2,948935.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,7672
South Carolina,1980,2177080,1913800,3126180,1606260,1519920,1142220,1034860,978740,935060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,7089
South Carolina,1979,2121622,1867150,3072402,1578294,1494108,1112758,1008864,954826,912324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,7590
South Carolina,1978,2066164,1820500,3018624,1550328,1468296,1083296,982868,930912,889588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,7360
