agency,ORI,ORI9,year,state,population,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,total_officers,male_employees_officers,female_employees_officers,total_civilians,male_employees_civilians,female_employees_civilians,officers_killed_felony,officers_killed_accident,total_assault_total,total_assault_gun,total_assault_knife,total_assault_other,total_assault_hand_feet,total_assault_2man_veh,total_assault_1man_alone,total_assault_1man_assist,total_assault_det_alone,total_assault_det_assist,total_assault_oth_alone,total_assault_oth_assist,total_assault_clear,disturbance_total_assault,burglary_total_assault,robbery_total_assault,att_oth_arrest_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,susp_pers_total_assault,ambush_total_assault,deranged_total_assault,traffic_total_assault,all_oth_total_assault
Lonaconing Pd,MD00104,MD0010400,1975,Maryland,1490,24,001,24001,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westernport Pd,MD00107,MD0010700,1975,Maryland,2944,24,001,24001,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frostburg State College,MD00108,MD0010800,1975,Maryland,0,24,001,24001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allegany Co Investigator,MD0013A,MD0013A00,1975,Maryland,0,24,001,24001,2,2,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anne Arundel County,MD00200,MD0020000,1975,Maryland,0,24,003,24003,350,346,4,97,34,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annapolis,MD00201,MD0020100,1975,Maryland,36500,24,003,24003,94,90,4,14,2,12,0,0,61,3,4,6,48,23,13,16,0,0,5,4,60,52,0,0,3,0,0,3,1,0,1,1
Anne Arundel,MD00202,MD0020200,1975,Maryland,294890,24,003,24003,351,346,5,108,54,54,0,0,121,5,4,6,106,3,28,85,1,0,2,2,119,68,0,0,12,0,5,13,1,3,14,5
Balt Wash Intl Airport,MD00203,MD0020300,1975,Maryland,0,24,003,24003,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Baltimore County,MD00300,MD0030000,1975,Maryland,0,24,005,24005,1093,1081,12,95,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baltimore,MD00301,MD0030100,1975,Maryland,642154,24,005,24005,1168,1153,15,154,63,91,0,0,374,12,11,19,332,45,137,161,1,4,15,11,366,187,16,2,48,9,17,25,0,0,30,40
Sparrows Point,MD00302,MD0030200,1975,Maryland,0,24,005,24005,175,173,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Univ Of Maryland-balt,MD00304,MD0030400,1975,Maryland,0,24,510,24510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvert Co,MD00500,MD0050000,1975,Maryland,23673,24,009,24009,13,13,0,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chesapeake Beach,MD00501,MD0050100,1975,Maryland,1171,24,009,24009,5,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
North Bch Pd,MD00502,MD0050200,1975,Maryland,1086,24,009,24009,5,5,0,0,0,0,0,0,12,1,0,0,11,6,4,0,0,0,0,2,12,7,0,0,2,0,2,1,0,0,0,0
Caroline County,MD00600,MD0060000,1975,Maryland,13977,24,011,24011,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denton,MD00601,MD0060100,1975,Maryland,1581,24,011,24011,5,5,0,1,0,1,0,0,2,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
Federalsburg Pd,MD00602,MD0060200,1975,Maryland,1942,24,011,24011,5,5,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
Greensboro Pd,MD00603,MD0060300,1975,Maryland,1188,24,011,24011,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Pd,MD00604,MD0060400,1975,Maryland,516,24,011,24011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgely Pd,MD00605,MD0060500,1975,Maryland,833,24,011,24011,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll County,MD00700,MD0070000,1975,Maryland,62411,24,013,24013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampstead Pd,MD00701,MD0070100,1975,Maryland,1101,24,013,24013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Pd,MD00702,MD0070200,1975,Maryland,1680,24,013,24013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Windsor Pd,MD00704,MD0070400,1975,Maryland,830,24,013,24013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sykesville Pd,MD00705,MD0070500,1975,Maryland,1603,24,013,24013,5,5,0,1,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
Taneytown Pd,MD00706,MD0070600,1975,Maryland,1983,24,013,24013,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Union Bridge Pd,MD00707,MD0070700,1975,Maryland,1200,24,013,24013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westminster,MD00708,MD0070800,1975,Maryland,8258,24,013,24013,14,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrollton,MD00709,MD0070900,1975,Maryland,0,24,013,24013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecil Co,MD00800,MD0080000,1975,Maryland,44048,24,015,24015,17,17,0,6,1,5,0,0,3,1,1,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,2,0,0,0,0,0
Elkton,MD00804,MD0080400,1975,Maryland,6500,24,015,24015,10,10,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North East Pd,MD00805,MD0080500,1975,Maryland,2083,24,015,24015,3,3,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0
Rising Sun Pd,MD00807,MD0080700,1975,Maryland,1095,24,015,24015,3,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Charles County,MD00900,MD0090000,1975,Maryland,53915,24,017,24017,65,63,2,10,4,6,0,0,5,1,0,0,4,0,2,2,0,0,0,1,5,4,0,0,0,0,0,1,0,0,0,0
La Plata Pd,MD00901,MD0090100,1975,Maryland,1825,24,017,24017,3,3,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Dorchester Co,MD01000,MD0100000,1975,Maryland,15816,24,019,24019,16,15,1,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0
Cambridge,MD01001,MD0100100,1975,Maryland,12046,24,019,24019,35,34,1,7,3,4,0,0,9,0,0,2,7,1,2,3,1,0,1,1,7,4,0,0,0,0,1,0,0,0,2,2
Hurlock Pd,MD01003,MD0100300,1975,Maryland,1038,24,019,24019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick Co,MD01100,MD0110000,1975,Maryland,60242,24,021,24021,13,11,2,20,14,6,0,0,2,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1
Brunswick,MD01101,MD0110100,1975,Maryland,4319,24,021,24021,8,7,1,0,0,0,0,0,13,6,0,0,7,6,4,2,0,0,0,1,13,9,0,0,0,0,1,1,0,0,2,0
Emmitsburg Pd,MD01102,MD0110200,1975,Maryland,1650,24,021,24021,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Frederick,MD01103,MD0110300,1975,Maryland,24793,24,021,24021,73,70,3,12,4,8,0,0,19,0,0,9,10,2,1,6,2,2,0,6,19,2,0,0,5,7,1,1,0,0,2,1
Thurmont,MD01104,MD0110400,1975,Maryland,2500,24,021,24021,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett,MD01200,MD0120000,1975,Maryland,20802,24,023,24023,9,9,0,8,6,2,0,0,2,0,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Oakland City Pd,MD01202,MD0120200,1975,Maryland,1887,24,023,24023,6,6,0,1,0,1,0,0,3,0,1,0,2,0,2,1,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0
Harford,MD01300,MD0130000,1975,Maryland,94470,24,025,24025,70,65,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Aberdeen,MD01301,MD0130100,1975,Maryland,15e3,24,025,24025,20,20,0,4,2,2,0,0,16,3,1,1,11,0,1,13,0,0,0,2,14,10,0,2,3,0,0,0,0,0,1,0
Bel Air,MD01302,MD0130200,1975,Maryland,9e3,24,025,24025,18,18,0,5,0,5,0,0,8,1,0,1,6,0,4,4,0,0,0,0,8,4,0,0,0,0,0,0,0,0,1,3
Havre De Grace,MD01303,MD0130300,1975,Maryland,10589,24,025,24025,26,23,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard County,MD01400,MD0140000,1975,Maryland,0,24,027,24027,130,125,5,52,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard,MD01401,MD0140100,1975,Maryland,95370,24,027,24027,138,130,8,59,28,31,0,0,45,1,3,3,38,1,23,19,0,0,1,1,45,20,0,0,1,0,3,3,0,0,11,7
Kent Co,MD01500,MD0150000,1975,Maryland,11853,24,029,24029,6,6,0,2,1,1,0,0,2,0,0,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Chestertown,MD01502,MD0150200,1975,Maryland,3582,24,029,24029,7,6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rock Hall Pd,MD01504,MD0150400,1975,Maryland,1205,24,029,24029,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,MD01600,MD0160000,1975,Maryland,0,24,031,24031,752,739,13,133,50,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chevy Chase Village Pd,MD01601,MD0160100,1975,Maryland,2476,24,031,24031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaithersburg Pd,MD01602,MD0160200,1975,Maryland,9120,24,031,24031,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery,MD01604,MD0160400,1975,Maryland,496092,24,031,24031,770,755,15,159,64,95,0,0,232,9,12,31,180,73,41,83,0,1,4,30,226,82,1,0,45,14,25,18,0,7,21,19
Rockville,MD01605,MD0160500,1975,Maryland,5e4,24,031,24031,15,14,1,5,3,2,0,0,7,0,0,0,7,0,3,4,0,0,0,0,6,0,0,0,5,0,0,2,0,0,0,0
Takoma Park,MD01606,MD0160600,1975,Maryland,19588,24,031,24031,26,24,2,7,1,6,0,0,35,1,0,1,33,5,7,19,0,0,3,1,35,11,0,0,3,0,5,0,0,1,7,8
Prince Georges County,MD01700,MD0170000,1975,Maryland,0,24,033,24033,826,816,10,265,82,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladensburg,MD01702,MD0170200,1975,Maryland,1e4,24,033,24033,11,11,0,5,5,0,0,0,6,1,0,0,5,0,6,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1
Brentwood,MD01703,MD0170300,1975,Maryland,3529,24,033,24033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitol Heights,MD01704,MD0170400,1975,Maryland,2937,24,033,24033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheverly Pd,MD01705,MD0170500,1975,Maryland,7033,24,033,24033,6,6,0,0,0,0,0,0,3,0,0,0,3,0,0,2,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1
College Park,MD01706,MD0170600,1975,Maryland,26940,24,033,24033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colmar Manor-cottage,MD01707,MD0170700,1975,Maryland,2789,24,033,24033,2,2,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
District Heights,MD01709,MD0170900,1975,Maryland,8676,24,033,24033,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairmount Hgts Pd,MD01711,MD0171100,1975,Maryland,2031,24,033,24033,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest Heights,MD01712,MD0171200,1975,Maryland,3708,24,033,24033,6,6,0,1,0,1,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
Greenbelt,MD01714,MD0171400,1975,Maryland,18744,24,033,24033,19,19,0,5,4,1,0,0,8,1,0,0,7,2,2,3,0,0,1,0,8,2,0,0,0,0,1,1,0,0,1,3
Hyattsville,MD01715,MD0171500,1975,Maryland,15447,24,033,24033,20,19,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurel,MD01717,MD0171700,1975,Maryland,11500,24,033,24033,21,20,1,6,3,3,0,0,20,0,0,2,18,0,8,9,0,0,2,1,20,11,0,0,3,0,1,0,0,0,5,0
Mount Rainier,MD01719,MD0171900,1975,Maryland,8800,24,033,24033,13,12,1,5,2,3,0,0,7,3,0,0,4,0,6,1,0,0,0,0,7,0,0,2,3,0,0,1,0,0,1,0
Prince Georges County Pd,MD01721,MD0172100,1975,Maryland,569452,24,033,24033,808,798,10,275,93,182,0,0,455,14,8,40,393,17,295,124,2,2,3,12,455,91,6,0,78,10,76,54,0,2,95,43
Riverdale,MD01722,MD0172200,1975,Maryland,5896,24,033,24033,7,7,0,3,1,2,0,0,2,0,0,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Seat Pleasant,MD01723,MD0172300,1975,Maryland,7433,24,033,24033,8,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Md,MD01725,MD0172500,1975,Maryland,0,24,033,24033,60,54,6,3,0,3,0,0,13,0,0,0,13,0,0,5,0,1,1,6,12,3,0,0,3,1,0,1,0,1,2,2
University Park,MD01726,MD0172600,1975,Maryland,3014,24,033,24033,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bowie State College,MD01728,MD0172800,1975,Maryland,0,24,033,24033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Annes Co,MD01800,MD0180000,1975,Maryland,18550,24,035,24035,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centreville Pd,MD01801,MD0180100,1975,Maryland,1950,24,035,24035,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Marys,MD01900,MD0190000,1975,Maryland,55035,24,037,24037,25,24,1,7,3,4,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
Somerset County,MD02000,MD0200000,1975,Maryland,14145,24,039,24039,14,12,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Crisfield,MD02001,MD0200100,1975,Maryland,2928,24,039,24039,7,7,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princess Anne Pd,MD02002,MD0200200,1975,Maryland,927,24,039,24039,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talbot County,MD02100,MD0210000,1975,Maryland,15451,24,041,24041,12,10,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Easton,MD02101,MD0210100,1975,Maryland,7173,24,041,24041,20,19,1,3,1,2,0,0,6,0,0,0,6,1,1,4,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,0
Oxford Pd,MD02102,MD0210200,1975,Maryland,790,24,041,24041,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Michaels Pd,MD02103,MD0210300,1975,Maryland,1534,24,041,24041,4,4,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Washington,MD02200,MD0220000,1975,Maryland,63281,24,043,24043,36,34,2,6,1,5,0,0,3,3,0,0,0,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Boonsboro Pd,MD02201,MD0220100,1975,Maryland,1437,24,043,24043,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown,MD02203,MD0220300,1975,Maryland,36600,24,043,24043,84,84,0,15,7,8,1,0,34,1,0,6,27,17,9,3,0,0,4,1,34,11,0,0,10,0,1,3,0,0,7,2
Hancock Pd,MD02204,MD0220400,1975,Maryland,1866,24,043,24043,3,3,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Antietam,MD02206,MD0220600,1975,Maryland,0,24,043,24043,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsport Pd,MD02208,MD0220800,1975,Maryland,2598,24,043,24043,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wicomico County,MD02300,MD0230000,1975,Maryland,37160,24,045,24045,12,12,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Delmar Pd,MD02301,MD0230100,1975,Maryland,1257,24,045,24045,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruitland Pd,MD02302,MD0230200,1975,Maryland,2444,24,045,24045,3,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Salisbury,MD02303,MD0230300,1975,Maryland,16400,24,045,24045,44,44,0,8,2,6,0,0,2,1,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Worchester County,MD02400,MD0240000,1975,Maryland,14460,24,047,24047,10,10,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berlin Pd,MD02401,MD0240100,1975,Maryland,2123,24,047,24047,5,5,0,0,0,0,0,0,4,1,0,0,3,1,2,1,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,0
Ocean City Pd,MD02402,MD0240200,1975,Maryland,1632,24,047,24047,48,45,3,1,1,0,0,0,25,0,2,0,23,5,2,2,0,3,7,6,21,1,0,0,14,1,5,1,0,0,2,1
Pocomoke City,MD02403,MD0240300,1975,Maryland,4100,24,047,24047,10,10,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Hill Pd,MD02404,MD0240400,1975,Maryland,2400,24,047,24047,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean Pines Pd,MD02405,MD0240500,1975,Maryland,2e3,24,047,24047,9,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allegany,MD301SP,MD301SP00,1975,Maryland,0,24,001,24001,0,0,0,0,0,0,0,0,5,0,0,1,4,0,5,0,0,0,0,0,5,2,0,0,1,0,1,0,0,0,1,0
Anne Arundel,MD302SP,MD302SP00,1975,Maryland,0,24,003,24003,0,0,0,0,0,0,0,0,28,1,1,1,25,2,18,6,0,1,1,0,28,8,0,1,7,0,1,1,1,0,7,2
Baltimore,MD303SP,MD303SP00,1975,Maryland,0,24,005,24005,0,0,0,0,0,0,0,0,16,1,0,1,14,1,12,3,0,0,0,0,16,4,0,0,1,1,2,2,0,0,5,1
Calvert,MD304SP,MD304SP00,1975,Maryland,0,24,009,24009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroline,MD305SP,MD305SP00,1975,Maryland,0,24,011,24011,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
Carroll,MD306SP,MD306SP00,1975,Maryland,0,24,013,24013,0,0,0,0,0,0,0,0,17,3,0,2,12,1,10,3,0,0,1,2,17,5,0,0,2,0,4,1,0,0,5,0
Cecil,MD307SP,MD307SP00,1975,Maryland,0,24,015,24015,0,0,0,0,0,0,0,0,5,0,0,1,4,0,2,3,0,0,0,0,5,0,0,0,2,0,0,0,0,0,3,0
Charles,MD308SP,MD308SP00,1975,Maryland,0,24,017,24017,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0
Dorchester,MD309SP,MD309SP00,1975,Maryland,0,24,019,24019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick,MD310SP,MD310SP00,1975,Maryland,0,24,021,24021,0,0,0,0,0,0,0,0,14,0,0,1,13,0,10,4,0,0,0,0,9,7,0,0,2,1,0,2,0,0,0,2
Garrett,MD311SP,MD311SP00,1975,Maryland,0,24,023,24023,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,1
Harford,MD312SP,MD312SP00,1975,Maryland,0,24,025,24025,0,0,0,0,0,0,0,0,23,1,0,6,16,0,18,5,0,0,0,0,23,11,0,0,0,0,2,1,0,0,9,0
Howard,MD313SP,MD313SP00,1975,Maryland,0,24,027,24027,0,0,0,0,0,0,0,0,5,0,0,2,3,0,2,2,0,0,1,0,4,0,0,0,3,0,0,0,0,0,2,0
