agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Lebanon,1980,Indiana,IN,11411,IN00601,IN0060100,18,011,18011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown,1980,Indiana,IN,12419,IN00700,IN0070000,18,013,18013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,1980,Indiana,IN,16431,IN00800,IN0080000,18,015,18015,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cass,1980,Indiana,IN,22958,IN00900,IN0090000,18,017,18017,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Logansport,1980,Indiana,IN,17866,IN00901,IN0090100,18,017,18017,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Charlestown,1980,Indiana,IN,5553,IN01001,IN0100100,18,019,18019,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
Clarksville,1980,Indiana,IN,15102,IN01002,IN0100200,18,019,18019,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Jeffersonville,1980,Indiana,IN,21242,IN01003,IN0100300,18,019,18019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sellersburg,1980,Indiana,IN,3030,IN01004,IN0100400,18,019,18019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1980,Indiana,IN,7873,IN01101,IN0110100,18,021,18021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,1980,Indiana,IN,16374,IN01200,IN0120000,18,023,18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankfort,1980,Indiana,IN,14791,IN01201,IN0120100,18,023,18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,1980,Indiana,IN,9699,IN01300,IN0130000,18,025,18025,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Daviess,1980,Indiana,IN,16468,IN01400,IN0140000,18,027,18027,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Washington,1980,Indiana,IN,11300,IN01401,IN0140100,18,027,18027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dearborn,1980,Indiana,IN,22229,IN01500,IN0150000,18,029,18029,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Aurora,1980,Indiana,IN,3804,IN01501,IN0150100,18,029,18029,3,0,3,3,0,0,3,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Greendale,1980,Indiana,IN,3789,IN01503,IN0150300,18,029,18029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,1980,Indiana,IN,14564,IN01600,IN0160000,18,031,18031,4,1,3,3,1,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
De Kalb,1980,Indiana,IN,20395,IN01700,IN0170000,18,033,18033,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Auburn,1980,Indiana,IN,8085,IN01701,IN0170100,18,033,18033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muncie,1980,Indiana,IN,74096,IN01801,IN0180100,18,035,18035,17,1,16,16,1,1,15,0,15,0,4,2,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10,0,0
Dubois,1980,Indiana,IN,19798,IN01900,IN0190000,18,037,18037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingburg,1980,Indiana,IN,5402,IN01901,IN0190100,18,037,18037,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jasper,1980,Indiana,IN,9136,IN01902,IN0190200,18,037,18037,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elkhart,1980,Indiana,IN,71310,IN02000,IN0200000,18,039,18039,71,65,6,68,3,62,6,3,6,0,0,1,2,1,2,4,1,1,3,1,4,0,18,8,6,8,3,2,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
Elkhart,1980,Indiana,IN,41049,IN02001,IN0200100,18,039,18039,45,15,30,41,4,15,25,0,25,1,1,5,4,11,4,0,0,0,0,1,2,0,3,1,1,1,1,1,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,17,13,0,0
Goshen,1980,Indiana,IN,19649,IN02002,IN0200200,18,039,18039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nappanee,1980,Indiana,IN,4678,IN02003,IN0200300,18,039,18039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,1980,Indiana,IN,11273,IN02100,IN0210000,18,041,18041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connersville,1980,Indiana,IN,16755,IN02101,IN0210100,18,041,18041,5,3,2,3,2,1,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
New Albany,1980,Indiana,IN,37087,IN02201,IN0220100,18,043,18043,33,31,2,26,7,25,1,6,1,0,0,0,0,0,1,2,2,0,0,2,1,3,6,4,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,26,5,0,0,1,1,0,0
Iu At New Albany,1980,Indiana,IN,0,IN02202,IN0220200,18,043,18043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookville,1980,Indiana,IN,2873,IN02401,IN0240100,18,047,18047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton,1980,Indiana,IN,14192,IN02500,IN0250000,18,049,18049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rochester,1980,Indiana,IN,5016,IN02501,IN0250100,18,049,18049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,1980,Indiana,IN,20850,IN02600,IN0260000,18,051,18051,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
Princeton,1980,Indiana,IN,8980,IN02601,IN0260100,18,051,18051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakland City,1980,Indiana,IN,3172,IN02602,IN0260200,18,051,18051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,1980,Indiana,IN,35238,IN02700,IN0270000,18,053,18053,15,15,0,13,2,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0
Gas City,1980,Indiana,IN,6325,IN02701,IN0270100,18,053,18053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion,1980,Indiana,IN,35833,IN02702,IN0270200,18,053,18053,11,7,4,9,2,5,4,2,4,0,3,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,2,0,0
Fairmount,1980,Indiana,IN,3283,IN02703,IN0270300,18,053,18053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasonville,1980,Indiana,IN,2484,IN02802,IN0280200,18,055,18055,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Linton,1980,Indiana,IN,6276,IN02803,IN0280300,18,055,18055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmel,1980,Indiana,IN,18072,IN02901,IN0290100,18,057,18057,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Noblesville,1980,Indiana,IN,12030,IN02902,IN0290200,18,057,18057,30,12,18,26,4,12,13,0,13,1,2,4,2,2,3,0,3,1,0,1,0,1,2,0,3,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,1,0,0
Hancock,1980,Indiana,IN,32550,IN03000,IN0300000,18,059,18059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison,1980,Indiana,IN,24489,IN03100,IN0310000,18,061,18061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corydon,1980,Indiana,IN,2720,IN03101,IN0310100,18,061,18061,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hendricks,1980,Indiana,IN,54035,IN03200,IN0320000,18,063,18063,10,9,1,8,2,7,1,2,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Brownsburg,1980,Indiana,IN,6206,IN03201,IN0320100,18,063,18063,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Henry,1980,Indiana,IN,33396,IN03300,IN0330000,18,065,18065,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Howard County,1980,Indiana,IN,39539,IN03400,IN0340000,18,067,18067,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kokomo,1980,Indiana,IN,47118,IN03401,IN0340100,18,067,18067,11,9,2,10,1,8,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,2,0,0,0
Huntington,1980,Indiana,IN,16161,IN03501,IN0350100,18,069,18069,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Jackson,1980,Indiana,IN,20991,IN03600,IN0360000,18,071,18071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour,1980,Indiana,IN,14596,IN03602,IN0360200,18,071,18071,18,15,3,18,0,15,3,0,3,0,0,0,0,1,2,2,0,1,0,2,1,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0
Jasper,1980,Indiana,IN,21089,IN03700,IN0370000,18,073,18073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rensselaer,1980,Indiana,IN,4979,IN03701,IN0370100,18,073,18073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,1980,Indiana,IN,3012,IN03801,IN0380100,18,075,18075,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Portland,1980,Indiana,IN,7074,IN03802,IN0380200,18,075,18075,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Jefferson,1980,Indiana,IN,17761,IN03900,IN0390000,18,077,18077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,1980,Indiana,IN,12467,IN03901,IN0390100,18,077,18077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennings,1980,Indiana,IN,16999,IN04000,IN0400000,18,079,18079,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
North Vernon,1980,Indiana,IN,5726,IN04001,IN0400100,18,079,18079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
