agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,arson_male_under_10,arson_male_10_12,arson_male_13_14,arson_male_15,arson_male_16,arson_male_17,arson_male_18,arson_male_19,arson_male_20,arson_male_21,arson_male_22,arson_male_23,arson_male_24,arson_male_25_29,arson_male_30_34,arson_male_35_39,arson_male_40_44,arson_male_45_49,arson_male_50_54,arson_male_55_59,arson_male_60_64,arson_male_over_64,arson_female_under_10,arson_female_10_12,arson_female_13_14,arson_female_15,arson_female_16,arson_female_17,arson_female_18,arson_female_19,arson_female_20,arson_female_21,arson_female_22,arson_female_23,arson_female_24,arson_female_25_29,arson_female_30_34,arson_female_35_39,arson_female_40_44,arson_female_45_49,arson_female_50_54,arson_female_55_59,arson_female_60_64,arson_female_over_64,arson_adult_white,arson_adult_black,arson_adult_asian,arson_adult_indian,arson_juv_white,arson_juv_black,arson_juv_asian,arson_juv_indian
Kent-hope Valley State P,2e3,Rhode Island,RI,0,RI302SP,RI302SP00,44,003,44003,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport-portsmouth S P,2e3,Rhode Island,RI,0,RI303SP,RI303SP00,44,005,44005,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence-chepachet S P,2e3,Rhode Island,RI,0,RI304SP,RI304SP00,44,007,44007,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington-wickford S P,2e3,Rhode Island,RI,6045,RI305SP,RI305SP00,44,009,44009,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence-lincoln Woods,2e3,Rhode Island,RI,0,RI306SP,RI306SP00,44,007,44007,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narragansett Tribal Pd,2e3,Rhode Island,RI,0,RIDI003,RIDI00300,44,009,44009,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence(ri Sp Hdqrts),2e3,Rhode Island,RI,0,RIRSP00,RIRSP0000,44,007,44007,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Barrington,2001,Rhode Island,RI,16989,RI00101,RI0010100,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bristol,2001,Rhode Island,RI,22696,RI00102,RI0010200,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Warren,2001,Rhode Island,RI,11475,RI00103,RI0010300,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,4,2,2,4,0,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Coventry,2001,Rhode Island,RI,34008,RI00201,RI0020100,44,003,44003,local police department,"cities 25,000-49,999",new england,suburban,5,0,5,5,0,0,5,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
East Greenwich,2001,Rhode Island,RI,13079,RI00202,RI0020200,44,003,44003,local police department,"cities 10,000-24,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Warwick,2001,Rhode Island,RI,86676,RI00203,RI0020300,44,003,44003,local police department,"cities 50,000-99,999",new england,non-suburban,14,2,12,9,5,1,8,1,8,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,10,2,0,0
West Warwick,2001,Rhode Island,RI,29881,RI00204,RI0020400,44,003,44003,local police department,"cities 25,000-49,999",new england,suburban,9,1,8,9,0,1,8,0,8,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1
West Greenwich,2001,Rhode Island,RI,5136,RI00205,RI0020500,44,003,44003,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,2001,Rhode Island,RI,5679,RI00301,RI0030100,44,005,44005,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,2001,Rhode Island,RI,17509,RI00302,RI0030200,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,2001,Rhode Island,RI,26744,RI00303,RI0030300,44,005,44005,local police department,"cities 25,000-49,999",new england,non-suburban,5,1,4,5,0,1,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Portsmouth,2001,Rhode Island,RI,17322,RI00304,RI0030400,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiverton,2001,Rhode Island,RI,15414,RI00305,RI0030500,44,005,44005,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Compton,2001,Rhode Island,RI,3629,RI00306,RI0030600,44,005,44005,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,2001,Rhode Island,RI,19119,RI00401,RI0040100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cranston,2001,Rhode Island,RI,80072,RI00402,RI0040200,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Cumberland,2001,Rhode Island,RI,32162,RI00403,RI0040300,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,3,1,2,2,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0
East Providence,2001,Rhode Island,RI,49180,RI00404,RI0040400,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Johnston,2001,Rhode Island,RI,28480,RI00405,RI0040500,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,2001,Rhode Island,RI,21109,RI00406,RI0040600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
North Providence,2001,Rhode Island,RI,32739,RI00407,RI0040700,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Pawtucket,2001,Rhode Island,RI,73696,RI00408,RI0040800,44,007,44007,local police department,"cities 50,000-99,999",new england,non-suburban,6,2,4,6,0,2,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Providence,2001,Rhode Island,RI,175374,RI00409,RI0040900,44,007,44007,local police department,"cities 100,000-249,999",new england,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0
Scituate,2001,Rhode Island,RI,10428,RI00410,RI0041000,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithfield,2001,Rhode Island,RI,20821,RI00411,RI0041100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Woonsocket,2001,Rhode Island,RI,43661,RI00412,RI0041200,44,007,44007,local police department,"cities 25,000-49,999",new england,non-suburban,7,2,5,3,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0
Foster,2001,Rhode Island,RI,4317,RI00413,RI0041300,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glocester,2001,Rhode Island,RI,10049,RI00414,RI0041400,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Smithfield,2001,Rhode Island,RI,10725,RI00415,RI0041500,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Burrillville,2001,Rhode Island,RI,15956,RI00416,RI0041600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dept. Of Environmental M,2001,Rhode Island,RI,0,RI00417,RI0041700,44,007,44007,special jurisdiction,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown University,2001,Rhode Island,RI,0,RI00423,RI0042300,44,007,44007,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narragansett,2001,Rhode Island,RI,16526,RI00501,RI0050100,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
North Kingstown,2001,Rhode Island,RI,26592,RI00502,RI0050200,44,009,44009,local police department,"cities 25,000-49,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
South Kingstown,2001,Rhode Island,RI,28205,RI00503,RI0050300,44,009,44009,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westerly,2001,Rhode Island,RI,23198,RI00504,RI0050400,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond,2001,Rhode Island,RI,7295,RI00505,RI0050500,44,009,44009,local police department,"cities 2,500-9,999",new england,suburban,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Hopkinton,2001,Rhode Island,RI,7915,RI00506,RI0050600,44,009,44009,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlestown,2001,Rhode Island,RI,7938,RI00507,RI0050700,44,009,44009,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Shoreham,2001,Rhode Island,RI,1020,RI00509,RI0050900,44,009,44009,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent-hope Valley State P,2001,Rhode Island,RI,0,RI302SP,RI302SP00,44,003,44003,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport-portsmouth S P,2001,Rhode Island,RI,0,RI303SP,RI303SP00,44,005,44005,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence-chepachet S P,2001,Rhode Island,RI,0,RI304SP,RI304SP00,44,007,44007,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington-wickford S P,2001,Rhode Island,RI,6106,RI305SP,RI305SP00,44,009,44009,state law enforcement agency,"msa cnty under 10,000",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence-lincoln Woods,2001,Rhode Island,RI,0,RI306SP,RI306SP00,44,007,44007,state law enforcement agency,"msa cnty under 10,000",new england,suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Narragansett Tribal,2001,Rhode Island,RI,0,RIDI003,RIDI00300,44,009,44009,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providence(ri Sp Hdqrts),2001,Rhode Island,RI,0,RIRSP00,RIRSP0000,44,007,44007,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrington,2002,Rhode Island,RI,17162,RI00101,RI0010100,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,3,0,3,3,0,0,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Bristol,2002,Rhode Island,RI,22928,RI00102,RI0010200,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,6,1,5,4,2,1,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
Warren,2002,Rhode Island,RI,11592,RI00103,RI0010300,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,2,0,2,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Coventry,2002,Rhode Island,RI,34355,RI00201,RI0020100,44,003,44003,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Greenwich,2002,Rhode Island,RI,13212,RI00202,RI0020200,44,003,44003,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warwick,2002,Rhode Island,RI,87560,RI00203,RI0020300,44,003,44003,local police department,"cities 50,000-99,999",new england,non-suburban,8,1,7,8,0,1,7,0,7,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
West Warwick,2002,Rhode Island,RI,30185,RI00204,RI0020400,44,003,44003,local police department,"cities 25,000-49,999",new england,suburban,12,0,12,12,0,0,8,0,8,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
West Greenwich,2002,Rhode Island,RI,5189,RI00205,RI0020500,44,003,44003,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamestown,2002,Rhode Island,RI,5737,RI00301,RI0030100,44,005,44005,local police department,"cities 2,500-9,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Middletown,2002,Rhode Island,RI,17688,RI00302,RI0030200,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,2002,Rhode Island,RI,27013,RI00303,RI0030300,44,005,44005,local police department,"cities 25,000-49,999",new england,non-suburban,3,1,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Portsmouth,2002,Rhode Island,RI,17500,RI00304,RI0030400,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,7,0,7,7,0,0,5,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
Tiverton,2002,Rhode Island,RI,15572,RI00305,RI0030500,44,005,44005,local police department,"cities 10,000-24,999",new england,suburban,3,0,3,3,0,0,3,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Little Compton,2002,Rhode Island,RI,3667,RI00306,RI0030600,44,005,44005,local police department,"cities 2,500-9,999",new england,non-suburban,3,1,2,3,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Central Falls,2002,Rhode Island,RI,19315,RI00401,RI0040100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cranston,2002,Rhode Island,RI,80887,RI00402,RI0040200,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,5,2,3,5,0,2,3,0,3,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Cumberland,2002,Rhode Island,RI,32490,RI00403,RI0040300,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,4,0,4,4,0,0,4,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
