agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,robbery_male_under_10,robbery_male_10_12,robbery_male_13_14,robbery_male_15,robbery_male_16,robbery_male_17,robbery_male_18,robbery_male_19,robbery_male_20,robbery_male_21,robbery_male_22,robbery_male_23,robbery_male_24,robbery_male_25_29,robbery_male_30_34,robbery_male_35_39,robbery_male_40_44,robbery_male_45_49,robbery_male_50_54,robbery_male_55_59,robbery_male_60_64,robbery_male_over_64,robbery_female_under_10,robbery_female_10_12,robbery_female_13_14,robbery_female_15,robbery_female_16,robbery_female_17,robbery_female_18,robbery_female_19,robbery_female_20,robbery_female_21,robbery_female_22,robbery_female_23,robbery_female_24,robbery_female_25_29,robbery_female_30_34,robbery_female_35_39,robbery_female_40_44,robbery_female_45_49,robbery_female_50_54,robbery_female_55_59,robbery_female_60_64,robbery_female_over_64,robbery_adult_white,robbery_adult_black,robbery_adult_asian,robbery_adult_indian,robbery_juv_white,robbery_juv_black,robbery_juv_asian,robbery_juv_indian
Hawaii County,1984,Hawaii,HI,67605,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,11,8,3,11,0,8,3,0,3,0,0,0,0,1,2,0,1,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,3,0
Hilo,1984,Hawaii,HI,36722,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,12,10,2,12,0,10,2,0,2,0,0,1,1,0,0,1,0,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,1,0
Honolulu,1984,Hawaii,HI,810772,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,481,335,146,422,59,303,114,32,114,5,12,28,14,27,33,45,34,27,26,18,8,9,60,55,10,5,1,3,2,0,0,0,5,10,6,1,5,6,2,2,1,2,0,4,7,5,3,0,0,0,0,0,0,95,29,211,0,13,0,133,0
Kauai County,1984,Hawaii,HI,43730,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Maui County,1984,Hawaii,HI,80171,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,21,14,7,20,1,13,7,1,7,0,0,0,0,3,4,4,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,9,0,2,0,5,0
Hawaii County,1985,Hawaii,HI,70698,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,14,9,5,13,1,8,5,1,5,0,0,0,4,1,0,2,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,1,0,4,0
Hilo,1985,Hawaii,HI,37259,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,14,9,5,14,0,9,5,0,5,0,1,0,1,3,0,3,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,4,0
Honolulu,1985,Hawaii,HI,817083,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,423,268,155,368,55,242,123,26,123,3,16,32,24,24,27,29,23,15,18,11,11,9,54,40,22,5,2,1,1,0,1,0,0,10,11,6,2,2,2,1,3,5,0,1,5,6,1,0,0,0,0,0,0,76,25,167,0,22,7,126,0
Kauai County,1985,Hawaii,HI,44644,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,9,6,3,7,2,4,3,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0
Maui County,1985,Hawaii,HI,84316,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,20,13,7,19,1,12,7,1,7,0,0,0,3,0,4,0,1,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,8,0,1,0,6,0
Hawaii County,1986,Hawaii,HI,70693,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,21,19,2,21,0,19,2,0,2,0,0,0,1,1,0,1,0,1,4,2,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,1,0,1,0
Hilo,1986,Hawaii,HI,38094,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
Honolulu,1986,Hawaii,HI,823306,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,385,295,90,360,25,274,86,21,86,0,6,21,17,20,22,39,42,20,16,16,14,22,51,36,11,2,3,1,1,0,0,0,0,2,1,1,0,2,2,2,2,2,3,0,4,3,1,0,0,0,0,0,0,64,30,201,0,9,2,79,0
Kauai County,1986,Hawaii,HI,44965,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Maui County,1986,Hawaii,HI,84942,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,15,11,4,15,0,11,4,0,4,0,0,0,0,1,3,2,1,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0
Hawaii County,1987,Hawaii,HI,75143,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Hilo,1987,Hawaii,HI,38836,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,13,12,1,12,1,11,1,1,1,0,0,1,0,0,0,2,1,0,1,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,7,0,1,0,0,0
Honolulu,1987,Hawaii,HI,832614,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,421,273,148,369,52,233,136,40,136,0,17,30,27,41,21,23,14,17,13,10,15,8,63,46,16,2,3,2,1,0,0,0,1,5,1,3,2,0,1,0,0,4,8,0,17,8,1,1,0,0,0,0,0,76,31,166,0,14,5,129,0
Kauai County,1987,Hawaii,HI,47202,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,8,1,7,8,0,1,7,0,7,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
Maui County,1987,Hawaii,HI,89205,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,25,19,6,19,6,19,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,1,3,4,2,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,2,0,4,0
Hawaii County,1988,Hawaii,HI,76152,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,8,6,2,8,0,6,2,0,2,0,0,0,0,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0
Hilo,1988,Hawaii,HI,39358,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,6,3,3,4,2,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0
Honolulu,1988,Hawaii,HI,838656,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,289,190,99,248,41,165,83,25,83,0,12,30,12,16,13,14,12,14,3,8,12,12,23,46,10,9,2,0,0,0,0,0,1,8,1,5,1,0,0,0,2,0,3,1,11,6,2,0,0,0,0,0,0,63,19,108,0,5,2,92,0
Kauai County,1988,Hawaii,HI,48062,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,10,7,3,10,0,7,3,0,3,0,0,0,0,0,3,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,3,0
Maui County,1988,Hawaii,HI,90772,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,17,15,2,16,1,14,2,1,2,0,0,0,0,0,2,0,0,0,1,0,1,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,7,0,0,0,2,0
Hawaii County,1989,Hawaii,HI,81912,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,14,12,2,13,1,11,2,1,2,0,0,0,2,0,0,0,1,4,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,0,1,0,1,0
Hilo,1989,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,13,12,1,13,0,12,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,1,0,0,0
Kauai County,1989,Hawaii,HI,49915,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Maui County,1989,Hawaii,HI,94160,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,23,18,5,22,1,17,5,1,5,0,0,2,1,0,2,1,0,0,1,1,1,1,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,1,0,0,4,1
Hawaii County,1990,Hawaii,HI,83263,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,27,15,12,25,2,14,11,1,11,0,1,1,5,2,2,6,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,10,0,2,0,10,0
Hilo,1990,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,17,16,1,16,1,15,1,1,1,0,0,0,0,1,0,1,3,1,0,0,1,1,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,9,0,0,0,1,0
Honolulu,1990,Hawaii,HI,836231,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,341,252,89,308,33,232,76,20,76,0,8,26,6,14,22,20,21,23,19,5,6,12,55,42,16,8,3,1,1,0,0,0,0,6,2,2,3,2,1,0,2,1,2,0,7,4,0,0,1,0,0,0,0,64,12,176,0,12,0,77,0
Kauai County,1990,Hawaii,HI,51177,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Maui County,1990,Hawaii,HI,100504,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,14,13,1,14,0,13,1,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,1,0
Hawaii County,1991,Hawaii,HI,85274,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,19,16,3,18,1,15,3,1,3,0,0,0,0,0,3,1,3,0,2,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,9,1,0,0,3,0
Hilo,1991,Hawaii,HI,37949,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,15,11,4,15,0,11,4,0,4,0,0,0,1,3,0,0,1,0,1,0,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0
Honolulu,1991,Hawaii,HI,856432,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,337,223,114,307,30,203,104,20,104,0,11,34,17,26,16,16,31,13,15,5,6,17,40,27,22,9,1,1,0,0,0,0,2,5,2,0,1,2,0,0,3,2,1,1,7,4,0,0,0,0,0,0,0,64,42,117,0,8,3,103,0
Kauai County,1991,Hawaii,HI,52413,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Maui County,1991,Hawaii,HI,102932,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,16,14,2,16,0,14,2,0,2,0,0,0,0,1,1,2,2,3,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,2,0,0,0
Hawaii County,1992,Hawaii,HI,87152,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0
Hilo,1992,Hawaii,HI,38785,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,6,3,3,4,2,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0
Honolulu,1992,Hawaii,HI,875297,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,425,260,165,385,40,228,154,32,154,3,23,53,29,30,19,17,24,19,17,18,12,9,49,27,22,10,2,0,0,1,1,0,3,3,1,1,0,0,1,2,3,4,1,0,9,5,5,1,1,0,0,0,0,78,26,156,0,12,3,150,0
Kauai County,1992,Hawaii,HI,53567,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Maui County,1992,Hawaii,HI,105199,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,54,42,12,52,2,40,12,2,12,0,2,0,0,4,6,0,4,4,0,5,1,5,6,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,1,1,0,10,1
Hawaii County,1993,Hawaii,HI,92866,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,13,9,4,13,0,9,4,0,4,0,1,0,2,0,1,1,1,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0
Hilo,1993,Hawaii,HI,39321,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,16,14,2,15,1,13,2,1,2,0,0,0,0,0,2,0,1,2,0,0,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,6,0,2,0,0,0
