agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,robbery_male_under_10,robbery_male_10_12,robbery_male_13_14,robbery_male_15,robbery_male_16,robbery_male_17,robbery_male_18,robbery_male_19,robbery_male_20,robbery_male_21,robbery_male_22,robbery_male_23,robbery_male_24,robbery_male_25_29,robbery_male_30_34,robbery_male_35_39,robbery_male_40_44,robbery_male_45_49,robbery_male_50_54,robbery_male_55_59,robbery_male_60_64,robbery_male_over_64,robbery_female_under_10,robbery_female_10_12,robbery_female_13_14,robbery_female_15,robbery_female_16,robbery_female_17,robbery_female_18,robbery_female_19,robbery_female_20,robbery_female_21,robbery_female_22,robbery_female_23,robbery_female_24,robbery_female_25_29,robbery_female_30_34,robbery_female_35_39,robbery_female_40_44,robbery_female_45_49,robbery_female_50_54,robbery_female_55_59,robbery_female_60_64,robbery_female_over_64,robbery_adult_white,robbery_adult_black,robbery_adult_asian,robbery_adult_indian,robbery_juv_white,robbery_juv_black,robbery_juv_asian,robbery_juv_indian
Hawaii Police Department,2010,Hawaii,HI,185079,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,57,41,16,47,10,35,12,6,12,0,0,1,3,3,5,6,7,3,2,0,2,1,3,3,4,3,0,0,1,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,23,0,6,0,10,0
Honolulu,2010,Hawaii,HI,953297,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,311,201,110,270,41,174,96,27,96,0,4,19,26,20,27,13,15,7,9,9,14,8,32,22,13,8,16,7,1,0,0,0,1,1,3,5,4,5,2,2,0,0,2,2,6,3,0,4,1,0,0,0,0,47,17,137,0,12,4,94,0
Kauai Police Department,2010,Hawaii,HI,67091,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,7,5,2,6,1,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0
Maui Police Department,2010,Hawaii,HI,154834,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,35,35,0,31,4,31,0,4,0,0,0,0,0,0,0,3,3,4,3,2,1,2,1,5,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,15,2,18,0,0,0,0,0
Hawaii Police Department,2011,Hawaii,HI,187053,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,42,37,5,39,3,34,5,3,5,0,0,0,0,0,5,4,9,2,3,1,1,3,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,26,0,1,0,4,0
Honolulu,2011,Hawaii,HI,963465,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,359,238,121,307,52,211,96,27,96,0,7,15,25,18,31,16,17,10,15,13,12,8,45,29,21,9,11,4,0,0,1,0,1,5,9,6,4,0,3,2,1,5,1,3,4,1,2,2,2,1,0,0,0,58,14,166,0,16,2,103,0
Kauai Police Department,2011,Hawaii,HI,67807,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,13,13,0,10,3,10,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6,2,5,0,0,0,0,0
Maui Police Department,2011,Hawaii,HI,156485,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,33,28,5,30,3,25,5,3,5,0,1,1,1,0,2,3,3,1,2,3,1,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,1,0,4,0
Hawaii Police Department,2012,Hawaii,HI,189115,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,55,54,1,46,9,45,1,9,1,0,0,0,0,0,1,3,2,5,6,5,1,3,4,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,18,4,32,0,1,0,0,0
Honolulu,2012,Hawaii,HI,975875,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,335,236,99,302,33,217,85,19,85,0,0,29,19,23,14,22,15,15,10,12,11,12,38,39,14,11,11,4,2,1,0,0,0,2,2,6,4,0,3,3,3,1,0,1,3,2,3,0,0,0,0,0,0,61,18,157,0,3,3,93,0
Kauai Police Department,2012,Hawaii,HI,68563,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,10,10,0,9,1,9,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
Maui Police Department,2012,Hawaii,HI,158760,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,76,52,24,67,9,46,21,6,21,0,0,2,7,8,4,7,3,3,4,5,1,1,4,4,5,2,5,2,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,14,1,37,0,6,0,18,0
Hawaii Police Department,2013,Hawaii,HI,190767,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,58,56,2,45,13,43,2,13,2,0,0,1,0,1,0,3,5,2,2,1,1,0,9,12,4,2,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,1,1,3,1,0,0,0,0,0,16,3,36,1,1,0,1,0
Honolulu,2013,Hawaii,HI,984683,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,164,108,56,141,23,90,50,18,50,1,1,14,12,14,9,7,4,6,2,5,1,3,14,19,12,7,3,5,2,0,0,0,0,3,0,0,2,2,0,2,0,0,1,0,2,4,0,3,1,2,0,1,0,25,9,73,1,2,4,50,0
Kauai Police Department,2013,Hawaii,HI,68952,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
Maui Police Department,2013,Hawaii,HI,159652,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,57,50,7,49,8,43,6,7,6,0,0,0,1,3,2,0,1,4,3,2,2,3,13,7,6,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,19,1,30,0,1,1,5,0
Hawaii Police Department,2014,Hawaii,HI,192937,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,44,44,0,35,9,35,0,9,0,0,0,0,0,0,0,1,1,2,0,1,4,3,10,6,2,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,0,1,0,0,0,19,2,23,0,0,0,0,0
Honolulu,2014,Hawaii,HI,994034,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,74,61,13,68,6,55,13,6,13,0,0,4,3,3,3,6,1,2,2,5,3,1,11,11,2,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,10,6,45,0,1,1,11,0
Kauai Police Department,2014,Hawaii,HI,70361,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,7,6,1,6,1,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0
Maui Police Department,2014,Hawaii,HI,162229,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,63,55,8,50,13,42,8,13,8,0,0,2,2,2,2,2,3,2,1,1,0,4,11,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,4,0,1,1,0,0,0,0,29,1,25,0,1,0,7,0
Hawaii Police Department,2015,Hawaii,HI,196167,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,30,28,2,26,4,24,2,4,2,0,0,0,0,1,1,0,1,0,0,4,0,0,5,6,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6,0,21,1,0,0,2,0
Honolulu,2015,Hawaii,HI,999307,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,292,213,79,259,33,191,68,22,68,0,4,16,10,14,24,18,22,12,8,13,9,7,24,28,19,13,6,6,2,2,2,0,0,1,5,3,2,4,1,1,1,1,2,1,3,5,1,1,0,1,0,0,0,44,22,147,0,2,2,75,0
Kauai Police Department,2015,Hawaii,HI,71203,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,15,13,2,15,0,13,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,2,0
Maui Police Department,2015,Hawaii,HI,164926,HI00500,HI0050000,15,009,15009,local police department,"msa cnty 100,000 or over",pacific,suburban,75,65,10,60,15,51,9,14,9,0,0,3,3,1,2,2,0,2,2,2,3,3,16,7,7,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,2,0,2,1,1,1,1,0,0,26,0,39,0,3,0,7,0
