agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Esmeralda,1980,Nevada,NV,773,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Eureka,1980,Nevada,NV,1183,NV00600,NV0060000,32,011,32011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Humboldt,1980,Nevada,NV,5327,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,4,3,1,4,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Winnemucca,1980,Nevada,NV,4160,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Lander,1980,Nevada,NV,4183,NV00800,NV0080000,32,015,32015,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,0,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lincoln,1980,Nevada,NV,2729,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Caliente,1980,Nevada,NV,968,NV00901,NV0090100,32,017,32017,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyon,1980,Nevada,NV,11652,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,19,5,14,17,2,4,13,1,13,0,0,6,0,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,1
Yerington,1980,Nevada,NV,2025,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,11,1,10,8,3,1,7,0,7,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1
Mineral,1980,Nevada,NV,6168,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,24,6,18,22,2,6,13,0,13,3,2,3,2,5,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,1,0,4
Nye,1980,Nevada,NV,9120,NV01200,NV0120000,32,023,32023,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,18,7,11,18,0,7,11,0,11,0,2,0,7,2,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,2
Carson City,1980,Nevada,NV,32114,NV01300,NV0130000,32,510,32510,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,81,30,51,65,16,29,36,1,36,0,8,8,7,8,5,4,5,4,4,1,1,2,7,1,0,0,0,0,0,0,0,2,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,50,0,0,1
Pershing,1980,Nevada,NV,1713,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,0,3,3,0,0,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Lovelock,1980,Nevada,NV,1683,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storey,1980,Nevada,NV,1460,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,17,6,11,15,2,6,7,0,7,2,2,4,0,0,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0
Washoe,1980,Nevada,NV,52012,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,178,62,116,168,10,61,98,1,98,9,10,42,15,17,14,17,12,3,2,6,7,2,6,1,2,1,1,1,0,0,0,1,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0,4,109,1,0,6
Reno,1980,Nevada,NV,100943,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,313,131,182,291,22,121,167,10,167,3,27,53,33,30,24,18,11,7,12,15,7,7,16,15,8,1,2,1,0,0,1,0,2,5,1,2,2,1,1,2,0,0,0,1,1,3,0,1,0,0,0,0,0,119,9,0,3,166,13,0,3
Sparks,1980,Nevada,NV,40915,NV01602,NV0160200,32,031,32031,local police department,"cities 25,000-49,999",mountain,suburban,141,67,74,129,12,58,66,9,66,5,6,17,13,13,17,13,3,5,6,8,4,3,9,3,2,1,0,1,0,0,0,0,1,1,0,0,1,2,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,55,12,0,0,73,0,0,1
University Of Nevada,1980,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0
White Pine,1980,Nevada,NV,3287,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Ely,1980,Nevada,NV,4897,NV01701,NV0170100,32,033,32033,local police department,"cities 2,500-9,999",mountain,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Churchill,1981,Nevada,NV,10176,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,11,4,7,11,0,4,7,0,7,0,0,2,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0
Fallon,1981,Nevada,NV,4472,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,13,7,6,13,0,7,6,0,6,0,0,0,3,2,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,6,0,0,0
Las Vegas Metro Juris,1981,Nevada,NV,406915,NV00201,NV0020100,32,003,32003,local police department,"cities 250,000-499,999",mountain,non-suburban,1357,910,447,1214,143,791,418,119,418,5,26,98,79,124,91,111,94,79,54,64,44,37,136,79,38,23,14,5,6,3,4,0,5,9,3,3,4,5,7,12,6,5,10,4,45,13,5,3,3,0,0,0,1,565,339,5,1,355,91,1,0
North Las Vegas,1981,Nevada,NV,45144,NV00202,NV0020200,32,003,32003,local police department,"cities 25,000-49,999",mountain,suburban,223,100,123,209,14,94,109,6,109,6,13,30,27,23,16,17,10,15,8,3,6,4,17,9,3,0,1,1,0,0,0,1,4,2,0,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,29,71,0,0,46,75,1,1
Henderson,1981,Nevada,NV,25803,NV00203,NV0020300,32,003,32003,local police department,"cities 25,000-49,999",mountain,suburban,179,69,110,169,10,68,101,1,101,0,13,26,27,18,17,15,8,17,5,3,0,4,7,3,1,4,0,1,0,0,0,0,3,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,0,0,100,10,0,0
Boulder City,1981,Nevada,NV,10165,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,20,13,7,20,0,13,7,0,7,0,0,0,1,4,2,0,0,6,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7,0,0,0
Douglas,1981,Nevada,NV,20589,NV00300,NV0030000,32,005,32005,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,41,20,21,40,1,20,19,0,19,1,4,2,3,3,7,5,3,4,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,21,0,0,0
Elko,1981,Nevada,NV,6470,NV00400,NV0040000,32,007,32007,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,11,9,2,11,0,9,2,0,2,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,0,0
Elko,1981,Nevada,NV,9337,NV00401,NV0040100,32,007,32007,local police department,"cities 2,500-9,999",mountain,non-suburban,16,7,9,16,0,7,9,0,9,0,0,0,3,4,2,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0
Carlin,1981,Nevada,NV,1284,NV00402,NV0040200,32,007,32007,local police department,"cities under 2,500",mountain,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Esmeralda,1981,Nevada,NV,816,NV00500,NV0050000,32,009,32009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Eureka,1981,Nevada,NV,1249,NV00600,NV0060000,32,011,32011,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Humboldt,1981,Nevada,NV,5625,NV00700,NV0070000,32,013,32013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnemucca,1981,Nevada,NV,4392,NV00701,NV0070100,32,013,32013,local police department,"cities 2,500-9,999",mountain,non-suburban,11,7,4,9,2,7,2,0,2,0,0,0,0,1,1,1,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4,0,0,0
Lincoln,1981,Nevada,NV,2881,NV00900,NV0090000,32,017,32017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,3,0,3,3,0,0,3,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Lyon,1981,Nevada,NV,12303,NV01000,NV0100000,32,019,32019,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,14,8,6,14,0,8,6,0,6,0,1,4,0,0,1,1,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0
Yerington,1981,Nevada,NV,2138,NV01001,NV0100100,32,019,32019,local police department,"cities under 2,500",mountain,non-suburban,2,0,2,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mineral,1981,Nevada,NV,6512,NV01100,NV0110000,32,021,32021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,21,9,12,21,0,9,11,0,11,1,2,4,1,2,2,1,1,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,3
Nye,1981,Nevada,NV,9629,NV01200,NV0120000,32,023,32023,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,15,12,3,15,0,12,3,0,3,0,0,0,0,2,1,1,1,2,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0
Carson City,1981,Nevada,NV,33907,NV01300,NV0130000,32,510,32510,sheriffs office,"non-msa cnty 25,000-99,999",mountain,non-suburban,26,11,15,26,0,11,15,0,15,0,2,1,3,5,4,3,1,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0
Pershing,1981,Nevada,NV,1809,NV01400,NV0140000,32,027,32027,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lovelock,1981,Nevada,NV,1777,NV01401,NV0140100,32,027,32027,local police department,"cities under 2,500",mountain,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Storey,1981,Nevada,NV,1542,NV01500,NV0150000,32,029,32029,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,8,5,3,8,0,5,3,0,3,0,0,2,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
Washoe,1981,Nevada,NV,54916,NV01600,NV0160000,32,031,32031,sheriffs office,"msa cnty 25,000-99,999",mountain,suburban,204,73,131,198,6,70,123,3,123,5,30,26,20,23,24,10,14,9,8,2,9,3,9,4,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,1,0,2,126,0,0,5
Reno,1981,Nevada,NV,106579,NV01601,NV0160100,32,031,32031,local police department,"cities 100,000-249,999",mountain,non-suburban,257,136,121,224,33,120,100,16,100,4,12,18,26,22,22,7,8,8,13,3,9,5,28,22,8,6,2,0,0,1,0,2,3,7,2,1,2,2,1,2,1,2,2,1,1,1,1,1,0,1,0,0,0,115,19,1,1,115,2,0,4
Sparks,1981,Nevada,NV,43200,NV01602,NV0160200,32,031,32031,local police department,"cities 25,000-49,999",mountain,suburban,131,53,78,119,12,48,71,5,71,0,8,26,11,14,12,3,8,3,4,5,3,4,8,3,2,1,1,1,1,1,0,0,0,3,3,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,48,4,1,0,61,16,0,1
University Of Nevada,1981,Nevada,NV,0,NV01603,NV0160300,32,031,32031,special jurisdiction,"cities under 2,500",mountain,suburban,4,2,2,4,0,2,2,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
White Pine,1981,Nevada,NV,8641,NV01700,NV0170000,32,033,32033,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,11,7,4,11,0,7,4,0,4,0,0,1,1,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0
Ely,1981,Nevada,NV,5170,NV01701,NV0170100,32,033,32033,local police department,"cities 2,500-9,999",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill,1982,Nevada,NV,10610,NV00100,NV0010000,32,001,32001,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,9,6,3,9,0,6,3,0,3,0,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
Fallon,1982,Nevada,NV,4662,NV00101,NV0010100,32,001,32001,local police department,"cities 2,500-9,999",mountain,non-suburban,5,4,1,5,0,4,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0
Las Vegas Metro Juris,1982,Nevada,NV,424252,NV00201,NV0020100,32,003,32003,local police department,"cities 250,000-499,999",mountain,non-suburban,1571,1075,496,1328,243,899,421,176,421,8,39,96,80,109,97,62,112,83,73,70,59,48,169,100,63,19,15,13,6,3,4,0,9,20,17,11,10,5,7,9,3,6,18,3,62,33,18,5,4,1,1,1,0,672,395,7,1,395,93,6,2
North Las Vegas,1982,Nevada,NV,47068,NV00202,NV0020200,32,003,32003,local police department,"cities 25,000-49,999",mountain,suburban,255,95,160,226,29,81,138,14,138,7,21,32,29,32,24,16,11,4,4,6,6,6,9,13,2,3,1,0,0,0,0,0,7,5,1,1,1,1,1,1,1,1,1,2,3,1,2,0,0,0,0,0,0,27,68,0,0,58,97,3,2
Henderson,1982,Nevada,NV,26902,NV00203,NV0020300,32,003,32003,local police department,"cities 25,000-49,999",mountain,suburban,155,73,82,144,11,69,69,4,69,6,14,19,10,15,11,15,11,3,8,8,5,5,4,7,1,0,2,0,0,0,0,0,1,2,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,79,3,0,0
Boulder City,1982,Nevada,NV,10598,NV00204,NV0020400,32,003,32003,local police department,"cities 10,000-24,999",mountain,suburban,17,3,14,17,0,3,14,0,14,0,0,5,6,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,1,0,0
Douglas,1982,Nevada,NV,21466,NV00300,NV0030000,32,005,32005,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,27,17,10,25,2,17,6,0,6,2,0,2,0,3,1,1,2,1,1,0,5,0,1,1,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,10,0,0,0
