agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,rape_male_under_10,rape_male_10_12,rape_male_13_14,rape_male_15,rape_male_16,rape_male_17,rape_male_18,rape_male_19,rape_male_20,rape_male_21,rape_male_22,rape_male_23,rape_male_24,rape_male_25_29,rape_male_30_34,rape_male_35_39,rape_male_40_44,rape_male_45_49,rape_male_50_54,rape_male_55_59,rape_male_60_64,rape_male_over_64,rape_female_under_10,rape_female_10_12,rape_female_13_14,rape_female_15,rape_female_16,rape_female_17,rape_female_18,rape_female_19,rape_female_20,rape_female_21,rape_female_22,rape_female_23,rape_female_24,rape_female_25_29,rape_female_30_34,rape_female_35_39,rape_female_40_44,rape_female_45_49,rape_female_50_54,rape_female_55_59,rape_female_60_64,rape_female_over_64,rape_adult_white,rape_adult_black,rape_adult_asian,rape_adult_indian,rape_juv_white,rape_juv_black,rape_juv_asian,rape_juv_indian
Hawaii County,1982,Hawaii,HI,56828,HI00100,HI0010000,15,001,15001,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
Hilo,1982,Hawaii,HI,38180,HI00101,HI0010100,15,001,15001,4,2,2,4,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0
Honolulu,1982,Hawaii,HI,785181,HI00200,HI0020000,15,003,15003,123,107,16,122,1,106,16,1,16,0,2,2,5,5,2,5,7,4,5,11,9,11,16,24,2,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,15,66,1,2,0,14,0
Kauai County,1982,Hawaii,HI,40306,HI00400,HI0040000,15,007,15007,7,6,1,7,0,6,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0
Maui County,1982,Hawaii,HI,73505,HI00500,HI0050000,15,009,15009,13,11,2,13,0,11,2,0,2,0,0,0,0,1,1,0,0,1,2,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,2,0
Hawaii County,1983,Hawaii,HI,58485,HI00100,HI0010000,15,001,15001,8,5,3,8,0,5,3,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,2,0
Hilo,1983,Hawaii,HI,39293,HI00101,HI0010100,15,001,15001,4,3,1,4,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
Honolulu,1983,Hawaii,HI,808092,HI00200,HI0020000,15,003,15003,85,79,6,84,1,78,6,1,6,0,0,0,0,2,4,2,2,4,8,6,5,6,22,4,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,12,42,0,1,0,5,0
Kauai County,1983,Hawaii,HI,41481,HI00400,HI0040000,15,007,15007,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Maui County,1983,Hawaii,HI,75649,HI00500,HI0050000,15,009,15009,9,8,1,9,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,1,0
Hawaii County,1984,Hawaii,HI,67605,HI00100,HI0010000,15,001,15001,8,7,1,8,0,7,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0
Hilo,1984,Hawaii,HI,36722,HI00101,HI0010100,15,001,15001,4,3,1,4,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
Honolulu,1984,Hawaii,HI,810772,HI00200,HI0020000,15,003,15003,115,104,11,114,1,103,11,1,11,0,4,3,1,2,1,4,5,3,10,7,4,7,30,12,15,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,25,51,0,6,0,5,0
Kauai County,1984,Hawaii,HI,43730,HI00400,HI0040000,15,007,15007,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
Maui County,1984,Hawaii,HI,80171,HI00500,HI0050000,15,009,15009,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0
Hawaii County,1985,Hawaii,HI,70698,HI00100,HI0010000,15,001,15001,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0
Hilo,1985,Hawaii,HI,37259,HI00101,HI0010100,15,001,15001,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Honolulu,1985,Hawaii,HI,817083,HI00200,HI0020000,15,003,15003,110,101,9,109,1,100,9,1,9,0,0,0,5,1,3,4,7,2,5,4,9,5,14,15,19,4,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,15,57,0,0,0,9,0
Kauai County,1985,Hawaii,HI,44644,HI00400,HI0040000,15,007,15007,3,1,2,3,0,1,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Maui County,1985,Hawaii,HI,84316,HI00500,HI0050000,15,009,15009,13,13,0,13,0,13,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0
Hawaii County,1986,Hawaii,HI,70693,HI00100,HI0010000,15,001,15001,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
Hilo,1986,Hawaii,HI,38094,HI00101,HI0010100,15,001,15001,6,4,2,6,0,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0
Honolulu,1986,Hawaii,HI,823306,HI00200,HI0020000,15,003,15003,109,94,15,109,0,94,15,0,15,0,0,3,0,5,7,6,9,1,17,3,4,4,20,12,3,4,3,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,51,3,3,4,8,0
Kauai County,1986,Hawaii,HI,44965,HI00400,HI0040000,15,007,15007,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0
Maui County,1986,Hawaii,HI,84942,HI00500,HI0050000,15,009,15009,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0
Hawaii County,1987,Hawaii,HI,75143,HI00100,HI0010000,15,001,15001,5,4,1,5,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
Hilo,1987,Hawaii,HI,38836,HI00101,HI0010100,15,001,15001,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
Honolulu,1987,Hawaii,HI,832614,HI00200,HI0020000,15,003,15003,105,84,21,102,3,84,18,0,18,0,5,1,1,6,5,5,3,3,2,3,4,4,27,14,8,5,1,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,49,0,1,1,19,0
Kauai County,1987,Hawaii,HI,47202,HI00400,HI0040000,15,007,15007,15,15,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0
Maui County,1987,Hawaii,HI,89205,HI00500,HI0050000,15,009,15009,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0
Hawaii County,1988,Hawaii,HI,76152,HI00100,HI0010000,15,001,15001,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Hilo,1988,Hawaii,HI,39358,HI00101,HI0010100,15,001,15001,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
Honolulu,1988,Hawaii,HI,838656,HI00200,HI0020000,15,003,15003,114,93,21,111,3,92,19,1,19,0,0,2,11,4,2,8,2,6,6,7,3,8,13,17,5,11,3,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,53,0,8,1,12,0
Kauai County,1988,Hawaii,HI,48062,HI00400,HI0040000,15,007,15007,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Maui County,1988,Hawaii,HI,90772,HI00500,HI0050000,15,009,15009,12,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0
Hawaii County,1989,Hawaii,HI,81912,HI00100,HI0010000,15,001,15001,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0
Hilo,1989,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
Kauai County,1989,Hawaii,HI,49915,HI00400,HI0040000,15,007,15007,8,7,1,8,0,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0
Maui County,1989,Hawaii,HI,94160,HI00500,HI0050000,15,009,15009,11,10,1,11,0,10,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0
Hawaii County,1990,Hawaii,HI,83263,HI00100,HI0010000,15,001,15001,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Hilo,1990,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,8,7,1,8,0,7,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0
Honolulu,1990,Hawaii,HI,836231,HI00200,HI0020000,15,003,15003,193,163,30,192,1,163,29,0,29,0,4,4,10,5,6,11,4,3,8,5,5,8,40,21,26,10,4,12,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,84,1,3,1,26,0
Kauai County,1990,Hawaii,HI,51177,HI00400,HI0040000,15,007,15007,5,4,1,5,0,4,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0
Maui County,1990,Hawaii,HI,100504,HI00500,HI0050000,15,009,15009,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0
Hawaii County,1991,Hawaii,HI,85274,HI00100,HI0010000,15,001,15001,9,8,1,9,0,8,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,0,0
Hilo,1991,Hawaii,HI,37949,HI00101,HI0010100,15,001,15001,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Honolulu,1991,Hawaii,HI,856432,HI00200,HI0020000,15,003,15003,114,93,21,113,1,93,20,0,20,0,0,10,5,1,4,1,1,6,3,6,1,6,19,15,19,10,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,46,1,3,0,18,0
Kauai County,1991,Hawaii,HI,52413,HI00400,HI0040000,15,007,15007,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
Maui County,1991,Hawaii,HI,102932,HI00500,HI0050000,15,009,15009,22,22,0,22,0,22,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,5,6,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0
Hawaii County,1992,Hawaii,HI,87152,HI00100,HI0010000,15,001,15001,10,7,3,10,0,7,3,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,1,0
Hilo,1992,Hawaii,HI,38785,HI00101,HI0010100,15,001,15001,6,4,2,6,0,4,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0
Honolulu,1992,Hawaii,HI,875297,HI00200,HI0020000,15,003,15003,126,106,20,126,0,106,20,0,20,0,0,5,7,3,5,6,3,1,3,3,4,3,23,25,18,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,63,0,1,0,19,0
Kauai County,1992,Hawaii,HI,53567,HI00400,HI0040000,15,007,15007,8,6,2,8,0,6,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0
Maui County,1992,Hawaii,HI,105199,HI00500,HI0050000,15,009,15009,23,19,4,23,0,19,4,0,4,0,0,1,1,1,1,0,3,0,3,1,2,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,8,0,1,0,3,0
Hawaii County,1993,Hawaii,HI,92866,HI00100,HI0010000,15,001,15001,6,5,1,6,0,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
Hilo,1993,Hawaii,HI,39321,HI00101,HI0010100,15,001,15001,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Honolulu,1993,Hawaii,HI,875455,HI00200,HI0020000,15,003,15003,97,88,9,97,0,88,9,0,9,0,1,0,1,3,4,4,3,12,2,4,3,1,20,20,7,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,41,0,2,0,7,0
Kauai County,1993,Hawaii,HI,54978,HI00400,HI0040000,15,007,15007,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
Maui County,1993,Hawaii,HI,109380,HI00500,HI0050000,15,009,15009,19,18,1,19,0,18,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,1,0,0,0
Hawaii County,1994,Hawaii,HI,93420,HI00100,HI0010000,15,001,15001,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0
Hilo,1994,Hawaii,HI,39555,HI00101,HI0010100,15,001,15001,4,2,2,4,0,2,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Honolulu,1994,Hawaii,HI,880687,HI00200,HI0020000,15,003,15003,114,92,22,114,0,92,19,0,19,3,1,7,2,5,4,3,2,4,1,6,3,9,17,20,11,6,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,54,0,5,3,14,0
Kauai County,1994,Hawaii,HI,55306,HI00400,HI0040000,15,007,15007,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Maui County,1994,Hawaii,HI,110032,HI00500,HI0050000,15,009,15009,18,16,2,18,0,16,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,6,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,1,0,1,0
Hawaii County,1995,Hawaii,HI,95837,HI00100,HI0010000,15,001,15001,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
Hilo,1995,Hawaii,HI,40578,HI00101,HI0010100,15,001,15001,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0
Honolulu,1995,Hawaii,HI,880266,HI00200,HI0020000,15,003,15003,67,56,11,67,0,56,11,0,11,0,0,2,3,5,1,2,1,1,1,2,0,1,11,11,15,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,33,2,1,2,8,0
Kauai County,1995,Hawaii,HI,56065,HI00400,HI0040000,15,007,15007,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0
Maui County,1995,Hawaii,HI,114254,HI00500,HI0050000,15,009,15009,15,13,2,15,0,13,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,2,0
Hawaii County,1996,Hawaii,HI,95594,HI00100,HI0010000,15,001,15001,14,14,0,14,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0
