agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Marksville,1980,Louisiana,LA,4914,LA00502,LA0050200,22,009,22009,local police department,"cities 2,500-9,999",west south central,non-suburban,26,26,0,24,2,24,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,3,7,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0
Simmesport,1980,Louisiana,LA,2323,LA00503,LA0050300,22,009,22009,local police department,"cities under 2,500",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauregard,1980,Louisiana,LA,18576,LA00600,LA0060000,22,011,22011,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
De Ridder,1980,Louisiana,LA,11071,LA00601,LA0060100,22,011,22011,local police department,"cities 10,000-24,999",west south central,non-suburban,15,15,0,13,2,13,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,10,0,0,0,0,0,0
Bienville,1980,Louisiana,LA,12778,LA00700,LA0070000,22,013,22013,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Bossier,1980,Louisiana,LA,29398,LA00800,LA0080000,22,015,22015,sheriffs office,"msa cnty 25,000-99,999",west south central,suburban,31,28,3,28,3,25,3,3,3,0,0,0,0,1,2,1,1,4,1,1,2,2,2,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,3,0,0
Bossier City,1980,Louisiana,LA,50860,LA00801,LA0080100,22,015,22015,local police department,"cities 50,000-99,999",west south central,suburban,100,97,3,92,8,89,3,8,3,0,0,0,1,1,1,4,3,2,2,4,4,3,20,16,11,6,10,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,0,0,1,0,0,0,67,30,0,0,3,0,0,0
Caddo,1980,Louisiana,LA,54068,LA00900,LA0090000,22,017,22017,sheriffs office,"msa cnty 25,000-99,999",west south central,suburban,17,15,2,13,4,11,2,4,2,0,0,1,0,1,0,1,1,0,0,1,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,10,0,0,0,2,0,0
Shreveport,1980,Louisiana,LA,194773,LA00901,LA0090100,22,017,22017,local police department,"cities 100,000-249,999",west south central,non-suburban,265,239,26,233,32,211,22,28,22,0,2,7,5,2,6,6,17,8,12,15,8,13,40,39,10,18,11,8,2,3,1,0,0,0,3,1,0,0,0,2,2,0,2,1,8,8,3,0,0,1,0,1,0,60,179,0,0,5,21,0,0
Vivian,1980,Louisiana,LA,4106,LA00902,LA0090200,22,017,22017,local police department,"cities 2,500-9,999",west south central,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Calcasieu,1980,Louisiana,LA,59272,LA01000,LA0100000,22,019,22019,sheriffs office,"msa cnty 25,000-99,999",west south central,suburban,56,56,0,47,9,47,0,9,0,0,0,0,0,0,0,3,3,3,3,3,0,3,9,7,5,1,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,3,0,0,0,1,0,0,26,30,0,0,0,0,0,0
Dequincy,1980,Louisiana,LA,3924,LA01001,LA0100100,22,019,22019,local police department,"cities 2,500-9,999",west south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Charles,1980,Louisiana,LA,75621,LA01002,LA0100200,22,019,22019,local police department,"cities 50,000-99,999",west south central,non-suburban,62,51,11,57,5,47,9,4,9,1,3,2,2,1,1,3,4,4,3,2,4,2,8,6,1,4,2,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,17,34,0,0,6,5,0,0
Sulphur,1980,Louisiana,LA,19715,LA01003,LA0100300,22,019,22019,local police department,"cities 10,000-24,999",west south central,suburban,46,41,5,41,5,36,5,5,5,0,0,2,0,3,0,6,4,3,2,2,3,0,4,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,37,4,0,0,5,0,0,0
Vinton,1980,Louisiana,LA,3535,LA01004,LA0100400,22,019,22019,local police department,"cities 2,500-9,999",west south central,suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
Westlake,1980,Louisiana,LA,5267,LA01005,LA0100500,22,019,22019,local police department,"cities 2,500-9,999",west south central,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Caldwell,1980,Louisiana,LA,10728,LA01100,LA0110000,22,021,22021,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Cameron,1980,Louisiana,LA,9254,LA01200,LA0120000,22,023,22023,sheriffs office,"non-msa cnty under 10,000",west south central,non-suburban,57,56,1,57,0,56,1,0,1,0,0,0,0,0,1,1,0,6,2,2,1,2,12,13,4,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,14,0,0,1,0,0,0
Catahoula,1980,Louisiana,LA,9413,LA01300,LA0130000,22,025,22025,sheriffs office,"non-msa cnty under 10,000",west south central,non-suburban,32,30,2,29,3,27,2,3,2,0,0,0,1,0,1,5,0,2,1,2,3,0,3,5,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,17,0,0,0,2,0,0
Jonesville,1980,Louisiana,LA,2819,LA01301,LA0130100,22,025,22025,local police department,"cities 2,500-9,999",west south central,non-suburban,12,11,1,11,1,10,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,1,0,0
Claiborne,1980,Louisiana,LA,9340,LA01400,LA0140000,22,027,22027,sheriffs office,"non-msa cnty under 10,000",west south central,non-suburban,14,13,1,12,2,11,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,10,0,0,1,0,0,0
Haynesville,1980,Louisiana,LA,3473,LA01401,LA0140100,22,027,22027,local police department,"cities 2,500-9,999",west south central,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Homer,1980,Louisiana,LA,4320,LA01402,LA0140200,22,027,22027,local police department,"cities 2,500-9,999",west south central,non-suburban,4,3,1,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Concordia,1980,Louisiana,LA,12535,LA01500,LA0150000,22,029,22029,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,16,15,1,14,2,13,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,0,0,0,1,0,0
Ferriday,1980,Louisiana,LA,4406,LA01501,LA0150100,22,029,22029,local police department,"cities 2,500-9,999",west south central,non-suburban,30,29,1,23,7,23,0,6,0,0,0,0,0,0,0,0,0,1,2,1,2,0,3,5,2,1,1,0,3,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,6,23,0,0,0,1,0,0
Vidalia,1980,Louisiana,LA,5940,LA01502,LA0150200,22,029,22029,local police department,"cities 2,500-9,999",west south central,non-suburban,14,14,0,10,4,10,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0
De Soto,1980,Louisiana,LA,19210,LA01600,LA0160000,22,031,22031,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
Mansfield,1980,Louisiana,LA,6479,LA01601,LA0160100,22,031,22031,local police department,"cities 2,500-9,999",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Baton Rouge,1980,Louisiana,LA,131225,LA01700,LA0170000,22,033,22033,sheriffs office,"msa cnty 100,000 or over",west south central,suburban,324,286,38,285,39,253,32,33,32,0,3,1,8,5,15,12,8,19,18,17,12,14,60,38,21,12,10,5,3,1,3,0,0,1,3,0,2,4,3,0,1,0,2,1,4,6,8,4,0,0,0,0,0,134,151,0,1,17,21,0,0
Baker,1980,Louisiana,LA,10849,LA01701,LA0170100,22,033,22033,local police department,"cities 10,000-24,999",west south central,suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Baton Rouge,1980,Louisiana,LA,219164,LA01702,LA0170200,22,033,22033,local police department,"cities 100,000-249,999",west south central,non-suburban,842,705,137,652,190,551,94,154,94,7,12,18,19,22,23,44,29,30,37,33,29,27,122,88,34,23,19,9,13,10,4,0,2,11,10,8,5,6,11,10,14,5,9,9,46,12,5,12,4,3,5,2,1,202,370,0,0,23,87,0,0
Zachary,1980,Louisiana,LA,7248,LA01703,LA0170300,22,033,22033,local police department,"cities 2,500-9,999",west south central,suburban,18,18,0,17,1,17,0,1,0,0,0,0,0,0,0,5,1,0,3,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0
Louisiana State Univ Br,1980,Louisiana,LA,0,LA01704,LA0170400,22,033,22033,special jurisdiction,"cities under 2,500",west south central,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
East Carroll,1980,Louisiana,LA,5409,LA01800,LA0180000,22,035,22035,sheriffs office,"non-msa cnty under 10,000",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Providence,1980,Louisiana,LA,6390,LA01801,LA0180100,22,035,22035,local police department,"cities 2,500-9,999",west south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
East Feliciana,1980,Louisiana,LA,15697,LA01900,LA0190000,22,037,22037,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,44,41,3,40,4,37,3,4,3,0,0,0,0,1,2,1,2,2,0,0,7,3,6,5,3,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,15,26,0,0,3,0,0,0
Evangeline,1980,Louisiana,LA,21007,LA02000,LA0200000,22,039,22039,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mamou,1980,Louisiana,LA,3191,LA02002,LA0200200,22,039,22039,local police department,"cities 2,500-9,999",west south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ville Platte,1980,Louisiana,LA,9182,LA02003,LA0200300,22,039,22039,local police department,"cities 2,500-9,999",west south central,non-suburban,54,53,1,47,7,46,1,7,1,0,0,0,0,0,1,3,2,3,2,3,0,2,8,2,6,6,6,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,11,42,0,0,0,1,0,0
Franklin,1980,Louisiana,LA,17937,LA02100,LA0210000,22,041,22041,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,12,12,0,8,4,8,0,4,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0
Winnsboro,1980,Louisiana,LA,5877,LA02101,LA0210100,22,041,22041,local police department,"cities 2,500-9,999",west south central,non-suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Grant,1980,Louisiana,LA,16746,LA02200,LA0220000,22,043,22043,sheriffs office,"msa cnty 10,000-24,999",west south central,suburban,24,24,0,23,1,23,0,1,0,0,0,0,0,0,0,4,1,0,2,0,2,0,7,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0
Iberia,1980,Louisiana,LA,23728,LA02300,LA0230000,22,045,22045,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
Jeanerette,1980,Louisiana,LA,6501,LA02302,LA0230200,22,045,22045,local police department,"cities 2,500-9,999",west south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Iberville,1980,Louisiana,LA,24485,LA02400,LA0240000,22,047,22047,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,34,30,4,34,0,30,4,0,4,0,0,0,0,0,4,1,1,1,3,2,2,4,4,3,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,2,2,0,0
Plaquemine,1980,Louisiana,LA,7493,LA02402,LA0240200,22,047,22047,local police department,"cities 2,500-9,999",west south central,non-suburban,9,9,0,6,3,6,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0
Jackson,1980,Louisiana,LA,12539,LA02500,LA0250000,22,049,22049,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,28,26,2,26,2,25,1,1,1,0,0,0,1,0,0,1,0,1,2,2,2,1,5,2,3,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,15,0,0,0,2,0,0
Jonesboro,1980,Louisiana,LA,4874,LA02501,LA0250100,22,049,22049,local police department,"cities 2,500-9,999",west south central,non-suburban,3,1,2,2,1,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Jefferson Parish,1980,Louisiana,LA,341701,LA02600,LA0260000,22,051,22051,sheriffs office,"msa cnty 100,000 or over",west south central,suburban,783,648,135,671,112,558,112,90,112,1,4,25,24,42,17,30,40,39,26,29,27,25,120,72,62,32,22,18,9,2,5,0,2,2,6,7,5,6,3,2,3,7,7,5,19,16,13,6,1,2,0,0,0,426,219,3,0,76,56,3,0
Gretna,1980,Louisiana,LA,20558,LA02601,LA0260100,22,051,22051,local police department,"cities 10,000-24,999",west south central,suburban,69,67,2,56,13,54,2,13,2,0,0,1,1,0,0,2,1,1,5,3,3,3,13,10,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,4,2,0,0,0,0,0,0,40,27,0,0,2,0,0,0
Harahan,1980,Louisiana,LA,11289,LA02602,LA0260200,22,051,22051,local police department,"cities 10,000-24,999",west south central,suburban,5,4,1,5,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0
Kenner,1980,Louisiana,LA,66241,LA02603,LA0260300,22,051,22051,local police department,"cities 50,000-99,999",west south central,suburban,18,15,3,14,4,12,2,3,2,0,0,0,1,1,0,0,0,0,2,0,0,2,1,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,7,0,0,2,1,0,0
Westwego,1980,Louisiana,LA,12488,LA02604,LA0260400,22,051,22051,local police department,"cities 10,000-24,999",west south central,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
