agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Newport,1980,Rhode Island,RI,29266,RI00303,RI0030300,44,005,44005,local police department,"cities 25,000-49,999",new england,non-suburban,80,48,32,76,4,45,26,3,26,5,2,6,6,7,5,7,4,9,4,4,2,1,9,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,37,11,0,0,22,10,0,0,20,16,4,19,1,15,4,1,4,0,0,0,2,1,1,2,4,1,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0
Portsmouth,1980,Rhode Island,RI,14256,RI00304,RI0030400,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,29,18,11,28,1,17,11,1,11,0,0,1,5,3,2,2,7,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiverton,1980,Rhode Island,RI,13484,RI00305,RI0030500,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,32,20,12,31,1,19,12,1,12,0,0,1,3,5,3,3,3,2,1,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,3,0,3,2,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,1980,Rhode Island,RI,16901,RI00401,RI0040100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,38,21,17,36,2,19,17,2,17,0,1,8,3,4,1,3,2,4,2,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cranston,1980,Rhode Island,RI,71936,RI00402,RI0040200,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,354,222,132,268,86,159,107,63,107,2,6,17,18,36,30,24,12,15,7,8,11,5,22,23,6,6,4,4,5,6,1,0,1,8,3,6,5,5,5,5,3,2,2,3,9,5,7,4,3,2,3,2,3,163,58,0,1,118,13,0,1,12,7,5,10,2,5,5,2,5,0,1,2,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0
Cumberland,1980,Rhode Island,RI,27009,RI00403,RI0040300,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,162,105,57,86,76,43,43,62,43,0,1,12,6,12,12,10,2,8,3,2,1,3,6,6,0,0,1,1,0,0,0,1,2,2,3,3,3,5,3,4,5,3,3,3,11,6,4,4,5,2,2,2,0,98,5,0,2,57,0,0,0,7,6,1,7,0,6,1,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
East Providence,1980,Rhode Island,RI,50960,RI00404,RI0040400,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,312,133,179,254,58,97,153,36,153,4,34,39,19,25,36,22,19,5,7,5,5,3,14,8,0,1,5,1,1,0,1,0,4,4,6,3,5,0,0,2,1,1,2,2,12,5,5,2,0,0,3,1,0,117,16,0,0,154,25,0,0,32,6,26,32,0,6,26,0,26,0,3,2,9,7,5,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,25,1,0,0
Johnston,1980,Rhode Island,RI,24835,RI00405,RI0040500,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,182,121,61,120,62,70,50,51,50,0,5,11,11,9,14,11,5,5,3,2,5,2,8,9,7,3,1,2,3,1,3,0,0,5,2,2,2,9,4,5,2,1,3,0,3,4,7,0,3,1,5,1,3,103,0,0,0,49,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lincoln,1980,Rhode Island,RI,16904,RI00406,RI0040600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,152,76,76,85,67,44,40,32,40,1,2,10,7,9,12,9,6,1,2,4,4,1,5,4,3,0,0,1,4,0,0,0,3,7,5,8,12,4,2,4,3,4,1,1,4,1,2,1,1,1,1,2,0,68,8,0,0,71,5,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
North Providence,1980,Rhode Island,RI,29216,RI00407,RI0040700,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,137,94,43,96,41,62,34,32,34,0,2,4,1,11,16,2,7,6,3,3,3,3,7,7,5,4,0,2,5,3,2,0,0,4,3,1,1,1,3,1,2,2,3,1,4,4,4,0,3,0,4,0,0,89,5,0,0,42,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pawtucket,1980,Rhode Island,RI,71033,RI00408,RI0040800,44,007,44007,local police department,"cities 50,000-99,999",new england,non-suburban,274,177,97,225,49,144,78,33,78,3,2,28,12,16,20,11,10,12,12,8,9,4,10,19,13,8,9,7,8,0,4,1,2,3,4,3,3,3,3,1,3,2,2,4,2,4,5,2,0,0,0,0,2,177,0,0,0,89,2,6,0,32,2,30,31,1,1,30,1,30,0,0,7,13,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,8,0
Providence,1980,Rhode Island,RI,156519,RI00409,RI0040900,44,007,44007,local police department,"cities 100,000-249,999",new england,non-suburban,738,459,279,484,254,289,192,170,192,3,20,48,42,37,45,31,23,20,30,13,16,13,43,39,21,8,7,9,5,5,6,1,9,33,15,14,12,12,14,12,15,10,5,10,27,10,17,9,6,8,3,5,7,292,156,3,8,147,132,0,0,146,91,55,137,9,84,53,7,53,0,0,7,12,16,18,14,10,9,12,8,3,4,13,1,3,2,2,1,2,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,50,40,0,1,25,30,0,0
Scituate,1980,Rhode Island,RI,8389,RI00410,RI0041000,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,19,10,9,18,1,9,9,1,9,0,1,1,2,3,2,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smithfield,1980,Rhode Island,RI,16869,RI00411,RI0041100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,22,15,7,19,3,12,7,3,7,0,0,1,1,3,2,5,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,15,0,0,0,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Woonsocket,1980,Rhode Island,RI,45876,RI00412,RI0041200,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,157,76,81,127,30,61,64,15,64,2,10,17,11,15,11,6,12,2,3,7,2,3,2,11,5,4,0,1,1,2,0,0,1,8,1,2,3,1,2,0,2,0,2,0,2,1,1,0,1,1,1,1,0,72,4,0,0,81,0,0,0,15,9,6,15,0,9,6,0,6,0,0,1,1,3,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0
Foster,1980,Rhode Island,RI,3346,RI00413,RI0041300,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,14,5,9,14,0,5,9,0,9,0,0,4,0,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,1,4,5,0,1,4,0,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Glocester,1980,Rhode Island,RI,7536,RI00414,RI0041400,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,3,1,2,3,0,1,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Smithfield,1980,Rhode Island,RI,9931,RI00415,RI0041500,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,34,16,18,31,3,16,14,0,14,1,3,3,5,3,0,2,1,4,2,2,0,0,2,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,1,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Burrillville,1980,Rhode Island,RI,13098,RI00416,RI0041600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,18,15,3,18,0,15,3,0,3,0,0,2,0,0,1,2,1,2,2,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dept Natural Resources,1980,Rhode Island,RI,0,RI00417,RI0041700,44,007,44007,special jurisdiction,"cities under 2,500",new england,suburban,9,8,1,9,0,8,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narragansett,1980,Rhode Island,RI,12097,RI00501,RI0050100,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,32,26,6,27,5,22,5,4,5,0,0,0,0,1,4,4,4,3,4,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
North Kingstown,1980,Rhode Island,RI,21855,RI00502,RI0050200,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,71,46,25,55,16,32,22,14,22,1,4,7,7,3,1,11,3,5,3,0,1,1,2,0,1,3,0,2,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,4,1,1,1,1,1,1,0,0,45,1,0,0,25,0,0,0,6,1,5,5,1,1,4,0,4,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
South Kingstown,1980,Rhode Island,RI,20411,RI00503,RI0050300,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,128,96,32,100,28,70,30,26,30,0,0,11,6,6,7,12,9,8,8,8,6,0,7,2,2,0,4,2,0,0,2,0,0,0,0,1,1,4,4,3,2,2,1,0,1,9,0,0,0,0,0,0,0,82,13,1,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westerly,1980,Rhode Island,RI,18519,RI00504,RI0050400,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,65,32,33,50,15,24,25,8,25,1,1,4,4,12,4,6,3,4,1,0,1,1,3,1,2,1,0,0,1,0,0,0,0,5,0,2,0,0,2,1,0,0,1,2,0,1,0,0,1,0,0,0,0,32,0,0,0,33,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Charlestown,1980,Rhode Island,RI,4793,RI00507,RI0050700,44,009,44009,local police department,"cities 2,500-9,999",new england,suburban,14,7,7,14,0,7,7,0,7,0,0,1,0,5,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,6,4,2,6,0,4,2,0,2,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
