agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Cedar Grove,1980,Florida,FL,1098,FL00303,FL0030300,12,005,12005,8,5,3,8,0,5,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0
Mexico Beach,1980,Florida,FL,625,FL00304,FL0030400,12,005,12005,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Springfield,1980,Florida,FL,7073,FL00305,FL0030500,12,005,12005,12,5,7,12,0,5,7,0,7,0,0,4,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,5,0,0
Panama City Beach,1980,Florida,FL,2091,FL00306,FL0030600,12,005,12005,64,40,24,59,5,36,23,4,23,0,0,4,3,7,9,6,8,3,3,3,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,24,0,0,0
Lynn Haven,1980,Florida,FL,6224,FL00307,FL0030700,12,005,12005,5,2,3,5,0,2,3,0,3,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0
Parker,1980,Florida,FL,4283,FL00326,FL0032600,12,005,12005,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bay Co Div Beverage,1980,Florida,FL,0,FL003DB,FL003DB00,12,005,12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradford,1980,Florida,FL,14723,FL00400,FL0040000,12,007,12007,22,21,1,22,0,21,1,0,1,0,0,0,0,0,1,4,0,1,3,1,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,0
Starke,1980,Florida,FL,5324,FL00401,FL0040100,12,007,12007,36,25,11,34,2,23,11,2,11,0,2,3,0,0,6,5,3,6,0,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,3,8,0,0
Brevard,1980,Florida,FL,110349,FL00500,FL0050000,12,009,12009,192,108,84,180,12,102,78,6,78,0,5,14,19,27,13,6,9,21,13,6,13,1,17,5,5,3,1,1,0,0,1,0,2,3,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,92,16,0,0,74,10,0,0
Cocoa,1980,Florida,FL,16021,FL00502,FL0050200,12,009,12009,87,37,50,82,5,36,43,1,43,3,2,7,8,18,8,7,5,4,6,1,1,1,6,2,1,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,21,0,0,10,40,0,0
Cocoa Beach,1980,Florida,FL,10890,FL00503,FL0050300,12,009,12009,44,17,27,40,4,14,26,3,26,0,0,12,9,5,0,2,0,1,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,27,0,0,0
Indialantic,1980,Florida,FL,2924,FL00505,FL0050500,12,009,12009,11,8,3,9,2,8,1,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0
Indian Harbour Beach,1980,Florida,FL,5974,FL00506,FL0050600,12,009,12009,15,4,11,15,0,4,11,0,11,0,0,0,6,3,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0
Melbourne,1980,Florida,FL,45986,FL00507,FL0050700,12,009,12009,78,41,37,71,7,37,34,4,34,0,1,14,8,5,6,14,2,8,3,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,33,8,0,0,24,13,0,0
Melbourne Beach,1980,Florida,FL,2648,FL00508,FL0050800,12,009,12009,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rockledge,1980,Florida,FL,11735,FL00509,FL0050900,12,009,12009,17,8,9,17,0,8,9,0,9,0,0,2,2,3,2,0,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,1,0,0
Satellite Beach,1980,Florida,FL,9149,FL00510,FL0051000,12,009,12009,19,5,14,17,2,4,13,1,13,0,2,6,0,1,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0
Titusville,1980,Florida,FL,31738,FL00511,FL0051100,12,009,12009,128,47,81,120,8,44,75,3,75,1,2,38,15,10,10,4,8,4,4,4,1,4,6,6,1,0,1,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,32,15,0,0,72,9,0,0
Palm Bay,1980,Florida,FL,18015,FL00512,FL0051200,12,009,12009,55,17,38,51,4,17,32,0,32,2,5,13,4,6,4,0,1,2,2,1,1,3,2,3,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,33,5,0,0
West Melbourne,1980,Florida,FL,5052,FL00516,FL0051600,12,009,12009,9,2,7,9,0,2,7,0,7,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0
Broward,1980,Florida,FL,193234,FL00600,FL0060000,12,011,12011,545,146,399,506,39,140,356,6,356,10,38,104,64,81,69,28,23,11,12,11,6,10,28,7,2,1,0,0,0,1,0,1,5,14,10,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,91,54,0,1,228,167,0,4
Dania,1980,Florida,FL,11862,FL00601,FL0060100,12,011,12011,44,44,0,41,3,41,0,3,0,0,0,0,0,0,0,3,3,4,3,3,1,3,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0
Deerfield Beach,1980,Florida,FL,31468,FL00602,FL0060200,12,011,12011,63,30,33,63,0,30,33,0,33,0,1,11,4,8,9,8,4,4,4,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,11,22,0,0
Fort Lauderdale,1980,Florida,FL,154035,FL00603,FL0060300,12,011,12011,655,375,280,610,45,354,252,21,252,4,29,30,42,59,92,0,0,0,0,0,2,0,3,5,4,13,30,75,141,81,0,3,5,6,0,5,5,0,0,0,0,0,0,0,0,0,0,2,3,3,8,5,0,253,121,0,1,120,160,0,0
Hallandale,1980,Florida,FL,36772,FL00604,FL0060400,12,011,12011,64,42,22,62,2,41,21,1,21,0,1,2,2,10,6,5,5,5,5,3,2,5,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,21,1,0,0
Hollywood,1980,Florida,FL,116832,FL00605,FL0060500,12,011,12011,404,214,190,373,31,200,167,14,167,6,12,49,28,36,42,36,26,15,19,13,7,13,38,15,7,4,4,1,2,0,0,0,1,6,5,1,4,2,2,0,2,1,0,0,4,3,0,0,0,0,0,0,0,163,50,0,1,156,34,0,0
Plantation,1980,Florida,FL,48464,FL00606,FL0060600,12,011,12011,161,47,114,148,13,45,102,2,102,1,8,27,27,23,17,11,8,4,4,3,1,2,11,1,0,0,0,0,0,0,0,0,2,2,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,0,99,15,0,0
Pompano Beach,1980,Florida,FL,51590,FL00607,FL0060700,12,011,12011,213,114,99,195,18,107,87,7,87,1,3,13,7,35,29,21,9,12,4,10,9,11,21,4,3,3,0,0,0,0,0,0,0,2,4,2,3,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,66,48,0,0,51,45,3,0
Pembroke Pines,1980,Florida,FL,35648,FL00608,FL0060800,12,011,12011,46,17,29,41,5,14,27,3,27,0,0,7,4,11,5,5,3,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,17,0,0,0,29,0,0,0
Wilton Manors,1980,Florida,FL,12718,FL00609,FL0060900,12,011,12011,31,9,22,30,1,9,21,0,21,0,0,10,3,3,5,3,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,11,11,0,0
Cooper City,1980,Florida,FL,10106,FL00610,FL0061000,12,011,12011,28,4,24,21,7,4,15,0,15,2,3,5,1,2,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,1,0,0
Coconut Creek,1980,Florida,FL,6314,FL00611,FL0061100,12,011,12011,11,7,4,9,2,7,2,0,2,0,0,0,0,0,2,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,4,0,0,0
Davie,1980,Florida,FL,20548,FL00612,FL0061200,12,011,12011,51,39,12,48,3,37,11,2,11,0,2,4,1,1,3,8,4,4,6,3,0,1,5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,4,12,0,0,0
Hacienda Village,1980,Florida,FL,130,FL00613,FL0061300,12,011,12011,13,9,4,11,2,9,2,0,2,0,0,0,0,1,1,2,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,3,1,0,0
Hillsboro Beach,1980,Florida,FL,1524,FL00614,FL0061400,12,011,12011,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Lauderdale-by-the-sea,1980,Florida,FL,2570,FL00616,FL0061600,12,011,12011,10,4,6,10,0,4,6,0,6,0,0,1,1,3,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,1,0,0
Lauderhill,1980,Florida,FL,36779,FL00618,FL0061800,12,011,12011,45,19,26,37,8,16,20,3,20,1,1,6,7,4,2,5,2,0,1,0,0,0,5,0,2,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11,7,1,0,15,8,3,0
Lighthouse Point,1980,Florida,FL,11420,FL00620,FL0062000,12,011,12011,25,14,11,23,2,14,9,0,9,0,0,2,1,3,3,3,1,3,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11,0,0,0
Margate,1980,Florida,FL,35867,FL00621,FL0062100,12,011,12011,127,17,110,120,7,16,104,1,104,0,8,30,18,27,21,1,1,2,2,1,5,3,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,105,5,0,0
Miramar,1980,Florida,FL,32651,FL00622,FL0062200,12,011,12011,49,26,23,47,2,26,21,0,21,0,1,6,5,7,2,4,3,5,0,1,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,1,0,17,6,0,0
North Lauderdale,1980,Florida,FL,17626,FL00623,FL0062300,12,011,12011,89,8,81,77,12,6,70,2,70,1,14,22,15,13,6,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,75,6,0,0
Oakland Park,1980,Florida,FL,20280,FL00624,FL0062400,12,011,12011,69,46,23,65,4,44,21,2,21,0,2,4,6,6,3,7,7,4,3,4,2,0,7,5,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,8,0,1,13,10,0,0
Sunrise Village,1980,Florida,FL,39448,FL00627,FL0062700,12,011,12011,49,18,31,46,3,16,30,2,30,0,1,7,7,6,9,1,1,3,2,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,31,0,0,0
Coral Springs,1980,Florida,FL,36883,FL00628,FL0062800,12,011,12011,192,19,173,173,19,16,150,3,150,7,24,59,29,15,23,3,2,1,1,1,0,4,3,0,1,0,0,0,0,0,0,1,2,7,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,167,6,0,0
Tamarac,1980,Florida,FL,28206,FL00631,FL0063100,12,011,12011,30,16,14,29,1,16,13,0,13,0,1,3,1,5,3,3,0,1,2,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,14,0,0,0
Broward Co Crim Law Enf,1980,Florida,FL,0,FL006DL,FL006DL00,12,011,12011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broward Co Marine Patrol,1980,Florida,FL,0,FL006MP,FL006MP00,12,011,12011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calhoun,1980,Florida,FL,6128,FL00700,FL0070000,12,013,12013,9,9,0,8,1,8,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Altha,1980,Florida,FL,477,FL00701,FL0070100,12,013,12013,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Blountstown,1980,Florida,FL,2578,FL00702,FL0070200,12,013,12013,11,4,7,11,0,4,7,0,7,0,0,2,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,5,0,0
Charlotte,1980,Florida,FL,49856,FL00800,FL0080000,12,015,12015,123,41,82,107,16,35,70,6,70,2,7,5,20,23,15,5,5,8,1,3,1,3,4,2,0,0,0,1,1,1,0,0,1,3,1,2,3,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,29,12,0,0,79,3,0,0
Punta Gorda,1980,Florida,FL,6485,FL00802,FL0080200,12,015,12015,20,9,11,20,0,9,11,0,11,0,2,5,2,1,1,1,1,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,1,0,0
Citrus,1980,Florida,FL,46580,FL00900,FL0090000,12,017,12017,85,39,46,78,7,37,40,2,40,1,4,11,8,12,5,4,4,6,1,7,2,3,6,3,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,43,3,0,0
Crystal River,1980,Florida,FL,2601,FL00901,FL0090100,12,017,12017,7,6,1,7,0,6,1,0,1,0,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Inverness,1980,Florida,FL,3965,FL00902,FL0090200,12,017,12017,11,4,7,11,0,4,7,0,7,0,2,2,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,3,0,0
Clay,1980,Florida,FL,53092,FL01000,FL0100000,12,019,12019,146,42,104,136,10,40,93,2,93,3,14,22,11,26,20,10,6,7,4,0,0,0,9,1,1,2,0,0,0,0,0,0,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,6,0,0,100,4,0,0
Green Cove Springs,1980,Florida,FL,4163,FL01001,FL0100100,12,019,12019,33,14,19,32,1,14,17,0,17,1,6,2,3,3,3,5,1,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,15,4,0,0
Orange Park,1980,Florida,FL,8776,FL01002,FL0100200,12,019,12019,49,10,39,45,4,9,35,1,35,1,8,7,10,7,3,2,1,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,34,5,0,0
Keystone Heights,1980,Florida,FL,1058,FL01003,FL0100300,12,019,12019,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Collier,1980,Florida,FL,67550,FL01100,FL0110000,12,021,12021,224,119,105,216,8,116,95,3,95,5,7,16,12,34,26,17,19,20,12,4,3,3,17,10,6,1,2,0,1,1,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,99,18,0,2,85,20,0,0
Naples,1980,Florida,FL,17598,FL01101,FL0110100,12,021,12021,39,19,20,32,7,17,14,2,14,1,0,0,3,6,5,5,3,0,1,1,1,1,4,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,8,0,0,18,2,0,0
Collier Co Marine Patrol,1980,Florida,FL,0,FL011MP,FL011MP00,12,021,12021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,1980,Florida,FL,25453,FL01200,FL0120000,12,023,12023,55,24,31,54,1,23,29,1,29,2,5,4,5,5,10,6,3,1,2,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,6,0,0,26,5,0,0
Lake City,1980,Florida,FL,9172,FL01201,FL0120100,12,023,12023,71,27,44,70,1,27,43,0,43,0,0,6,14,20,3,1,5,4,1,2,0,2,5,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,6,38,0,0
Dade,1980,Florida,FL,774491,FL01300,FL0130000,12,086,12086,3883,2181,1702,3641,242,2039,1556,142,1556,46,123,427,346,295,365,144,160,149,146,129,121,111,451,257,125,104,59,44,23,16,0,0,16,26,28,15,15,7,9,15,6,9,12,8,28,17,13,6,5,5,1,1,0,1181,999,1,0,892,810,0,0
Bal Harbour,1980,Florida,FL,2657,FL01301,FL0130100,12,086,12086,3,0,3,2,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
