agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
New Haven,1980,Connecticut,CT,125787,CT00093,CT0009300,09,009,09009,766,444,322,741,25,430,281,14,281,30,27,81,82,45,46,57,37,35,45,45,29,26,71,52,16,11,5,0,1,0,0,1,2,3,3,0,2,1,1,0,0,1,2,1,3,3,2,0,0,0,0,0,0,117,327,0,0,80,242,0,0
Newington,1980,Connecticut,CT,28839,CT00094,CT0009400,09,003,09003,68,27,41,64,4,25,39,2,39,0,3,9,13,7,7,1,6,1,0,0,0,2,5,7,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,8,0,0,41,0,0,0
New London,1980,Connecticut,CT,28907,CT00095,CT0009500,09,011,09011,113,60,53,107,6,56,51,4,51,0,0,16,16,5,14,5,5,5,10,4,3,3,13,6,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,46,14,0,0,28,25,0,0
New Milford,1980,Connecticut,CT,19316,CT00096,CT0009600,09,005,09005,19,12,7,18,1,11,7,1,7,0,1,0,4,1,1,1,1,2,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0
Newtown,1980,Connecticut,CT,18794,CT00097,CT0009700,09,001,09001,53,42,11,51,2,41,9,1,9,1,2,5,2,0,0,9,8,3,4,2,0,7,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,1,0,0,10,1,0,0
North Branford,1980,Connecticut,CT,11474,CT00099,CT0009900,09,009,09009,11,10,1,10,1,9,1,1,1,0,0,0,1,0,0,0,1,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0
North Haven,1980,Connecticut,CT,22031,CT00101,CT0010100,09,009,09009,44,19,25,42,2,19,23,0,23,0,0,11,4,5,3,5,1,2,1,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,24,1,0,0
Norwalk,1980,Connecticut,CT,76730,CT00103,CT0010300,09,001,09001,196,180,16,191,5,175,16,5,16,0,0,8,8,0,0,81,23,0,2,28,2,0,22,11,1,3,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,81,0,0,12,4,0,0
Norwich,1980,Connecticut,CT,38052,CT00104,CT0010400,09,011,09011,197,112,85,194,3,111,82,1,82,1,5,15,28,15,19,20,18,13,8,15,6,1,20,4,3,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,10,0,0,73,12,0,0
Old Saybrook,1980,Connecticut,CT,9343,CT00106,CT0010600,09,007,09007,36,27,9,36,0,27,9,0,9,0,0,0,0,7,2,7,10,0,2,3,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,7,2,0,0
Orange,1980,Connecticut,CT,13225,CT00107,CT0010700,09,009,09009,26,16,10,25,1,15,10,1,10,0,2,0,3,1,4,3,3,1,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,0,0,9,1,0,0
Plainville,1980,Connecticut,CT,16429,CT00110,CT0011000,09,003,09003,52,31,21,51,1,31,19,0,19,1,0,5,8,5,1,2,1,2,2,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,21,0,0,0
Plymouth,1980,Connecticut,CT,10745,CT00111,CT0011100,09,005,09005,42,8,34,42,0,8,34,0,34,0,3,4,6,16,5,0,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,34,0,0,0
Putnam,1980,Connecticut,CT,6857,CT00116,CT0011600,09,015,09015,19,8,11,16,3,8,8,0,8,0,0,3,1,1,3,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0
Ridgefield Town,1980,Connecticut,CT,20035,CT00118,CT0011800,09,001,09001,24,13,11,22,2,12,10,1,10,0,0,1,3,6,0,4,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,11,0,0,0
Rocky Hill,1980,Connecticut,CT,14569,CT00119,CT0011900,09,003,09003,15,10,5,15,0,10,5,0,5,0,0,0,3,1,1,1,1,0,0,0,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0
Seymour,1980,Connecticut,CT,13343,CT00124,CT0012400,09,009,09009,44,30,14,37,7,26,10,4,10,1,2,2,2,2,2,3,2,1,1,1,0,2,6,2,6,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,29,1,0,0,14,0,0,0
Shelton,1980,Connecticut,CT,31401,CT00126,CT0012600,09,001,09001,83,35,48,78,5,34,44,1,44,0,2,14,13,9,6,7,2,7,6,0,2,3,3,3,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,48,0,0,0
Simsbury,1980,Connecticut,CT,19810,CT00128,CT0012800,09,003,09003,40,9,31,40,0,9,31,0,31,0,0,16,4,6,5,2,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,23,8,0,0
Southington,1980,Connecticut,CT,36747,CT00131,CT0013100,09,003,09003,146,95,51,143,3,93,50,2,50,0,0,6,12,19,13,10,20,6,10,14,2,4,21,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,95,0,0,0,51,0,0,0
South Windsor,1980,Connecticut,CT,17204,CT00132,CT0013200,09,003,09003,40,18,22,36,4,18,18,0,18,0,0,3,6,2,7,3,3,2,1,1,0,1,4,0,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,21,1,0,0
Stafford Springs,1980,Connecticut,CT,3375,CT00134,CT0013400,09,013,09013,18,11,7,18,0,11,7,0,7,0,0,0,3,3,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0
Stamford,1980,Connecticut,CT,101636,CT00135,CT0013500,09,001,09001,192,146,46,185,7,140,45,6,45,0,1,9,5,14,16,16,10,12,11,14,6,5,35,18,6,6,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,64,82,0,0,26,20,0,0
Stonington,1980,Connecticut,CT,16242,CT00137,CT0013700,09,011,09011,11,10,1,9,2,8,1,2,1,0,0,0,1,0,0,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0
Stratford,1980,Connecticut,CT,50533,CT00138,CT0013800,09,001,09001,83,32,51,74,9,24,48,8,48,2,3,6,18,5,16,1,3,2,0,3,2,2,7,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,2,1,0,0,0,0,0,25,7,0,0,44,7,0,0
Suffield,1980,Connecticut,CT,9313,CT00139,CT0013900,09,003,09003,8,4,4,7,1,4,3,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Thomaston,1980,Connecticut,CT,6240,CT00140,CT0014000,09,005,09005,22,17,5,20,2,17,3,0,3,0,0,1,1,0,1,0,4,4,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0
Torrington,1980,Connecticut,CT,30982,CT00143,CT0014300,09,005,09005,45,24,21,43,2,23,20,1,20,0,0,2,3,5,10,6,4,4,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,20,1,0,0
Trumbull,1980,Connecticut,CT,33011,CT00144,CT0014400,09,001,09001,55,25,30,45,10,22,23,3,23,0,0,3,3,8,9,5,1,1,0,3,1,1,8,2,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,6,0,0,21,9,0,0
Vernon,1980,Connecticut,CT,28007,CT00146,CT0014600,09,013,09013,78,33,45,77,1,33,44,0,44,0,2,4,23,7,8,11,10,2,2,2,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,38,7,0,0
Wallingford,1980,Connecticut,CT,36704,CT00148,CT0014800,09,009,09009,73,37,36,69,4,36,33,1,33,0,0,8,10,7,8,4,8,3,7,2,1,3,6,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,36,0,0,0
Waterbury,1980,Connecticut,CT,102230,CT00151,CT0015100,09,009,09009,220,130,90,214,6,126,83,4,83,5,6,23,22,17,15,20,26,11,9,13,13,6,12,10,0,1,1,0,1,3,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,88,42,0,0,57,33,0,0
Waterford,1980,Connecticut,CT,17809,CT00152,CT0015200,09,011,09011,30,23,7,29,1,22,7,1,7,0,0,2,0,3,2,4,3,4,1,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,1,0,0,7,0,0,0
Watertown,1980,Connecticut,CT,19485,CT00153,CT0015300,09,005,09005,41,26,15,40,1,25,15,1,15,0,2,3,3,4,3,5,4,2,5,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,13,2,0,0
West Hartford,1980,Connecticut,CT,61342,CT00155,CT0015500,09,003,09003,132,53,79,131,1,52,79,1,79,0,10,37,14,9,9,9,4,5,0,4,3,3,8,11,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,0,0,71,8,0,0
West Haven,1980,Connecticut,CT,53128,CT00156,CT0015600,09,009,09009,111,48,63,102,9,41,61,7,61,0,22,16,7,10,6,6,6,5,4,5,3,4,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37,11,0,0,49,14,0,0
Weston,1980,Connecticut,CT,8011,CT00157,CT0015700,09,001,09001,22,16,6,21,1,15,6,1,6,0,0,2,2,0,2,3,4,1,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0
