agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,robbery_male_under_10,robbery_male_10_12,robbery_male_13_14,robbery_male_15,robbery_male_16,robbery_male_17,robbery_male_18,robbery_male_19,robbery_male_20,robbery_male_21,robbery_male_22,robbery_male_23,robbery_male_24,robbery_male_25_29,robbery_male_30_34,robbery_male_35_39,robbery_male_40_44,robbery_male_45_49,robbery_male_50_54,robbery_male_55_59,robbery_male_60_64,robbery_male_over_64,robbery_female_under_10,robbery_female_10_12,robbery_female_13_14,robbery_female_15,robbery_female_16,robbery_female_17,robbery_female_18,robbery_female_19,robbery_female_20,robbery_female_21,robbery_female_22,robbery_female_23,robbery_female_24,robbery_female_25_29,robbery_female_30_34,robbery_female_35_39,robbery_female_40_44,robbery_female_45_49,robbery_female_50_54,robbery_female_55_59,robbery_female_60_64,robbery_female_over_64,robbery_adult_white,robbery_adult_black,robbery_adult_asian,robbery_adult_indian,robbery_juv_white,robbery_juv_black,robbery_juv_asian,robbery_juv_indian
Washington,1985,District of Columbia,NA,626e3,DCMPD00,DCMPD0000,11,001,11001,1238,1005,233,1144,94,918,225,87,225,1,13,44,52,55,61,78,83,61,81,53,66,57,220,121,70,18,5,1,1,1,2,0,1,0,4,1,1,3,6,4,5,6,2,5,28,22,5,0,0,0,0,1,0,41,953,10,1,4,229,0,0
Zoological Park Police,1985,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,4,0,4,4,0,0,4,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Washington,1986,District of Columbia,NA,626e3,DCMPD00,DCMPD0000,11,001,11001,1231,952,279,1141,90,874,265,78,265,2,20,43,51,84,67,46,69,51,56,63,51,50,236,139,79,15,12,1,2,2,2,0,0,4,3,2,3,2,4,6,6,5,1,7,23,15,7,1,0,0,0,0,1,42,899,11,0,5,274,0,0
Zoological Park Police,1986,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Washington,1987,District of Columbia,NA,622e3,DCMPD00,DCMPD0000,11,001,11001,990,764,226,930,60,713,214,51,214,3,11,53,49,60,41,23,53,46,47,36,44,36,189,140,59,24,8,5,1,1,1,0,0,2,4,1,2,2,4,1,5,3,1,3,14,11,5,1,0,0,0,0,1,36,717,11,0,10,216,0,0
Washington,1988,District of Columbia,NA,62e4,DCMPD00,DCMPD0000,11,001,11001,894,715,179,828,66,654,173,61,173,1,18,38,26,41,50,26,40,47,45,46,45,52,153,105,55,24,7,2,1,0,6,0,0,1,1,3,0,1,1,1,2,2,1,5,24,14,7,3,0,0,0,0,0,29,673,12,1,15,164,0,0
Zoological Park Police,1988,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1989,District of Columbia,NA,604e3,DCMPD00,DCMPD0000,11,001,11001,1239,1068,171,1114,125,963,149,105,149,2,16,26,21,39,47,49,63,74,50,49,63,64,262,171,83,23,11,0,0,0,1,0,3,4,4,3,6,6,5,1,4,2,4,9,45,22,6,0,1,0,0,0,0,44,1019,5,0,4,167,0,0
Washington,1990,District of Columbia,NA,606900,DCMPD00,DCMPD0000,11,001,11001,1416,1224,192,1289,127,1105,182,119,182,2,13,54,26,44,45,94,96,64,48,60,56,79,255,211,96,26,12,5,3,0,0,0,1,0,2,4,1,3,3,3,7,5,15,5,34,26,9,4,4,1,0,0,0,46,1178,0,0,1,191,0,0
Washington,1991,District of Columbia,NA,598e3,DCMPD00,DCMPD0000,11,001,11001,1409,1234,175,1288,121,1125,161,109,161,2,15,40,22,42,42,83,68,72,62,53,60,64,306,209,101,32,7,6,2,0,0,2,1,5,2,1,1,2,3,4,1,7,7,7,30,33,11,4,0,0,0,0,0,61,1173,0,0,2,173,0,0
Zoological Park Police,1991,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1992,District of Columbia,NA,589e3,DCMPD00,DCMPD0000,11,001,11001,1304,1119,185,1219,85,1042,170,77,170,7,9,32,41,50,38,81,60,49,50,57,58,48,267,183,130,40,13,4,1,1,0,0,0,2,4,1,1,1,3,2,3,5,8,4,16,20,10,3,2,0,0,0,0,65,1054,0,0,4,181,0,0
Zoological Park Police,1992,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1993,District of Columbia,NA,578e3,DCMPD00,DCMPD0000,11,001,11001,1275,1043,232,1173,102,950,218,93,218,5,11,57,52,57,41,77,68,44,43,45,64,44,230,183,94,42,13,0,2,0,1,1,0,2,1,1,4,4,6,1,5,5,4,5,17,25,13,7,1,0,0,0,0,64,978,1,0,25,207,0,0
Washington,1994,District of Columbia,NA,57e4,DCMPD00,DCMPD0000,11,001,11001,1173,917,256,1067,106,826,240,91,240,1,9,58,44,61,68,69,55,68,28,40,44,32,172,142,103,36,24,8,2,1,2,0,1,4,3,0,7,3,4,4,4,4,6,3,30,18,10,3,1,1,0,0,0,68,849,0,0,9,247,0,0
Washington,1995,District of Columbia,NA,554e3,DCMPD00,DCMPD0000,11,001,11001,1095,796,299,1017,78,735,281,61,281,1,10,70,74,67,60,72,54,44,30,27,23,20,143,139,111,44,18,8,1,1,0,1,1,8,5,2,0,5,0,5,2,1,0,1,12,13,20,2,0,0,0,0,0,65,730,1,0,3,295,1,0
Metro Transit Police,2001,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,21,15,6,21,0,15,6,0,6,0,0,1,2,3,0,2,1,3,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,1,5,0,0
Metro Transit Police,2002,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,26,13,13,26,0,13,13,0,13,0,0,1,1,7,4,5,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0
Metro Transit Police,2003,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,20,10,10,17,3,7,10,3,10,0,0,2,3,2,3,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,8,0,0,1,9,0,0
National Zoological Park,2003,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro Transit Police,2004,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,33,14,19,30,3,14,16,0,16,0,1,4,5,5,1,4,1,2,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0
Metro Transit Police,2005,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,42,19,23,41,1,19,22,0,22,0,0,1,8,7,6,1,3,0,1,0,1,1,5,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,2,21,0,0
National Zoological Park,2005,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro Transit Police,2006,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,53,21,32,48,5,20,28,1,28,0,0,6,8,8,6,5,0,3,2,0,0,3,2,1,2,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,0,0,0,32,0,0
Metro Transit Police,2007,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,83,37,46,73,10,33,40,4,40,0,0,3,7,13,17,10,7,1,1,4,0,1,2,3,1,2,1,0,0,0,0,0,0,1,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,45,0,0
Metro Transit Police,2008,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,39,20,19,35,4,19,16,1,16,0,0,2,8,1,5,2,5,3,1,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0
Metro Transit Police,2009,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,96,49,47,76,20,41,35,8,35,0,0,4,14,6,11,10,13,7,2,2,1,1,1,0,2,2,0,0,0,0,0,0,0,3,4,4,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,1,46,0,0
Metro Transit Police,2010,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,95,34,61,77,18,33,44,1,44,0,2,6,12,10,14,11,6,6,1,1,0,2,2,2,0,1,0,1,0,0,0,0,1,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,32,0,0,0,60,1,0
Metro Transit Police,2011,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,118,41,77,87,31,35,52,6,52,0,1,7,13,17,14,9,9,1,1,1,3,0,6,2,1,0,0,0,1,1,0,0,0,6,6,6,7,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,76,1,0
Metro Transit Police,2012,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,79,43,36,69,10,39,30,4,30,0,2,5,5,9,9,11,7,3,6,3,0,1,7,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,42,0,0,0,36,0,0
Metro Transit Police,2013,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,82,50,32,71,11,46,25,4,25,0,0,9,4,10,2,9,12,4,3,4,4,1,5,3,1,0,0,0,0,0,0,0,0,3,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,31,1,0
Metro Transit Police,2014,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,65,31,34,51,14,28,23,3,23,0,0,5,4,10,4,5,6,5,3,2,1,2,2,1,0,1,0,0,0,0,0,0,0,3,5,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,29,0,0,0,34,0,0
Metro Transit Police,2015,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,91,38,53,54,37,32,22,6,22,0,0,7,3,8,4,6,3,6,4,1,1,3,6,2,0,0,0,0,0,0,0,0,0,6,10,12,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,37,0,0,0,53,0,0
