agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Van Buren,1980,Maine,ME,3557,ME00207,ME0020700,23,003,23003,local police department,"cities 2,500-9,999",new england,non-suburban,12,3,9,12,0,3,9,0,9,0,0,3,3,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0
Ashland,1980,Maine,ME,1867,ME00208,ME0020800,23,003,23003,local police department,"cities under 2,500",new england,non-suburban,4,1,3,4,0,1,3,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Limestone,1980,Maine,ME,8708,ME00210,ME0021000,23,003,23003,local police department,"cities 2,500-9,999",new england,non-suburban,3,0,3,3,0,0,3,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Washburn,1980,Maine,ME,2024,ME00216,ME0021600,23,003,23003,local police department,"cities under 2,500",new england,non-suburban,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Aroostook State Police,1980,Maine,ME,0,ME002SP,ME002SP00,23,003,23003,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,64,44,20,60,4,42,18,2,18,0,0,6,1,1,10,9,5,3,5,3,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,18,0,0,2
Cumberland,1980,Maine,ME,30402,ME00300,ME0030000,23,005,23005,sheriffs office,"msa cnty 25,000-99,999",new england,suburban,97,30,67,92,5,27,62,3,62,3,12,14,6,9,21,6,2,2,2,5,3,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29,1,0,0,67,0,0,0
Brunswick,1980,Maine,ME,17392,ME00301,ME0030100,23,005,23005,local police department,"cities 10,000-24,999",new england,suburban,29,7,22,28,1,7,21,0,21,0,1,4,8,3,5,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,1,0,0
Cape Elizabeth,1980,Maine,ME,7822,ME00302,ME0030200,23,005,23005,local police department,"cities 2,500-9,999",new england,suburban,6,0,6,6,0,0,6,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Falmouth,1980,Maine,ME,6849,ME00303,ME0030300,23,005,23005,local police department,"cities 2,500-9,999",new england,suburban,15,14,1,15,0,14,1,0,1,0,0,0,0,1,0,6,3,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0
Gorham,1980,Maine,ME,10099,ME00304,ME0030400,23,005,23005,local police department,"cities 10,000-24,999",new england,suburban,13,2,11,13,0,2,11,0,11,0,0,2,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0
Portland,1980,Maine,ME,61575,ME00305,ME0030500,23,005,23005,local police department,"cities 50,000-99,999",new england,non-suburban,332,128,204,320,12,123,183,5,183,14,15,43,42,44,39,23,19,5,22,7,7,5,18,8,2,4,0,2,0,0,1,0,1,0,1,2,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,123,5,0,0,194,9,0,1
South Portland,1980,Maine,ME,22599,ME00306,ME0030600,23,005,23005,local police department,"cities 10,000-24,999",new england,suburban,81,31,50,80,1,30,49,1,49,1,10,10,6,6,17,7,6,6,2,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,50,0,0,0
Scarborough,1980,Maine,ME,11383,ME00307,ME0030700,23,005,23005,local police department,"cities 10,000-24,999",new england,suburban,21,7,14,20,1,6,9,1,9,5,0,2,3,2,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0
Westbrook,1980,Maine,ME,14955,ME00308,ME0030800,23,005,23005,local police department,"cities 10,000-24,999",new england,suburban,27,13,14,26,1,13,11,0,11,2,0,4,0,3,4,6,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,0,0,0
Bridgton,1980,Maine,ME,3521,ME00309,ME0030900,23,005,23005,local police department,"cities 2,500-9,999",new england,suburban,25,12,13,24,1,12,12,0,12,0,1,2,4,2,3,4,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0
Cumberland,1980,Maine,ME,5272,ME00310,ME0031000,23,005,23005,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Freeport,1980,Maine,ME,5859,ME00311,ME0031100,23,005,23005,local police department,"cities 2,500-9,999",new england,suburban,20,10,10,20,0,10,10,0,10,0,0,2,1,3,4,3,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0
Yarmouth,1980,Maine,ME,6600,ME00314,ME0031400,23,005,23005,local police department,"cities 2,500-9,999",new england,suburban,24,8,16,24,0,8,16,0,16,0,0,2,7,0,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0
Windham,1980,Maine,ME,11238,ME00315,ME0031500,23,005,23005,local police department,"cities 10,000-24,999",new england,suburban,26,4,22,26,0,4,20,0,20,2,2,2,5,4,7,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,0
U Of M-portland-gorham,1980,Maine,ME,0,ME00318,ME0031800,23,005,23005,special jurisdiction,"cities under 2,500",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cumberland State Police,1980,Maine,ME,0,ME003SP,ME003SP00,23,005,23005,state law enforcement agency,"msa cnty under 10,000",new england,suburban,20,11,9,16,4,10,4,1,4,2,0,2,0,1,1,3,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0
Franklin,1980,Maine,ME,10861,ME00400,ME0040000,23,007,23007,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,15,4,11,15,0,4,10,0,10,1,1,3,1,1,4,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0
Farmington,1980,Maine,ME,6710,ME00401,ME0040100,23,007,23007,local police department,"cities 2,500-9,999",new england,non-suburban,3,0,3,3,0,0,3,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Jay,1980,Maine,ME,5068,ME00402,ME0040200,23,007,23007,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilton,1980,Maine,ME,4364,ME00403,ME0040300,23,007,23007,local police department,"cities 2,500-9,999",new england,non-suburban,10,3,7,10,0,3,7,0,7,0,0,1,2,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0
Franklin State Police,1980,Maine,ME,0,ME004SP,ME004SP00,23,007,23007,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Hancock,1980,Maine,ME,28093,ME00500,ME0050000,23,009,23009,sheriffs office,"non-msa cnty 25,000-99,999",new england,non-suburban,26,19,7,26,0,19,7,0,7,0,0,1,1,3,2,10,3,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,0
Bar Harbor,1980,Maine,ME,4117,ME00501,ME0050100,23,009,23009,local police department,"cities 2,500-9,999",new england,non-suburban,7,5,2,7,0,5,2,0,2,0,0,0,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Ellsworth,1980,Maine,ME,5177,ME00502,ME0050200,23,009,23009,local police department,"cities 2,500-9,999",new england,non-suburban,26,9,17,26,0,9,16,0,16,1,5,4,3,1,3,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0
Bucksport,1980,Maine,ME,4348,ME00503,ME0050300,23,009,23009,local police department,"cities 2,500-9,999",new england,non-suburban,13,5,8,13,0,5,8,0,8,0,0,0,0,3,5,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0
Hancock State Police,1980,Maine,ME,0,ME005SP,ME005SP00,23,009,23009,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,17,14,3,16,1,14,2,0,2,0,0,1,0,0,1,4,2,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0
Kennebec,1980,Maine,ME,39283,ME00600,ME0060000,23,011,23011,sheriffs office,"non-msa cnty 25,000-99,999",new england,non-suburban,18,7,11,18,0,7,11,0,11,0,0,0,0,10,1,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0
Augusta,1980,Maine,ME,21712,ME00601,ME0060100,23,011,23011,local police department,"cities 10,000-24,999",new england,non-suburban,94,52,42,91,3,52,37,0,37,2,1,6,4,11,15,7,15,8,6,3,3,0,3,4,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,42,0,0,0
Gardiner,1980,Maine,ME,6510,ME00602,ME0060200,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,16,3,13,15,1,2,13,1,13,0,0,2,3,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0
Hallowell,1980,Maine,ME,2482,ME00603,ME0060300,23,011,23011,local police department,"cities under 2,500",new england,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Waterville,1980,Maine,ME,17748,ME00604,ME0060400,23,011,23011,local police department,"cities 10,000-24,999",new england,non-suburban,37,20,17,37,0,20,15,0,15,2,0,2,2,6,5,2,2,3,1,4,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,17,0,0,0
Oakland,1980,Maine,ME,5166,ME00605,ME0060500,23,011,23011,local police department,"cities 10,000-24,999",new england,non-suburban,9,4,5,9,0,4,4,0,4,1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0
Monmouth,1980,Maine,ME,2861,ME00606,ME0060600,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winslow,1980,Maine,ME,8051,ME00607,ME0060700,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,6,1,5,5,1,1,3,0,3,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Winthrop,1980,Maine,ME,5908,ME00608,ME0060800,23,011,23011,local police department,"cities 2,500-9,999",new england,non-suburban,7,4,3,7,0,4,3,0,3,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
Kennebec State Police,1980,Maine,ME,0,ME006SP,ME006SP00,23,011,23011,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,47,26,21,46,1,25,19,1,19,2,2,5,6,2,4,7,2,1,4,2,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,21,0,0,0
Knox,1980,Maine,ME,14795,ME00700,ME0070000,23,013,23013,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,16,13,3,15,1,12,3,1,3,0,0,1,0,0,2,1,4,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0
Camden,1980,Maine,ME,4586,ME00701,ME0070100,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,9,5,4,9,0,5,4,0,4,0,0,0,1,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
Rockland,1980,Maine,ME,7918,ME00702,ME0070200,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,19,13,6,18,1,13,5,0,5,0,0,1,1,1,2,4,0,4,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0
Thomaston,1980,Maine,ME,2880,ME00703,ME0070300,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockport,1980,Maine,ME,2773,ME00704,ME0070400,23,013,23013,local police department,"cities 2,500-9,999",new england,non-suburban,3,1,2,3,0,1,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Knox State Police,1980,Maine,ME,0,ME007SP,ME007SP00,23,013,23013,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,17,14,3,17,0,14,3,0,3,0,0,0,0,1,2,3,1,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0
Lincoln,1980,Maine,ME,15100,ME00800,ME0080000,23,015,23015,sheriffs office,"non-msa cnty 10,000-24,999",new england,non-suburban,30,8,22,30,0,8,19,0,19,3,2,4,11,1,1,2,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,22,0,0,0
Boothbay Harbor,1980,Maine,ME,2193,ME00801,ME0080100,23,015,23015,local police department,"cities under 2,500",new england,non-suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Damariscotta,1980,Maine,ME,1498,ME00802,ME0080200,23,015,23015,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldoboro,1980,Maine,ME,3979,ME00803,ME0080300,23,015,23015,local police department,"cities 2,500-9,999",new england,non-suburban,8,4,4,8,0,4,4,0,4,0,0,1,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Wiscasset,1980,Maine,ME,2830,ME00804,ME0080400,23,015,23015,local police department,"cities 2,500-9,999",new england,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lincoln State Police,1980,Maine,ME,0,ME008SP,ME008SP00,23,015,23015,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
