agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Bledsoe,1980,Tennessee,TN,7327,TN00400,TN0040000,47,007,47007,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blount,1980,Tennessee,TN,53047,TN00500,TN0050000,47,009,47009,sheriffs office,"msa cnty 25,000-99,999",east south central,suburban,17,17,0,16,1,16,0,1,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Alcoa,1980,Tennessee,TN,6812,TN00501,TN0050100,47,009,47009,local police department,"cities 2,500-9,999",east south central,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maryville,1980,Tennessee,TN,17462,TN00502,TN0050200,47,009,47009,local police department,"cities 10,000-24,999",east south central,suburban,5,4,1,4,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Bradley,1980,Tennessee,TN,40397,TN00600,TN0060000,47,011,47011,sheriffs office,"non-msa cnty 25,000-99,999",east south central,non-suburban,91,85,6,83,8,77,6,8,6,0,0,1,2,3,0,4,4,4,8,5,2,4,17,8,8,5,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,1,0,0,75,10,0,0,6,0,0,0
Cleveland,1980,Tennessee,TN,26222,TN00601,TN0060100,47,011,47011,local police department,"cities 25,000-49,999",east south central,non-suburban,47,36,11,43,4,34,9,2,9,0,0,1,0,4,4,2,5,4,2,3,4,2,3,0,1,3,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,25,11,0,0,10,1,0,0
Campbell,1980,Tennessee,TN,20046,TN00700,TN0070000,47,013,47013,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,7,6,1,7,0,6,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Jellico,1980,Tennessee,TN,2795,TN00701,TN0070100,47,013,47013,local police department,"cities 2,500-9,999",east south central,non-suburban,5,5,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
La Follette,1980,Tennessee,TN,8054,TN00702,TN0070200,47,013,47013,local police department,"cities 2,500-9,999",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Caryville,1980,Tennessee,TN,2013,TN00703,TN0070300,47,013,47013,local police department,"cities under 2,500",east south central,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cannon,1980,Tennessee,TN,8257,TN00800,TN0080000,47,015,47015,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodbury,1980,Tennessee,TN,1979,TN00801,TN0080100,47,015,47015,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntingdon,1980,Tennessee,TN,3940,TN00901,TN0090100,47,017,47017,local police department,"cities 2,500-9,999",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Bruceton,1980,Tennessee,TN,1580,TN00902,TN0090200,47,017,47017,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mckenzie,1980,Tennessee,TN,5288,TN00903,TN0090300,47,017,47017,local police department,"cities 2,500-9,999",east south central,non-suburban,7,7,0,5,2,5,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
Carter,1980,Tennessee,TN,37669,TN01000,TN0100000,47,019,47019,sheriffs office,"msa cnty 25,000-99,999",east south central,suburban,11,11,0,10,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Elizabethton,1980,Tennessee,TN,12410,TN01001,TN0100100,47,019,47019,local police department,"cities 10,000-24,999",east south central,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cheatham,1980,Tennessee,TN,19240,TN01100,TN0110000,47,021,47021,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,39,32,7,37,2,30,6,2,6,1,0,0,1,4,1,2,0,3,1,1,0,1,2,2,8,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31,1,0,0,7,0,0,0
Ashland City,1980,Tennessee,TN,2320,TN01101,TN0110100,47,021,47021,local police department,"cities under 2,500",east south central,suburban,2,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Chester,1980,Tennessee,TN,8263,TN01200,TN0120000,47,023,47023,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
Henderson,1980,Tennessee,TN,4439,TN01201,TN0120100,47,023,47023,local police department,"cities 2,500-9,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Claiborne,1980,Tennessee,TN,20542,TN01300,TN0130000,47,025,47025,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,21,21,0,20,1,20,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,5,2,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0
New Tazewell,1980,Tennessee,TN,1672,TN01301,TN0130100,47,025,47025,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tazewell,1980,Tennessee,TN,2089,TN01302,TN0130200,47,025,47025,local police department,"cities under 2,500",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cocke,1980,Tennessee,TN,21176,TN01500,TN0150000,47,029,47029,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,21,19,2,16,5,14,2,5,2,0,0,1,1,0,0,1,0,0,0,1,2,1,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,19,0,0,0,2,0,0,0
Newport,1980,Tennessee,TN,7544,TN01501,TN0150100,47,029,47029,local police department,"cities 2,500-9,999",east south central,non-suburban,3,0,3,3,0,0,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Coffee,1980,Tennessee,TN,15428,TN01600,TN0160000,47,031,47031,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,1980,Tennessee,TN,7262,TN01601,TN0160100,47,031,47031,local police department,"cities 2,500-9,999",east south central,non-suburban,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Tullahoma,1980,Tennessee,TN,15794,TN01602,TN0160200,47,031,47031,local police department,"cities 10,000-24,999",east south central,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Crockett,1980,Tennessee,TN,10727,TN01700,TN0170000,47,033,47033,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,33,30,3,32,1,29,3,1,3,0,0,0,2,0,1,0,1,0,0,0,0,2,10,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,2,0,1
Bells,1980,Tennessee,TN,1554,TN01702,TN0170200,47,033,47033,local police department,"cities under 2,500",east south central,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Cumberland,1980,Tennessee,TN,21958,TN01800,TN0180000,47,035,47035,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,23,21,2,23,0,21,2,0,2,0,0,0,0,1,1,4,1,0,1,1,4,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0
Crossville,1980,Tennessee,TN,6347,TN01801,TN0180100,47,035,47035,local police department,"cities 2,500-9,999",east south central,non-suburban,8,7,1,7,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Goodlettsville,1980,Tennessee,TN,8243,TN01904,TN0190400,47,037,47037,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,1980,Tennessee,TN,7145,TN02000,TN0200000,47,039,47039,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Parsons,1980,Tennessee,TN,2413,TN02001,TN0200100,47,039,47039,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Kalb,1980,Tennessee,TN,9725,TN02100,TN0210000,47,041,47041,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,10,9,1,9,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0
Dickson,1980,Tennessee,TN,22955,TN02200,TN0220000,47,043,47043,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,39,39,0,36,3,36,0,3,0,0,0,0,0,0,0,0,2,1,2,4,3,1,8,4,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,37,2,0,0,0,0,0,0
Dyer,1980,Tennessee,TN,15176,TN02300,TN0230000,47,045,47045,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,48,48,0,45,3,45,0,3,0,0,0,0,0,0,0,3,2,0,5,1,4,3,15,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,33,15,0,0,0,0,0,0
Dyersburg,1980,Tennessee,TN,15741,TN02301,TN0230100,47,045,47045,local police department,"cities 10,000-24,999",east south central,non-suburban,51,47,4,48,3,44,4,3,4,0,0,0,0,2,2,1,2,2,3,0,1,4,10,6,5,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,32,15,0,0,3,1,0,0
Newbern,1980,Tennessee,TN,2776,TN02302,TN0230200,47,045,47045,local police department,"cities 2,500-9,999",east south central,non-suburban,10,10,0,8,2,8,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,6,0,0,0,0,0,0
Fayette,1980,Tennessee,TN,21173,TN02400,TN0240000,47,047,47047,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,34,31,3,33,1,30,3,1,3,0,1,1,1,0,0,2,3,0,1,3,0,1,8,6,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,16,0,0,0,3,0,0
Somerville,1980,Tennessee,TN,2225,TN02401,TN0240100,47,047,47047,local police department,"cities under 2,500",east south central,non-suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Fentress,1980,Tennessee,TN,14757,TN02500,TN0250000,47,049,47049,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,17,17,0,16,1,16,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0
Franklin,1980,Tennessee,TN,15590,TN02600,TN0260000,47,051,47051,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,7,7,0,5,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Sewanee,1980,Tennessee,TN,3961,TN02601,TN0260100,47,051,47051,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winchester,1980,Tennessee,TN,5901,TN02602,TN0260200,47,051,47051,local police department,"cities 2,500-9,999",east south central,non-suburban,10,10,0,7,3,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,7,0,0,0,0,0,0
Cowan,1980,Tennessee,TN,1782,TN02603,TN0260300,47,051,47051,local police department,"cities under 2,500",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Decherd,1980,Tennessee,TN,2229,TN02604,TN0260400,47,051,47051,local police department,"cities under 2,500",east south central,non-suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Estill Springs,1980,Tennessee,TN,1330,TN02605,TN0260500,47,051,47051,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibson,1980,Tennessee,TN,22006,TN02700,TN0270000,47,053,47053,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,80,79,1,66,14,65,1,14,1,0,0,1,0,0,0,0,2,5,3,4,4,6,12,9,7,6,2,1,2,2,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,2,1,1,0,3,0,0,0,61,18,0,0,1,0,0,0
Humboldt,1980,Tennessee,TN,10217,TN02701,TN0270100,47,053,47053,local police department,"cities 10,000-24,999",east south central,non-suburban,50,47,3,38,12,35,2,12,2,1,0,1,0,0,1,5,6,4,0,1,3,0,8,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,5,0,0,0,0,19,28,0,0,2,1,0,0
Milan,1980,Tennessee,TN,7959,TN02702,TN0270200,47,053,47053,local police department,"cities 2,500-9,999",east south central,non-suburban,9,7,2,7,2,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0
Trenton,1980,Tennessee,TN,4552,TN02703,TN0270300,47,053,47053,local police department,"cities 2,500-9,999",east south central,non-suburban,32,31,1,25,7,24,1,7,1,0,0,0,0,0,1,1,4,5,1,0,1,3,3,1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,19,12,0,0,0,1,0,0
Dyer,1980,Tennessee,TN,2387,TN02704,TN0270400,47,053,47053,local police department,"cities under 2,500",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rutherford,1980,Tennessee,TN,1377,TN02708,TN0270800,47,053,47053,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
