agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Bethel,1980,Alaska,AK,3503,AK00113,AK0011300,02,050,02050,local police department,"cities 2,500-9,999",pacific,non-suburban,33,28,5,30,3,25,5,3,5,0,0,2,1,1,1,0,0,3,4,2,2,1,4,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,0,0,2,3
Cordova,1980,Alaska,AK,1959,AK00114,AK0011400,02,261,02261,local police department,"cities under 2,500",pacific,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
Palmer,1980,Alaska,AK,2143,AK00117,AK0011700,02,170,02170,local police department,"cities under 2,500",pacific,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
North Slope Borough,1980,Alaska,AK,4160,AK00118,AK0011800,02,185,02185,local police department,"cities 2,500-9,999",pacific,non-suburban,19,17,2,18,1,17,1,0,1,0,0,0,0,0,1,0,1,1,1,3,1,0,4,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,0,0,0,2
Soldotna,1980,Alaska,AK,2320,AK00120,AK0012000,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Homer,1980,Alaska,AK,2211,AK00122,AK0012200,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Kenai,1980,Alaska,AK,4326,AK00123,AK0012300,02,122,02122,local police department,"cities 2,500-9,999",pacific,non-suburban,10,8,2,9,1,8,1,0,1,0,0,0,0,0,1,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0
North Pole,1980,Alaska,AK,719,AK00132,AK0013200,02,090,02090,local police department,"cities under 2,500",pacific,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unalaska,1980,Alaska,AK,1301,AK00133,AK0013300,02,016,02016,local police department,"cities under 2,500",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Klawock,1980,Alaska,AK,321,AK00135,AK0013500,02,198,02198,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police,1980,Alaska,AK,127506,AKASP00,AKASP0000,02,020,02020,state law enforcement agency,"non-msa cnty 100,000 or over",pacific,non-suburban,153,132,21,139,14,121,18,11,18,0,0,3,4,3,8,1,8,5,6,5,9,7,23,18,13,13,5,3,3,2,0,0,0,1,1,1,0,0,3,0,0,1,0,0,3,2,0,0,0,1,1,0,0,52,3,14,63,6,1,1,13
Anchorage,1981,Alaska,AK,179148,AK00101,AK0010100,02,020,02020,local police department,"cities 100,000-249,999",pacific,non-suburban,130,118,12,122,8,110,12,8,12,0,2,0,2,4,4,2,4,10,2,6,6,6,30,14,12,8,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,82,17,2,17,11,0,0,1
Fairbanks,1981,Alaska,AK,23188,AK00102,AK0010200,02,090,02090,local police department,"cities 10,000-24,999",pacific,non-suburban,56,51,5,47,9,44,3,7,3,0,0,1,2,0,0,3,2,1,3,1,2,3,13,3,3,5,3,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,31,7,0,13,3,0,0,2
Juneau,1981,Alaska,AK,20060,AK00103,AK0010300,02,110,02110,local police department,"cities 10,000-24,999",pacific,non-suburban,21,18,3,21,0,18,3,0,3,0,0,0,0,1,2,0,0,1,3,0,0,1,3,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,7,1,0,0,2
Ketchikan,1981,Alaska,AK,7463,AK00104,AK0010400,02,130,02130,local police department,"cities 2,500-9,999",pacific,non-suburban,50,45,5,43,7,40,2,5,2,1,1,0,0,0,1,1,3,2,2,2,1,3,9,11,5,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,29,1,0,15,3,0,0,2
Kodiak,1981,Alaska,AK,4887,AK00105,AK0010500,02,150,02150,local police department,"cities 2,500-9,999",pacific,non-suburban,34,34,0,33,1,33,0,1,0,0,0,0,0,0,0,0,3,2,5,2,1,3,8,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,7,0,0,0,0
Nome,1981,Alaska,AK,2340,AK00106,AK0010600,02,180,02180,local police department,"cities under 2,500",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Petersburg,1981,Alaska,AK,2883,AK00107,AK0010700,02,198,02198,local police department,"cities 2,500-9,999",pacific,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
Seward,1981,Alaska,AK,1897,AK00108,AK0010800,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0
Sitka,1981,Alaska,AK,7999,AK00109,AK0010900,02,220,02220,local police department,"cities 2,500-9,999",pacific,non-suburban,37,34,3,37,0,34,3,0,3,0,0,0,0,0,3,2,6,0,1,2,3,2,4,6,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,14,1,0,0,2
Skagway,1981,Alaska,AK,792,AK00110,AK0011000,02,230,02230,local police department,"cities under 2,500",pacific,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrangell,1981,Alaska,AK,2238,AK00111,AK0011100,02,275,02275,local police department,"cities under 2,500",pacific,non-suburban,20,13,7,18,2,11,7,2,7,0,2,2,1,0,2,0,0,0,1,1,1,0,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,0,3,5,0,0,2
Valdez,1981,Alaska,AK,3267,AK00112,AK0011200,02,261,02261,local police department,"cities 2,500-9,999",pacific,non-suburban,4,2,2,4,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Bethel,1981,Alaska,AK,3607,AK00113,AK0011300,02,050,02050,local police department,"cities 2,500-9,999",pacific,non-suburban,46,45,1,42,4,41,1,4,1,0,0,0,0,0,1,3,3,2,3,3,1,2,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,40,0,0,0,1
Kotzebue,1981,Alaska,AK,2105,AK00116,AK0011600,02,188,02188,local police department,"cities under 2,500",pacific,non-suburban,17,17,0,17,0,17,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Palmer,1981,Alaska,AK,2207,AK00117,AK0011700,02,170,02170,local police department,"cities under 2,500",pacific,non-suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
North Slope Borough,1981,Alaska,AK,4283,AK00118,AK0011800,02,185,02185,local police department,"cities 2,500-9,999",pacific,non-suburban,24,22,2,20,4,18,2,4,2,0,0,0,0,1,1,1,1,2,1,3,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2
Soldotna,1981,Alaska,AK,2389,AK00120,AK0012000,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,6,5,1,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Homer,1981,Alaska,AK,2277,AK00122,AK0012200,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kenai,1981,Alaska,AK,4454,AK00123,AK0012300,02,122,02122,local police department,"cities 2,500-9,999",pacific,non-suburban,22,21,1,18,4,17,1,4,1,0,0,0,1,0,0,2,1,0,0,3,0,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,20,0,0,1,1,0,0,0
Dillingham,1981,Alaska,AK,1580,AK00130,AK0013000,02,070,02070,local police department,"cities under 2,500",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
North Pole,1981,Alaska,AK,740,AK00132,AK0013200,02,090,02090,local police department,"cities under 2,500",pacific,non-suburban,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Unalaska,1981,Alaska,AK,1340,AK00133,AK0013300,02,016,02016,local police department,"cities under 2,500",pacific,non-suburban,34,34,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,8,9,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,6,4,0,0,0,0
State Police,1981,Alaska,AK,127599,AKASP00,AKASP0000,02,020,02020,state law enforcement agency,"non-msa cnty 100,000 or over",pacific,non-suburban,233,219,14,214,19,203,10,16,10,1,1,2,1,4,2,5,13,7,14,17,8,13,44,23,32,8,10,2,2,4,1,0,0,1,2,0,0,1,1,0,1,0,1,1,4,1,1,1,1,3,0,0,0,115,2,2,100,10,0,0,4
Anchorage,1982,Alaska,AK,190454,AK00101,AK0010100,02,020,02020,local police department,"cities 100,000-249,999",pacific,non-suburban,134,108,26,122,12,98,24,10,24,0,5,4,7,6,2,6,2,4,7,5,2,5,24,16,12,4,5,2,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,1,2,2,0,1,0,0,72,17,2,17,20,2,0,4
Fairbanks,1982,Alaska,AK,24652,AK00102,AK0010200,02,090,02090,local police department,"cities 10,000-24,999",pacific,non-suburban,46,44,2,40,6,39,1,5,1,0,0,0,0,1,0,1,2,3,1,2,2,2,8,3,6,2,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,23,6,0,15,1,0,0,1
Juneau,1982,Alaska,AK,21326,AK00103,AK0010300,02,110,02110,local police department,"cities 10,000-24,999",pacific,non-suburban,22,22,0,19,3,19,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,7,4,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,3,8,0,0,0,0
Ketchikan,1982,Alaska,AK,7934,AK00104,AK0010400,02,130,02130,local police department,"cities 2,500-9,999",pacific,non-suburban,65,63,2,55,10,54,1,9,1,0,0,0,0,1,0,3,5,3,3,2,4,3,15,5,5,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,0,0,1,0,0,0,0,36,0,1,26,0,0,0,2
Kodiak,1982,Alaska,AK,5195,AK00105,AK0010500,02,150,02150,local police department,"cities 2,500-9,999",pacific,non-suburban,34,33,1,32,2,31,1,2,1,0,0,0,0,0,1,2,2,4,1,1,1,0,7,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,1,8,1,0,0,0
Nome,1982,Alaska,AK,2488,AK00106,AK0010600,02,180,02180,local police department,"cities under 2,500",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Petersburg,1982,Alaska,AK,3065,AK00107,AK0010700,02,198,02198,local police department,"cities 2,500-9,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seward,1982,Alaska,AK,2016,AK00108,AK0010800,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sitka,1982,Alaska,AK,8504,AK00109,AK0010900,02,220,02220,local police department,"cities 2,500-9,999",pacific,non-suburban,11,11,0,8,3,8,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,0,0,3,0,0,0,0
Skagway,1982,Alaska,AK,842,AK00110,AK0011000,02,230,02230,local police department,"cities under 2,500",pacific,non-suburban,8,5,3,8,0,5,3,0,3,0,0,0,0,0,3,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
Wrangell,1982,Alaska,AK,2380,AK00111,AK0011100,02,275,02275,local police department,"cities under 2,500",pacific,non-suburban,22,11,11,17,5,10,5,1,5,2,1,0,0,0,4,0,1,0,0,2,0,1,4,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,9,0,0,2
Valdez,1982,Alaska,AK,3473,AK00112,AK0011200,02,261,02261,local police department,"cities 2,500-9,999",pacific,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bethel,1982,Alaska,AK,3834,AK00113,AK0011300,02,050,02050,local police department,"cities 2,500-9,999",pacific,non-suburban,28,27,1,28,0,27,1,0,1,0,0,0,0,0,1,1,2,0,1,0,2,2,7,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,1,0,0,0
Cordova,1982,Alaska,AK,2144,AK00114,AK0011400,02,261,02261,local police department,"cities under 2,500",pacific,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kotzebue,1982,Alaska,AK,2304,AK00116,AK0011600,02,188,02188,local police department,"cities under 2,500",pacific,non-suburban,13,12,1,11,2,10,1,2,1,0,0,0,0,1,0,0,1,0,1,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,11,0,0,0,1
Palmer,1982,Alaska,AK,2346,AK00117,AK0011700,02,170,02170,local police department,"cities under 2,500",pacific,non-suburban,9,6,3,9,0,6,3,0,3,0,1,0,2,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,0
North Slope Borough,1982,Alaska,AK,4554,AK00118,AK0011800,02,185,02185,local police department,"cities 2,500-9,999",pacific,non-suburban,28,23,5,24,4,20,4,3,4,0,0,0,0,2,2,1,2,1,1,2,0,0,6,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,19,0,0,0,5
Soldotna,1982,Alaska,AK,2539,AK00120,AK0012000,02,122,02122,local police department,"cities 2,500-9,999",pacific,non-suburban,7,7,0,6,1,6,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Homer,1982,Alaska,AK,2420,AK00122,AK0012200,02,122,02122,local police department,"cities under 2,500",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Kenai,1982,Alaska,AK,4735,AK00123,AK0012300,02,122,02122,local police department,"cities 2,500-9,999",pacific,non-suburban,34,33,1,31,3,30,1,3,1,0,0,0,1,0,0,0,2,3,2,1,1,3,4,6,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,4,1,0,0,0
Dillingham,1982,Alaska,AK,1729,AK00130,AK0013000,02,070,02070,local police department,"cities under 2,500",pacific,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
