agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Newport,1980,Rhode Island,RI,29266,RI00303,RI0030300,44,005,44005,local police department,"cities 25,000-49,999",new england,non-suburban,33,32,1,30,3,29,1,3,1,0,0,0,0,1,0,2,5,1,4,1,4,1,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,25,7,0,0,1,0,0,0
Portsmouth,1980,Rhode Island,RI,14256,RI00304,RI0030400,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tiverton,1980,Rhode Island,RI,13484,RI00305,RI0030500,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,1980,Rhode Island,RI,16901,RI00401,RI0040100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,13,11,2,11,2,9,2,2,2,0,1,0,0,1,0,0,3,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0
Cranston,1980,Rhode Island,RI,71936,RI00402,RI0040200,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,69,55,14,64,5,50,14,5,14,0,0,1,2,8,3,5,3,6,4,2,4,1,8,5,4,2,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,52,3,0,0,11,1,2,0
Cumberland,1980,Rhode Island,RI,27009,RI00403,RI0040300,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,8,8,0,6,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
East Providence,1980,Rhode Island,RI,50960,RI00404,RI0040400,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,52,32,20,50,2,31,18,1,18,1,6,7,1,2,2,1,5,3,3,1,0,4,10,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,17,3,0,0
Johnston,1980,Rhode Island,RI,24835,RI00405,RI0040500,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,54,42,12,51,3,40,11,2,11,0,0,0,1,3,7,2,3,4,1,2,1,1,6,3,7,4,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,6,0,0,0
Lincoln,1980,Rhode Island,RI,16904,RI00406,RI0040600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,5,4,1,5,0,4,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
North Providence,1980,Rhode Island,RI,29216,RI00407,RI0040700,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,20,7,13,14,6,6,8,1,8,0,0,0,2,3,3,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0
Pawtucket,1980,Rhode Island,RI,71033,RI00408,RI0040800,44,007,44007,local police department,"cities 50,000-99,999",new england,non-suburban,55,42,13,52,3,41,11,1,11,0,0,4,1,4,2,5,5,1,4,2,1,2,11,4,2,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,13,0,0,0
Providence,1980,Rhode Island,RI,156519,RI00409,RI0040900,44,007,44007,local police department,"cities 100,000-249,999",new england,non-suburban,244,179,65,200,44,150,50,29,50,0,4,8,14,14,10,16,9,8,8,12,9,13,33,20,13,1,1,2,1,1,3,0,1,4,2,4,4,0,2,3,1,0,4,4,4,3,5,2,0,0,1,0,0,97,80,0,2,33,32,0,0
Scituate,1980,Rhode Island,RI,8389,RI00410,RI0041000,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Smithfield,1980,Rhode Island,RI,16869,RI00411,RI0041100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Woonsocket,1980,Rhode Island,RI,45876,RI00412,RI0041200,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,56,52,4,51,5,47,4,5,4,0,0,0,2,0,2,5,7,2,2,4,2,1,12,3,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,49,3,0,0,4,0,0,0
Foster,1980,Rhode Island,RI,3346,RI00413,RI0041300,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
Glocester,1980,Rhode Island,RI,7536,RI00414,RI0041400,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,4,3,1,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
North Smithfield,1980,Rhode Island,RI,9931,RI00415,RI0041500,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,6,4,2,5,1,3,2,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
Burrillville,1980,Rhode Island,RI,13098,RI00416,RI0041600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Dept Natural Resources,1980,Rhode Island,RI,0,RI00417,RI0041700,44,007,44007,special jurisdiction,"cities under 2,500",new england,suburban,24,22,2,20,4,18,2,4,2,0,0,0,0,0,2,4,1,2,2,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0
Narragansett,1980,Rhode Island,RI,12097,RI00501,RI0050100,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,12,12,0,11,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
North Kingstown,1980,Rhode Island,RI,21855,RI00502,RI0050200,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,11,5,6,11,0,5,6,0,6,0,0,0,0,1,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,0,0
South Kingstown,1980,Rhode Island,RI,20411,RI00503,RI0050300,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,11,11,0,9,2,9,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0
Westerly,1980,Rhode Island,RI,18519,RI00504,RI0050400,44,009,44009,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Charlestown,1980,Rhode Island,RI,4793,RI00507,RI0050700,44,009,44009,local police department,"cities 2,500-9,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kent State Police,1980,Rhode Island,RI,0,RI302SP,RI302SP00,44,003,44003,state law enforcement agency,"msa cnty under 10,000",new england,suburban,11,11,0,10,1,10,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0
Newport State Police,1980,Rhode Island,RI,0,RI303SP,RI303SP00,44,005,44005,state law enforcement agency,"non-msa cnty under 10,000",new england,non-suburban,8,5,3,8,0,5,3,0,3,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
Providence State Police,1980,Rhode Island,RI,0,RI304SP,RI304SP00,44,007,44007,state law enforcement agency,"msa cnty under 10,000",new england,suburban,62,56,6,50,12,46,4,10,4,0,1,0,0,0,3,2,2,2,6,2,2,8,9,8,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,1,1,0,0,0,0,0,44,12,0,0,4,2,0,0
Washington State Police,1980,Rhode Island,RI,0,RI305SP,RI305SP00,44,009,44009,state law enforcement agency,"msa cnty under 10,000",new england,suburban,8,4,4,8,0,4,4,0,4,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
Barrington,1981,Rhode Island,RI,16286,RI00101,RI0010100,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,14,12,2,13,1,11,2,1,2,0,0,0,1,1,0,2,2,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0
Bristol,1981,Rhode Island,RI,20297,RI00102,RI0010200,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,10,9,1,10,0,9,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Warren,1981,Rhode Island,RI,10689,RI00103,RI0010300,44,001,44001,local police department,"cities 10,000-24,999",new england,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Coventry,1981,Rhode Island,RI,27161,RI00201,RI0020100,44,003,44003,local police department,"cities 25,000-49,999",new england,suburban,33,28,5,25,8,24,1,4,1,0,0,0,0,0,1,2,3,1,0,5,1,0,7,1,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0
East Greenwich,1981,Rhode Island,RI,10275,RI00202,RI0020200,44,003,44003,local police department,"cities 10,000-24,999",new england,suburban,57,55,2,45,12,43,2,12,2,0,0,0,0,1,1,1,2,5,8,2,3,0,13,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,4,0,0,1,0,0,0,0,0,53,2,0,0,2,0,0,0
Warwick,1981,Rhode Island,RI,87632,RI00203,RI0020300,44,003,44003,local police department,"cities 50,000-99,999",new england,non-suburban,359,251,108,304,55,215,85,36,85,4,5,18,21,22,19,27,18,14,16,16,17,13,37,24,22,6,3,0,2,0,0,0,2,4,5,6,2,1,3,0,3,3,0,4,9,2,6,5,0,0,0,0,0,242,9,0,0,107,1,0,0
West Warwick,1981,Rhode Island,RI,27151,RI00204,RI0020400,44,003,44003,local police department,"cities 25,000-49,999",new england,suburban,5,2,3,5,0,2,2,0,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
West Greenwich,1981,Rhode Island,RI,2742,RI00205,RI0020500,44,003,44003,local police department,"cities 2,500-9,999",new england,suburban,7,6,1,6,1,5,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Jamestown,1981,Rhode Island,RI,4054,RI00301,RI0030100,44,005,44005,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1981,Rhode Island,RI,17363,RI00302,RI0030200,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,16,16,0,13,3,13,0,3,0,0,0,0,0,0,0,4,0,0,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0
Newport,1981,Rhode Island,RI,29457,RI00303,RI0030300,44,005,44005,local police department,"cities 25,000-49,999",new england,non-suburban,27,27,0,26,1,26,0,1,0,0,0,0,0,0,0,3,2,2,0,3,0,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0
Portsmouth,1981,Rhode Island,RI,14349,RI00304,RI0030400,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,8,6,2,8,0,6,2,0,2,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0
Tiverton,1981,Rhode Island,RI,13572,RI00305,RI0030500,44,005,44005,local police department,"cities 10,000-24,999",new england,non-suburban,8,5,3,8,0,5,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Compton,1981,Rhode Island,RI,3106,RI00306,RI0030600,44,005,44005,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Falls,1981,Rhode Island,RI,17011,RI00401,RI0040100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,24,21,3,19,5,16,3,5,3,0,0,0,1,2,0,0,0,0,2,2,0,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,20,1,0,0,3,0,0,0
Cranston,1981,Rhode Island,RI,72405,RI00402,RI0040200,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,71,58,13,64,7,51,13,7,13,0,0,4,2,4,3,5,3,2,2,2,2,1,12,8,8,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,54,4,0,0,12,1,0,0
Cumberland,1981,Rhode Island,RI,27185,RI00403,RI0040300,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,6,5,1,6,0,5,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
East Providence,1981,Rhode Island,RI,51292,RI00404,RI0040400,44,007,44007,local police department,"cities 50,000-99,999",new england,suburban,23,16,7,21,2,14,7,2,7,0,0,2,1,2,2,0,2,0,0,2,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,7,0,0,0
Johnston,1981,Rhode Island,RI,24997,RI00405,RI0040500,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,58,36,22,47,11,32,15,4,15,0,0,2,5,6,2,2,0,5,4,3,2,0,5,4,3,1,1,0,1,0,1,0,1,2,1,1,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,22,0,0,0
Lincoln,1981,Rhode Island,RI,17014,RI00406,RI0040600,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,26,26,0,23,3,23,0,3,0,0,0,0,0,0,0,1,1,0,4,0,5,0,2,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0
North Providence,1981,Rhode Island,RI,29406,RI00407,RI0040700,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,55,32,23,49,6,31,18,1,18,0,0,3,4,7,4,5,1,3,1,2,0,2,4,3,7,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,23,0,0,0
Pawtucket,1981,Rhode Island,RI,71496,RI00408,RI0040800,44,007,44007,local police department,"cities 50,000-99,999",new england,non-suburban,52,40,12,47,5,35,12,5,12,0,1,3,4,2,2,5,2,4,0,2,2,1,6,5,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,29,11,0,0,10,2,0,0
Providence,1981,Rhode Island,RI,157540,RI00409,RI0040900,44,007,44007,local police department,"cities 100,000-249,999",new england,non-suburban,302,255,47,279,23,237,42,18,42,0,3,7,8,14,10,19,18,20,19,12,8,14,50,22,31,7,8,2,4,1,2,0,0,2,0,2,1,1,0,2,3,1,0,0,1,3,3,1,1,1,1,0,0,144,109,1,1,19,28,0,0
Scituate,1981,Rhode Island,RI,8444,RI00410,RI0041000,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Smithfield,1981,Rhode Island,RI,16979,RI00411,RI0041100,44,007,44007,local police department,"cities 10,000-24,999",new england,suburban,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Woonsocket,1981,Rhode Island,RI,46175,RI00412,RI0041200,44,007,44007,local police department,"cities 25,000-49,999",new england,suburban,56,47,9,47,9,38,8,9,8,1,0,2,1,2,3,3,3,3,1,4,3,2,9,3,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,3,1,0,0,0,0,0,0,36,10,1,0,8,1,0,0
Foster,1981,Rhode Island,RI,3368,RI00413,RI0041300,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Glocester,1981,Rhode Island,RI,7585,RI00414,RI0041400,44,007,44007,local police department,"cities 2,500-9,999",new england,suburban,5,1,4,4,1,0,4,1,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
