agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Hawaii County,1982,Hawaii,HI,56828,HI00100,HI0010000,15,001,15001,25,18,7,19,6,17,2,1,2,0,0,0,0,1,1,4,1,1,0,0,0,0,5,4,1,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,8,0,3,0,4,0
Hilo,1982,Hawaii,HI,38180,HI00101,HI0010100,15,001,15001,37,7,30,23,14,7,16,0,16,0,0,3,4,6,3,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,22,0
Honolulu,1982,Hawaii,HI,785181,HI00200,HI0020000,15,003,15003,559,297,262,495,64,261,233,36,233,1,5,37,57,52,82,48,48,30,20,18,16,12,34,14,12,4,0,3,2,0,0,0,4,9,9,5,1,2,2,5,5,3,5,2,5,3,2,1,1,0,0,0,0,68,11,217,1,16,3,243,0
Kauai County,1982,Hawaii,HI,40306,HI00400,HI0040000,15,007,15007,31,12,19,19,12,9,10,3,10,0,1,7,1,1,0,0,0,2,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,2,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,8,0,2,0,17,0
Maui County,1982,Hawaii,HI,73505,HI00500,HI0050000,15,009,15009,61,21,40,57,4,20,37,1,37,0,2,10,8,7,10,4,5,0,1,0,1,0,5,0,2,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,8,0,32,0
Hawaii County,1983,Hawaii,HI,58485,HI00100,HI0010000,15,001,15001,35,13,22,31,4,12,19,1,19,0,0,14,0,2,3,1,1,1,2,1,0,2,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,7,0,9,0,13,0
Hilo,1983,Hawaii,HI,39293,HI00101,HI0010100,15,001,15001,42,21,21,36,6,20,16,1,16,0,0,3,5,6,2,5,4,0,2,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,5,0,16,0
Honolulu,1983,Hawaii,HI,808092,HI00200,HI0020000,15,003,15003,649,382,267,595,54,353,241,29,241,1,9,54,34,74,70,68,62,38,22,35,29,20,43,17,12,2,2,1,1,0,1,0,0,10,3,4,8,1,3,6,2,2,2,3,3,2,4,1,0,0,0,0,0,117,10,255,0,17,4,246,0
Kauai County,1983,Hawaii,HI,41481,HI00400,HI0040000,15,007,15007,21,12,9,20,1,12,8,0,8,0,0,0,1,4,3,0,1,2,0,0,1,0,2,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,1,0,8,0
Maui County,1983,Hawaii,HI,75649,HI00500,HI0050000,15,009,15009,36,20,16,34,2,19,15,1,15,0,1,1,2,9,2,3,1,3,4,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,1,3,0,13,0
Hawaii County,1984,Hawaii,HI,67605,HI00100,HI0010000,15,001,15001,46,27,19,44,2,26,18,1,18,0,0,9,3,1,5,2,3,4,4,0,1,2,2,6,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,10,0,9,0
Hilo,1984,Hawaii,HI,36722,HI00101,HI0010100,15,001,15001,25,9,16,19,6,8,11,1,11,0,0,2,3,5,1,0,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,14,0
Honolulu,1984,Hawaii,HI,810772,HI00200,HI0020000,15,003,15003,511,309,202,469,42,294,175,15,175,0,5,32,50,51,37,85,46,23,23,9,21,12,41,13,8,5,4,1,1,1,1,0,1,4,14,4,4,2,3,1,0,2,0,0,0,3,1,2,1,0,0,0,0,54,10,245,0,16,3,183,0
Kauai County,1984,Hawaii,HI,43730,HI00400,HI0040000,15,007,15007,26,11,15,21,5,11,10,0,10,0,0,1,0,2,7,0,0,1,0,1,1,1,3,1,1,1,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,2,0,13,0
Maui County,1984,Hawaii,HI,80171,HI00500,HI0050000,15,009,15009,49,24,25,38,11,22,16,2,16,0,1,6,1,6,2,4,2,2,1,3,2,2,4,2,0,0,0,0,0,0,0,0,1,4,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,11,1,3,0,22,0
Hawaii County,1985,Hawaii,HI,70698,HI00100,HI0010000,15,001,15001,37,20,17,32,5,18,14,2,14,0,0,4,3,3,4,2,2,1,1,1,0,1,7,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,8,0,7,0,10,0
Hilo,1985,Hawaii,HI,37259,HI00101,HI0010100,15,001,15001,25,7,18,22,3,6,16,1,16,0,1,4,2,7,2,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,8,1,9,0
Honolulu,1985,Hawaii,HI,817083,HI00200,HI0020000,15,003,15003,598,385,213,536,62,353,183,32,183,0,6,35,31,68,43,54,58,37,33,20,25,20,59,23,12,5,3,1,1,2,0,0,0,5,8,13,4,8,6,4,2,1,0,1,4,4,1,1,0,0,0,0,0,79,14,292,0,23,1,189,0
Kauai County,1985,Hawaii,HI,44644,HI00400,HI0040000,15,007,15007,44,20,24,35,9,16,18,4,18,1,0,8,0,4,6,2,1,0,5,1,0,0,4,2,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,12,0,5,0,19,0
Maui County,1985,Hawaii,HI,84316,HI00500,HI0050000,15,009,15009,112,37,75,88,24,33,55,4,55,0,3,13,19,14,6,5,4,4,1,1,6,0,3,5,2,2,0,0,0,0,0,0,0,7,5,8,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15,0,22,0,16,0,59,0
Hawaii County,1986,Hawaii,HI,70693,HI00100,HI0010000,15,001,15001,49,14,35,37,12,14,23,0,23,0,2,7,7,5,2,1,1,1,1,0,0,1,4,2,1,1,1,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,1,12,0,23,0
Hilo,1986,Hawaii,HI,38094,HI00101,HI0010100,15,001,15001,51,9,42,49,2,9,40,0,40,0,0,21,10,6,3,1,1,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,15,2,25,0
Honolulu,1986,Hawaii,HI,823306,HI00200,HI0020000,15,003,15003,654,283,371,564,90,256,307,27,307,1,11,122,52,69,53,45,36,32,30,23,12,13,33,16,6,7,0,2,1,0,0,0,11,21,13,9,9,6,5,2,1,3,0,1,3,3,1,0,1,1,0,0,0,54,15,213,1,24,2,345,0
Kauai County,1986,Hawaii,HI,44965,HI00400,HI0040000,15,007,15007,45,28,17,33,12,19,14,9,14,0,0,3,3,5,3,4,3,1,0,2,1,1,2,1,4,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,10,0,18,0,3,0,14,0
Maui County,1986,Hawaii,HI,84942,HI00500,HI0050000,15,009,15009,68,33,35,58,10,30,28,3,28,0,1,9,5,7,6,6,3,0,2,2,2,1,6,5,0,2,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,14,0,19,0,8,0,27,0
Hawaii County,1987,Hawaii,HI,75143,HI00100,HI0010000,15,001,15001,28,13,15,23,5,12,11,1,11,0,0,1,1,4,5,1,2,1,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,5,0,9,0,6,0
Hilo,1987,Hawaii,HI,38836,HI00101,HI0010100,15,001,15001,28,11,17,28,0,11,17,0,17,0,0,0,5,7,5,2,1,0,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,0,10,0
Honolulu,1987,Hawaii,HI,832614,HI00200,HI0020000,15,003,15003,716,269,447,621,95,242,379,27,379,0,8,147,50,108,66,48,39,31,21,13,17,7,39,14,7,3,2,0,1,0,0,0,1,13,19,20,15,4,3,2,2,2,1,3,7,1,0,2,0,0,0,0,0,70,19,179,1,33,4,410,0
Kauai County,1987,Hawaii,HI,47202,HI00400,HI0040000,15,007,15007,67,14,53,59,8,14,45,0,45,0,3,18,8,7,9,1,0,1,2,0,0,0,3,0,3,2,2,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,15,0,38,0
Maui County,1987,Hawaii,HI,89205,HI00500,HI0050000,15,009,15009,109,49,60,90,19,40,50,9,50,0,2,21,15,7,5,5,5,3,3,3,2,7,5,3,1,2,1,0,0,0,0,0,0,6,3,1,0,0,2,3,0,0,0,0,3,1,0,0,0,0,0,0,0,16,1,32,0,15,0,45,0
Hawaii County,1988,Hawaii,HI,76152,HI00100,HI0010000,15,001,15001,54,24,30,45,9,22,23,2,23,0,0,6,6,8,3,4,0,4,1,2,0,1,4,4,2,0,0,0,0,0,0,0,0,3,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,2,6,0,11,0,19,0
Hilo,1988,Hawaii,HI,39358,HI00101,HI0010100,15,001,15001,30,11,19,25,5,7,18,4,18,0,0,9,2,3,4,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,6,0,15,0,4,0
Honolulu,1988,Hawaii,HI,838656,HI00200,HI0020000,15,003,15003,805,373,432,669,136,320,347,53,347,2,14,98,86,71,78,56,50,28,35,24,13,8,54,29,12,5,5,0,0,1,0,0,3,32,17,19,12,8,6,3,3,3,4,4,8,10,1,2,0,0,0,0,1,117,24,232,0,52,7,373,0
Kauai County,1988,Hawaii,HI,48062,HI00400,HI0040000,15,007,15007,47,19,28,39,8,16,21,3,21,2,2,5,1,1,12,2,1,1,0,2,1,0,5,0,2,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,12,1,6,0,12,0,16,0
Maui County,1988,Hawaii,HI,90772,HI00500,HI0050000,15,009,15009,136,52,84,108,28,46,62,6,62,0,0,39,9,11,3,4,5,5,1,3,1,1,9,4,5,2,6,0,0,0,0,0,2,11,2,4,3,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,25,6,20,1,17,1,66,0
Hawaii County,1989,Hawaii,HI,81912,HI00100,HI0010000,15,001,15001,68,26,42,57,11,21,36,5,36,0,3,9,13,6,5,1,4,0,0,3,1,0,7,2,2,0,1,0,0,0,0,0,2,3,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,14,0,12,0,15,0,27,0
Hilo,1989,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,53,20,33,48,5,19,29,1,29,0,0,5,6,9,9,4,2,4,0,0,2,1,4,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,11,0,12,0,21,0
Kauai County,1989,Hawaii,HI,49915,HI00400,HI0040000,15,007,15007,43,14,29,37,6,13,22,1,22,2,1,12,5,2,2,0,0,0,0,1,0,2,3,1,3,2,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,9,0,8,2,19,0
Maui County,1989,Hawaii,HI,94160,HI00500,HI0050000,15,009,15009,104,54,50,82,22,49,33,5,33,0,0,7,3,7,16,10,3,0,5,3,4,0,7,4,12,0,1,0,0,0,0,0,2,9,3,2,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,27,4,23,0,8,1,41,0
Hawaii County,1990,Hawaii,HI,83263,HI00100,HI0010000,15,001,15001,66,28,38,61,5,26,35,2,35,0,1,8,12,3,11,2,3,1,3,0,2,1,9,2,2,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,15,0,18,0,20,0
Hilo,1990,Hawaii,HI,37054,HI00101,HI0010100,15,001,15001,71,19,52,53,18,15,38,4,38,0,1,13,10,5,9,2,1,1,0,0,5,1,1,4,0,0,0,0,0,0,0,0,1,6,2,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,11,0,17,1,34,0
Honolulu,1990,Hawaii,HI,836231,HI00200,HI0020000,15,003,15003,1124,620,504,922,202,501,420,119,420,1,8,137,102,101,72,62,36,40,22,30,29,36,144,56,25,9,6,4,1,0,1,0,2,16,29,27,9,9,5,6,6,8,9,7,25,39,4,0,1,0,0,0,0,138,16,466,0,58,6,440,0
Kauai County,1990,Hawaii,HI,51177,HI00400,HI0040000,15,007,15007,54,25,29,38,16,19,19,6,19,0,2,7,6,2,2,3,1,1,0,2,1,1,1,3,5,1,0,0,0,0,0,0,1,6,1,0,2,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,9,2,14,0,9,0,20,0
Maui County,1990,Hawaii,HI,100504,HI00500,HI0050000,15,009,15009,104,46,58,89,15,41,48,5,48,0,6,13,9,16,4,6,5,3,2,1,0,1,13,6,2,2,0,0,0,0,0,0,0,6,2,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,16,0,30,0,9,0,49,0
Hawaii County,1991,Hawaii,HI,85274,HI00100,HI0010000,15,001,15001,51,21,30,43,8,18,25,3,25,0,0,6,5,6,8,2,1,1,1,0,1,0,6,3,1,0,1,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,6,0,15,0,15,0
Hilo,1991,Hawaii,HI,37949,HI00101,HI0010100,15,001,15001,71,18,53,50,21,13,37,5,37,0,0,11,14,8,4,2,1,1,1,2,0,0,2,1,2,0,0,1,0,0,0,0,0,5,3,2,6,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,8,1,9,0,11,0,41,1
Honolulu,1991,Hawaii,HI,856432,HI00200,HI0020000,15,003,15003,1030,525,505,854,176,432,422,93,422,0,9,67,104,137,105,88,33,22,37,16,16,19,87,65,34,12,3,0,0,0,0,0,2,21,21,26,13,7,7,4,5,7,5,8,25,15,5,4,0,0,0,1,0,124,37,364,0,94,27,384,0
Kauai County,1991,Hawaii,HI,52413,HI00400,HI0040000,15,007,15007,40,20,20,32,8,17,14,3,14,1,3,4,2,3,2,1,2,2,1,2,1,0,2,4,0,0,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,10,0,11,0,9,0
Maui County,1991,Hawaii,HI,102932,HI00500,HI0050000,15,009,15009,62,35,27,43,19,24,19,11,19,0,0,3,4,7,5,6,2,1,0,0,1,1,7,2,2,1,1,0,0,0,0,0,0,6,2,0,0,2,2,1,0,2,1,1,0,1,0,1,0,0,0,0,0,22,0,12,1,8,0,18,1
Hawaii County,1992,Hawaii,HI,87152,HI00100,HI0010000,15,001,15001,36,19,17,31,5,17,14,2,14,0,0,2,6,4,2,3,1,1,3,1,1,1,1,0,2,2,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,10,2,5,0
Hilo,1992,Hawaii,HI,38785,HI00101,HI0010100,15,001,15001,49,6,43,33,16,6,27,0,27,0,5,3,9,5,5,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,11,1,31,0
Honolulu,1992,Hawaii,HI,875297,HI00200,HI0020000,15,003,15003,1264,687,577,992,272,556,436,131,436,0,22,146,94,91,83,56,42,47,31,53,34,19,111,80,47,23,8,5,0,0,0,0,1,60,25,34,21,10,14,8,11,13,8,6,29,18,7,4,2,1,0,0,0,130,22,534,1,58,14,505,0
Kauai County,1992,Hawaii,HI,53567,HI00400,HI0040000,15,007,15007,50,15,35,31,19,12,19,3,19,0,3,10,3,3,0,2,0,0,3,1,1,0,1,2,0,1,0,0,0,0,1,0,1,6,6,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,6,0,11,1,23,0
Maui County,1992,Hawaii,HI,105199,HI00500,HI0050000,15,009,15009,85,30,55,65,20,26,39,4,39,0,1,12,4,13,9,2,4,2,5,0,1,1,7,1,2,0,1,0,0,0,0,0,1,11,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,14,0,24,0,29,2
Hawaii County,1993,Hawaii,HI,92866,HI00100,HI0010000,15,001,15001,70,21,49,54,16,20,34,1,34,0,0,3,11,13,7,3,1,0,2,3,1,2,3,2,1,1,1,0,0,0,0,0,1,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,24,2,23,0
Hilo,1993,Hawaii,HI,39321,HI00101,HI0010100,15,001,15001,41,26,15,34,7,24,10,2,10,0,0,1,1,2,6,2,2,0,0,5,2,2,2,4,1,1,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,1,13,0,5,0,10,0
Honolulu,1993,Hawaii,HI,875455,HI00200,HI0020000,15,003,15003,1334,938,396,1070,264,763,306,175,306,1,5,71,81,77,72,70,55,33,35,36,48,46,183,152,66,20,13,4,1,0,1,1,4,31,21,15,17,12,12,8,7,16,17,9,43,29,8,10,4,0,0,0,0,181,35,722,0,29,6,361,0
Kauai County,1993,Hawaii,HI,54978,HI00400,HI0040000,15,007,15007,101,30,71,76,25,26,49,4,49,1,4,21,13,4,7,5,1,0,2,1,1,2,4,3,2,2,2,0,0,1,0,0,5,6,6,2,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,18,0,12,0,19,1,51,0
Maui County,1993,Hawaii,HI,109380,HI00500,HI0050000,15,009,15009,107,51,56,85,22,46,39,5,39,0,4,7,8,6,14,7,5,10,2,0,0,0,8,5,1,6,1,0,0,0,1,0,0,7,5,2,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,18,1,32,0,26,0,30,0
Hawaii County,1994,Hawaii,HI,93420,HI00100,HI0010000,15,001,15001,83,32,51,62,21,28,34,4,34,0,3,16,4,6,5,1,5,2,0,1,1,2,3,2,5,2,1,1,1,0,1,0,2,9,3,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,19,1,12,0,18,0,33,0
Hilo,1994,Hawaii,HI,39555,HI00101,HI0010100,15,001,15001,25,7,18,19,6,6,13,1,13,0,0,4,1,3,5,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,12,0,6,0
Honolulu,1994,Hawaii,HI,880687,HI00200,HI0020000,15,003,15003,1511,1240,271,1149,362,970,179,270,179,0,2,47,40,49,41,81,46,70,33,32,24,54,295,171,101,49,4,6,0,3,1,0,1,30,24,25,12,13,15,20,10,9,17,13,60,64,30,9,9,1,0,0,0,254,49,937,0,12,3,256,0
Kauai County,1994,Hawaii,HI,55306,HI00400,HI0040000,15,007,15007,55,24,31,37,18,20,17,4,17,0,0,3,3,2,9,2,0,1,0,0,5,1,4,2,1,3,1,0,0,0,0,0,2,9,3,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,15,0,9,0,10,2,19,0
Maui County,1994,Hawaii,HI,110032,HI00500,HI0050000,15,009,15009,68,38,30,52,16,36,16,2,16,0,2,7,1,4,2,3,3,4,4,3,1,2,9,1,4,2,0,0,0,0,0,0,0,4,3,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,28,0,10,1,19,0
