agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Central,1980,New Mexico,NM,1961,NM00903,NM0090300,35,017,35017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurley,1980,New Mexico,NM,1601,NM00904,NM0090400,35,017,35017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western New Mexico Univ,1980,New Mexico,NM,0,NM00905,NM0090500,35,017,35017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosa,1980,New Mexico,NM,2477,NM01001,NM0100100,35,019,35019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vaughn,1980,New Mexico,NM,738,NM01002,NM0100200,35,019,35019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea,1980,New Mexico,NM,10560,NM01300,NM0130000,35,025,35025,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eunice,1980,New Mexico,NM,2962,NM01301,NM0130100,35,025,35025,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Hobbs,1980,New Mexico,NM,29194,NM01302,NM0130200,35,025,35025,35,18,17,35,0,18,17,0,17,0,0,7,4,1,5,2,4,2,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,14,3,0,0
Lovington,1980,New Mexico,NM,9766,NM01304,NM0130400,35,025,35025,7,2,5,7,0,2,4,0,4,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
Tatum,1980,New Mexico,NM,897,NM01305,NM0130500,35,025,35025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,1980,New Mexico,NM,5837,NM01400,NM0140000,35,027,35027,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ruidoso,1980,New Mexico,NM,4284,NM01401,NM0140100,35,027,35027,24,16,8,24,0,16,6,0,6,2,0,2,1,0,3,4,1,0,0,2,1,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,8,0,0,0
Ruidoso Downs,1980,New Mexico,NM,872,NM01403,NM0140300,35,027,35027,7,0,7,7,0,0,7,0,7,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Los Alamos,1980,New Mexico,NM,17586,NM01501,NM0150100,35,028,35028,20,2,18,19,1,2,17,0,17,0,3,2,4,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0
Luna,1980,New Mexico,NM,5615,NM01600,NM0160000,35,029,35029,9,7,2,9,0,7,2,0,2,0,0,1,0,1,0,1,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0
Deming,1980,New Mexico,NM,10038,NM01601,NM0160100,35,029,35029,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
Mckinley,1980,New Mexico,NM,31119,NM01700,NM0170000,35,031,35031,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gallup,1980,New Mexico,NM,18232,NM01701,NM0170100,35,031,35031,66,48,18,63,3,45,18,3,18,0,0,2,5,9,2,3,6,4,8,1,2,2,7,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,35,10,0,0,8
Otero,1980,New Mexico,NM,15485,NM01900,NM0190000,35,035,35035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alamogordo,1980,New Mexico,NM,24018,NM01901,NM0190100,35,035,35035,43,13,30,33,10,11,21,2,21,1,1,8,3,3,6,2,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,0,0,28,2,0,0
Tularosa,1980,New Mexico,NM,2521,NM01902,NM0190200,35,035,35035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucumcari,1980,New Mexico,NM,6774,NM02001,NM0200100,35,037,35037,14,8,6,14,0,8,6,0,6,0,0,2,0,1,3,1,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0
Espanola,1980,New Mexico,NM,6814,NM02101,NM0210100,35,039,35039,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Dulce Tribal Police,1980,New Mexico,NM,2567,NM02103,NM0210300,35,039,35039,7,4,3,6,1,3,3,1,3,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
Roosevelt,1980,New Mexico,NM,5744,NM02200,NM0220000,35,041,35041,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Portales,1980,New Mexico,NM,9927,NM02201,NM0220100,35,041,35041,17,10,7,15,2,8,7,2,7,0,0,2,0,2,3,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0
Sandoval,1980,New Mexico,NM,27923,NM02300,NM0230000,35,043,35043,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
Cuba,1980,New Mexico,NM,605,NM02302,NM0230200,35,043,35043,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Corrales,1980,New Mexico,NM,2745,NM02303,NM0230300,35,043,35043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan,1980,New Mexico,NM,39805,NM02400,NM0240000,35,045,35045,21,17,4,21,0,17,4,0,4,0,0,1,1,2,0,1,4,1,1,4,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,3,0,0,1
Aztec,1980,New Mexico,NM,5531,NM02401,NM0240100,35,045,35045,25,5,20,22,3,5,14,0,14,3,2,3,2,4,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,17,0,0,3
Farmington,1980,New Mexico,NM,30965,NM02402,NM0240200,35,045,35045,110,74,36,108,2,72,33,2,33,3,1,5,6,12,9,8,13,10,4,6,8,2,12,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,52,3,0,19,23,2,2,9
Bloomfield,1980,New Mexico,NM,4665,NM02403,NM0240300,35,045,35045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Las Vegas City,1980,New Mexico,NM,14278,NM02501,NM0250100,35,047,35047,22,10,12,20,2,10,10,0,10,0,0,1,5,1,3,2,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0
N Mexico Highlands Univ,1980,New Mexico,NM,0,NM02503,NM0250300,35,047,35047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe,1980,New Mexico,NM,23196,NM02600,NM0260000,35,049,35049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe,1980,New Mexico,NM,48963,NM02601,NM0260100,35,049,35049,130,69,61,116,14,66,49,3,49,1,0,9,9,16,15,7,14,3,6,1,2,5,14,8,4,1,0,1,0,0,0,0,0,3,2,2,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,69,0,0,0,61,0,0,0
Sierra,1980,New Mexico,NM,3224,NM02700,NM0270000,35,051,35051,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Truth Or Consequences,1980,New Mexico,NM,5223,NM02701,NM0270100,35,051,35051,4,2,2,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Socorro,1980,New Mexico,NM,5229,NM02800,NM0280000,35,053,35053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socorro,1980,New Mexico,NM,7008,NM02801,NM0280100,35,053,35053,10,8,2,10,0,8,2,0,2,0,0,0,0,0,2,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0
Taos,1980,New Mexico,NM,3384,NM02901,NM0290100,35,055,35055,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Torrance,1980,New Mexico,NM,4264,NM03000,NM0300000,35,057,35057,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Estancia,1980,New Mexico,NM,837,NM03002,NM0300200,35,057,35057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton,1980,New Mexico,NM,2981,NM03101,NM0310100,35,059,35059,2,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Valencia,1980,New Mexico,NM,25007,NM03200,NM0320000,35,061,35061,24,10,14,20,4,6,14,4,14,0,0,5,4,2,3,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0
Belen,1980,New Mexico,NM,5607,NM03201,NM0320100,35,061,35061,15,11,4,14,1,11,3,0,3,0,0,0,0,2,1,2,1,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0
Grants,1980,New Mexico,NM,11635,NM03202,NM0320200,35,006,35006,13,5,8,13,0,5,3,0,3,5,0,1,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,1
Los Lunas,1980,New Mexico,NM,3531,NM03203,NM0320300,35,061,35061,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Milan,1980,New Mexico,NM,3774,NM03204,NM0320400,35,006,35006,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acoma,1980,New Mexico,NM,3932,NM03206,NM0320600,35,061,35061,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bosque Farms,1980,New Mexico,NM,3325,NM03207,NM0320700,35,061,35061,2,0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
State Police,1980,New Mexico,NM,0,NMNSP00,NMNSP0000,35,049,35049,46,26,20,45,1,25,20,1,20,0,0,4,9,4,3,6,2,2,3,4,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,5,15,2,0,3
Albuquerque,1981,New Mexico,NM,336840,NM00101,NM0010100,35,001,35001,332,172,160,316,16,163,148,9,148,5,5,29,26,50,38,34,26,10,18,6,10,7,21,15,8,4,2,0,2,0,0,0,1,3,1,1,1,4,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,154,15,0,3,146,10,1,3
Roswell,1981,New Mexico,NM,40664,NM00301,NM0030100,35,005,35005,33,19,14,32,1,18,13,1,13,1,1,2,0,7,3,1,2,2,2,1,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,12,2,0,0
Clovis,1981,New Mexico,NM,32107,NM00501,NM0050100,35,009,35009,10,5,5,10,0,5,5,0,5,0,0,3,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,1,0,0
Las Cruces,1981,New Mexico,NM,46009,NM00701,NM0070100,35,013,35013,19,16,3,17,2,15,2,1,2,0,0,0,0,1,1,2,2,2,2,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0
New Mexico State Univ,1981,New Mexico,NM,0,NM00704,NM0070400,35,013,35013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artesia,1981,New Mexico,NM,10684,NM00801,NM0080100,35,015,35015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlsbad,1981,New Mexico,NM,26215,NM00802,NM0080200,35,015,35015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
