agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Washington,1985,District of Columbia,NA,626e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3384,3048,336,2671,713,2371,294,677,294,6,24,85,58,63,64,73,91,105,115,103,103,101,520,479,309,139,91,76,24,28,14,0,1,7,8,12,8,16,37,34,51,41,32,45,158,112,79,31,18,10,5,5,3,449,2478,113,8,9,327,0,0,1670,1180,490,1522,148,1060,462,120,462,0,12,62,110,147,131,135,145,92,88,62,64,51,199,121,56,24,9,8,0,4,2,1,0,0,3,14,10,9,12,7,11,6,10,6,26,23,6,3,1,0,0,0,0,49,1121,9,1,4,486,0,0
Zoological Park Police,1985,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1986,District of Columbia,NA,626e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3992,3696,296,3185,807,2912,269,784,269,4,8,51,73,80,57,51,110,115,111,138,137,111,630,625,403,192,129,78,36,29,17,0,3,5,3,9,3,15,28,28,40,38,30,43,198,146,99,61,18,20,7,0,13,632,2945,114,5,19,277,0,0,2495,1480,1015,2314,181,1329,980,151,980,5,9,91,256,374,250,129,219,157,128,74,90,49,219,142,66,29,12,8,3,1,3,0,1,6,6,8,9,6,6,12,10,9,11,11,45,27,11,1,2,0,0,0,0,59,1415,6,0,8,1007,0,0
Zoological Park Police,1986,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1987,District of Columbia,NA,622e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3717,3354,363,2922,795,2652,259,702,259,11,34,76,47,57,45,26,89,91,99,98,104,116,609,592,415,170,104,58,35,21,25,1,8,18,20,21,25,5,29,29,30,15,40,26,160,137,125,47,26,12,6,2,13,568,2640,145,1,34,329,0,0,2480,1339,1141,2298,182,1231,1065,108,1065,2,29,165,256,364,251,100,206,117,107,76,89,64,217,123,82,27,10,5,4,3,1,0,3,18,17,23,13,5,9,11,6,12,8,0,18,20,12,3,4,0,0,0,0,56,1269,13,1,20,1120,1,0
Washington,1988,District of Columbia,NA,62e4,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3566,3331,235,2722,844,2572,147,759,147,3,26,43,21,21,36,33,54,81,92,82,81,91,579,609,447,182,87,78,22,17,37,0,6,20,20,13,26,22,23,23,24,29,26,31,173,162,104,56,33,24,14,1,14,558,2670,102,1,34,200,1,0,2711,1297,1414,2519,192,1170,1349,127,1349,0,42,282,273,392,360,122,174,129,78,71,58,67,204,141,71,28,14,8,2,2,1,0,3,9,14,20,19,8,11,8,12,5,9,5,37,18,5,5,3,0,0,0,1,56,1226,14,1,22,1389,3,0
Zoological Park Police,1988,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,2,0,2,2,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1989,District of Columbia,NA,604e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3269,3053,216,2499,770,2367,128,686,128,4,17,31,27,30,23,42,59,69,71,102,90,89,608,562,367,177,45,58,18,4,6,1,7,29,14,15,18,27,29,23,18,22,22,25,163,161,123,42,12,7,7,1,4,316,2730,6,1,20,195,1,0,3008,1714,1294,2781,227,1559,1217,155,1217,5,65,265,251,318,318,335,187,116,95,86,88,60,252,176,96,50,9,5,2,0,2,0,3,19,13,18,19,11,22,11,14,5,11,9,34,26,6,4,0,0,1,0,1,77,1632,4,1,34,1259,1,0
Washington,1990,District of Columbia,NA,606900,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3236,2989,247,2495,741,2329,158,660,158,8,17,59,21,33,28,51,56,62,73,81,77,100,550,601,370,172,66,43,10,8,9,2,6,21,17,18,17,20,31,27,24,24,19,17,137,164,112,48,18,10,3,2,4,353,2634,2,0,39,208,0,0,2844,1781,1063,2639,205,1634,996,147,996,9,27,210,253,230,276,293,219,183,129,101,72,67,292,141,88,35,6,4,2,2,0,1,1,9,15,15,17,14,15,10,9,10,11,13,37,14,12,2,0,0,0,0,0,78,1702,1,0,25,1038,0,0
Washington,1991,District of Columbia,NA,598e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3281,3055,226,2609,672,2455,149,600,149,5,12,50,32,23,32,53,55,64,69,68,89,98,511,595,426,257,84,51,22,9,4,3,3,19,16,21,10,21,10,17,15,22,23,31,142,127,108,48,10,14,9,2,1,415,2636,4,0,30,191,5,0,2626,1747,879,2419,207,1600,809,147,809,10,30,202,150,215,212,287,205,189,113,94,72,52,270,153,87,48,17,10,2,1,0,2,4,20,9,10,15,11,9,10,14,10,4,14,32,20,16,6,1,0,0,0,0,67,1680,0,0,18,860,1,0
Zoological Park Police,1991,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,1992,District of Columbia,NA,589e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3142,3014,128,2559,583,2473,83,541,83,3,8,36,14,8,17,39,40,41,67,61,90,87,514,597,459,264,115,47,37,6,9,4,3,17,9,3,6,10,9,13,12,16,14,16,94,148,116,58,18,9,6,1,1,382,2630,2,0,10,118,0,0,2105,1481,624,1947,158,1369,573,112,573,5,15,134,135,171,118,225,176,154,120,82,63,65,212,120,79,44,16,5,5,2,1,1,2,9,8,9,17,9,13,11,8,7,9,5,22,13,11,2,1,0,1,0,0,88,1393,0,0,8,616,0,0
Zoological Park Police,1992,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Washington,1993,District of Columbia,NA,578e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,3152,2969,183,2581,571,2440,134,529,134,7,18,45,20,27,24,34,48,32,35,55,77,55,493,574,511,304,133,47,30,7,5,3,4,14,8,8,5,9,12,7,5,11,11,11,103,147,130,55,18,7,3,0,0,357,2608,3,1,22,161,0,0,1969,1303,666,1811,158,1204,598,99,598,9,18,121,145,146,168,200,153,116,80,71,63,59,183,120,81,52,14,9,1,1,1,1,2,23,14,9,10,13,8,7,7,6,9,3,17,16,10,2,1,0,0,0,0,73,1229,1,0,19,646,1,0
Washington,1994,District of Columbia,NA,57e4,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,2860,2716,144,2286,574,2185,101,531,101,0,13,29,24,18,17,50,42,32,32,27,49,47,398,519,463,310,139,46,17,13,1,0,4,17,9,7,6,15,11,19,11,14,17,17,92,105,128,57,25,9,8,2,1,354,2358,2,2,23,121,0,0,1623,1159,464,1487,136,1061,425,98,425,1,9,96,95,103,122,154,127,88,90,58,57,30,164,143,69,58,17,4,2,0,0,0,2,9,5,10,12,10,5,7,8,4,1,3,21,21,9,5,2,2,0,0,0,92,1067,0,0,30,434,0,0
Washington,1995,District of Columbia,NA,554e3,DCMPD00,DCMPD0000,11,001,11001,local police department,"cities 500,000-999,999",south atlantic,non-suburban,2587,2511,76,2112,475,2044,68,467,68,0,6,21,10,12,19,44,33,37,30,43,41,51,358,469,433,286,133,49,16,15,6,0,1,1,3,3,0,17,11,13,13,9,11,15,61,102,109,51,27,15,4,6,3,339,2170,2,0,8,65,3,0,1944,1175,769,1779,165,1061,716,114,716,2,26,158,157,180,195,189,155,102,75,69,36,41,138,95,75,48,27,10,0,0,1,0,2,16,10,15,8,14,7,8,13,5,5,7,17,18,11,7,1,1,0,0,0,106,1069,0,0,42,727,0,0
Metro Transit Police,2001,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,special jurisdiction,"cities under 2,500",south atlantic,suburban,47,44,3,44,3,41,3,3,3,0,0,1,1,0,1,1,6,3,3,3,1,2,3,5,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,39,0,0,1,2,0,0,38,21,17,35,3,19,16,2,16,0,0,9,1,3,3,6,4,1,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,14,0,0,0,16,0,0
Metro Transit Police,2002,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,special jurisdiction,"cities under 2,500",south atlantic,suburban,40,27,13,38,2,26,12,1,12,0,0,7,1,4,0,3,4,2,0,1,2,0,2,2,3,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,12,1,0,49,18,31,48,1,18,30,0,30,0,2,11,7,6,4,3,3,0,1,0,1,1,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,1,30,0,0
Metro Transit Police,2003,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,special jurisdiction,"cities under 2,500",south atlantic,suburban,36,29,7,34,2,28,6,1,6,0,1,0,3,0,2,4,5,2,1,2,2,1,2,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,22,0,0,0,7,0,0,40,10,30,40,0,10,30,0,30,0,0,12,8,5,5,3,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,29,0,0
National Zoological Park,2003,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro Transit Police,2004,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,special jurisdiction,"cities under 2,500",south atlantic,suburban,37,29,8,34,3,27,7,2,7,0,1,2,2,2,0,0,0,1,1,2,1,3,1,2,4,3,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,19,1,0,0,8,0,0,48,7,41,47,1,7,40,0,40,0,4,21,11,3,1,0,1,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,39,0,0
Metro Transit Police,2005,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,special jurisdiction,"cities under 2,500",south atlantic,suburban,58,23,35,51,7,19,32,4,32,0,2,13,12,3,2,3,0,1,2,0,0,1,2,0,4,5,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,16,0,0,4,31,0,0,23,6,17,22,1,5,17,1,17,0,1,10,1,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,13,0,0
National Zoological Park,2005,District of Columbia,NA,0,DCZPP00,DCZPP0000,11,001,11001,federal,"cities under 2,500",south atlantic,suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro Transit Police,2006,District of Columbia,NA,0,DCMTP00,DCMTP0000,11,001,11001,special jurisdiction,"cities under 2,500",south atlantic,suburban,42,24,18,39,3,22,17,2,17,0,2,1,5,4,5,1,2,2,1,3,0,3,3,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,3,15,0,0,15,6,9,14,1,6,8,0,8,0,0,0,4,2,2,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,9,0,0
