agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,rape_male_under_10,rape_male_10_12,rape_male_13_14,rape_male_15,rape_male_16,rape_male_17,rape_male_18,rape_male_19,rape_male_20,rape_male_21,rape_male_22,rape_male_23,rape_male_24,rape_male_25_29,rape_male_30_34,rape_male_35_39,rape_male_40_44,rape_male_45_49,rape_male_50_54,rape_male_55_59,rape_male_60_64,rape_male_over_64,rape_female_under_10,rape_female_10_12,rape_female_13_14,rape_female_15,rape_female_16,rape_female_17,rape_female_18,rape_female_19,rape_female_20,rape_female_21,rape_female_22,rape_female_23,rape_female_24,rape_female_25_29,rape_female_30_34,rape_female_35_39,rape_female_40_44,rape_female_45_49,rape_female_50_54,rape_female_55_59,rape_female_60_64,rape_female_over_64,rape_adult_white,rape_adult_black,rape_adult_asian,rape_adult_indian,rape_juv_white,rape_juv_black,rape_juv_asian,rape_juv_indian
Williams,1980,Arizona,AZ,2269,AZ00307,AZ0030700,04,005,04005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Page,1980,Arizona,AZ,4880,AZ00308,AZ0030800,04,005,04005,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Northern Arizona Univ,1980,Arizona,AZ,0,AZ00397,AZ0039700,04,005,04005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gila,1980,Arizona,AZ,20418,AZ00400,AZ0040000,04,007,04007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Globe,1980,Arizona,AZ,6642,AZ00401,AZ0040100,04,007,04007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hayden,1980,Arizona,AZ,1215,AZ00403,AZ0040300,04,007,04007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami,1980,Arizona,AZ,2705,AZ00405,AZ0040500,04,007,04007,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Payson,1980,Arizona,AZ,5058,AZ00406,AZ0040600,04,007,04007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winkelman,1980,Arizona,AZ,1060,AZ00407,AZ0040700,04,007,04007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graham,1980,Arizona,AZ,10887,AZ00500,AZ0050000,04,009,04009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pima,1980,Arizona,AZ,1583,AZ00501,AZ0050100,04,009,04009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safford,1980,Arizona,AZ,7022,AZ00503,AZ0050300,04,009,04009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thatcher,1980,Arizona,AZ,3363,AZ00505,AZ0050500,04,009,04009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Arizona College,1980,Arizona,AZ,0,AZ00597,AZ0059700,04,009,04009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenlee,1980,Arizona,AZ,6568,AZ00600,AZ0060000,04,011,04011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clifton,1980,Arizona,AZ,4256,AZ00601,AZ0060100,04,011,04011,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Duncan,1980,Arizona,AZ,604,AZ00603,AZ0060300,04,011,04011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maricopa,1980,Arizona,AZ,210949,AZ00700,AZ0070000,04,013,04013,23,20,3,23,0,20,3,0,3,0,0,0,0,0,3,3,0,2,2,3,0,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,1,2,0,0
Avondale,1980,Arizona,AZ,8136,AZ00701,AZ0070100,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buckeye,1980,Arizona,AZ,3438,AZ00703,AZ0070300,04,013,04013,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chandler,1980,Arizona,AZ,29608,AZ00705,AZ0070500,04,013,04013,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
El Mirage,1980,Arizona,AZ,4315,AZ00707,AZ0070700,04,013,04013,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gila Bend,1980,Arizona,AZ,1611,AZ00709,AZ0070900,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilbert,1980,Arizona,AZ,5514,AZ00711,AZ0071100,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glendale,1980,Arizona,AZ,92809,AZ00713,AZ0071300,04,013,04013,12,10,2,12,0,10,2,0,2,0,0,0,0,1,1,0,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,2,0,0,0
Goodyear,1980,Arizona,AZ,2735,AZ00715,AZ0071500,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa,1980,Arizona,AZ,149662,AZ00717,AZ0071700,04,013,04013,14,13,1,14,0,13,1,0,1,0,0,0,0,1,0,0,3,2,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0
Paradise Valley,1980,Arizona,AZ,11176,AZ00719,AZ0071900,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peoria,1980,Arizona,AZ,12374,AZ00721,AZ0072100,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix,1980,Arizona,AZ,772884,AZ00723,AZ0072300,04,013,04013,138,118,20,138,0,118,20,0,20,0,0,2,4,7,7,6,10,5,8,7,9,6,29,14,10,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,28,0,6,12,3,1,4
Scottsdale,1980,Arizona,AZ,87700,AZ00725,AZ0072500,04,013,04013,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Surprise,1980,Arizona,AZ,3716,AZ00727,AZ0072700,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tempe,1980,Arizona,AZ,106306,AZ00729,AZ0072900,04,013,04013,8,7,1,8,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0
Tolleson,1980,Arizona,AZ,4433,AZ00731,AZ0073100,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wickenburg,1980,Arizona,AZ,3553,AZ00733,AZ0073300,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngtown,1980,Arizona,AZ,2244,AZ00735,AZ0073500,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona State University,1980,Arizona,AZ,0,AZ00797,AZ0079700,04,013,04013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohave,1980,Arizona,AZ,30383,AZ00800,AZ0080000,04,015,04015,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kingman,1980,Arizona,AZ,9242,AZ00801,AZ0080100,04,015,04015,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Lake Havasu Pd,1980,Arizona,AZ,15925,AZ00804,AZ0080400,04,015,04015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navajo,1980,Arizona,AZ,43891,AZ00900,AZ0090000,04,017,04017,9,8,1,9,0,8,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,1
Holbrook,1980,Arizona,AZ,5768,AZ00901,AZ0090100,04,017,04017,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Show Low,1980,Arizona,AZ,4301,AZ00903,AZ0090300,04,017,04017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowflake,1980,Arizona,AZ,3509,AZ00905,AZ0090500,04,017,04017,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taylor,1980,Arizona,AZ,1907,AZ00907,AZ0090700,04,017,04017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winslow,1980,Arizona,AZ,7931,AZ00909,AZ0090900,04,017,04017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pima,1980,Arizona,AZ,190659,AZ01000,AZ0100000,04,019,04019,47,43,4,47,0,43,4,0,4,0,0,0,0,4,0,2,0,2,2,4,3,2,7,7,7,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,3,1,0,0
South Tucson,1980,Arizona,AZ,6542,AZ01001,AZ0100100,04,019,04019,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Tucson,1980,Arizona,AZ,331506,AZ01003,AZ0100300,04,019,04019,78,68,10,77,1,67,10,1,10,0,0,0,3,5,2,3,5,6,1,5,7,9,19,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,17,2,3,6,4,0,0
Oro Valley,1980,Arizona,AZ,1504,AZ01007,AZ0100700,04,019,04019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marana,1980,Arizona,AZ,1685,AZ01009,AZ0100900,04,019,04019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University Of Arizona,1980,Arizona,AZ,0,AZ01097,AZ0109700,04,019,04019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pima Community College,1980,Arizona,AZ,0,AZ01098,AZ0109800,04,019,04019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinal,1980,Arizona,AZ,40516,AZ01100,AZ0110000,04,021,04021,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0
Casa Grande,1980,Arizona,AZ,11822,AZ01101,AZ0110100,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Coolidge,1980,Arizona,AZ,6859,AZ01103,AZ0110300,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eloy,1980,Arizona,AZ,6227,AZ01105,AZ0110500,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Florence,1980,Arizona,AZ,3403,AZ01107,AZ0110700,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kearny,1980,Arizona,AZ,2639,AZ01109,AZ0110900,04,021,04021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mammoth,1980,Arizona,AZ,1911,AZ01111,AZ0111100,04,021,04021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superior,1980,Arizona,AZ,4597,AZ01112,AZ0111200,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Apache Junction,1980,Arizona,AZ,9930,AZ01113,AZ0111300,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Central Arizona College,1980,Arizona,AZ,0,AZ01197,AZ0119700,04,021,04021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz,1980,Arizona,AZ,3787,AZ01200,AZ0120000,04,023,04023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
