agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,theft_male_under_10,theft_male_10_12,theft_male_13_14,theft_male_15,theft_male_16,theft_male_17,theft_male_18,theft_male_19,theft_male_20,theft_male_21,theft_male_22,theft_male_23,theft_male_24,theft_male_25_29,theft_male_30_34,theft_male_35_39,theft_male_40_44,theft_male_45_49,theft_male_50_54,theft_male_55_59,theft_male_60_64,theft_male_over_64,theft_female_under_10,theft_female_10_12,theft_female_13_14,theft_female_15,theft_female_16,theft_female_17,theft_female_18,theft_female_19,theft_female_20,theft_female_21,theft_female_22,theft_female_23,theft_female_24,theft_female_25_29,theft_female_30_34,theft_female_35_39,theft_female_40_44,theft_female_45_49,theft_female_50_54,theft_female_55_59,theft_female_60_64,theft_female_over_64,theft_adult_white,theft_adult_black,theft_adult_asian,theft_adult_indian,theft_juv_white,theft_juv_black,theft_juv_asian,theft_juv_indian,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Helper,1980,Utah,UT,2723,UT00403,UT0040300,49,007,49007,local police department,"cities 2,500-9,999",mountain,non-suburban,3,0,3,2,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
East Carbon,1980,Utah,UT,1945,UT00409,UT0040900,49,007,49007,local police department,"cities under 2,500",mountain,non-suburban,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daggett,1980,Utah,UT,765,UT00500,UT0050000,49,009,49009,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,6,3,3,6,0,3,3,0,3,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis,1980,Utah,UT,21672,UT00600,UT0060000,49,011,49011,sheriffs office,"msa cnty 10,000-24,999",mountain,suburban,30,10,20,27,3,9,18,1,18,0,0,0,2,5,11,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,17,0,0,3,12,4,8,12,0,4,8,0,8,0,1,2,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,3,0,0
Bountiful,1980,Utah,UT,32978,UT00601,UT0060100,49,011,49011,local police department,"cities 25,000-49,999",mountain,suburban,287,114,173,226,61,87,131,27,131,8,22,33,24,22,30,25,7,11,6,6,3,2,10,6,4,1,2,2,0,0,2,1,9,3,4,10,7,2,1,4,2,0,1,1,3,3,3,1,2,1,1,1,1,112,1,1,0,173,0,0,0,7,1,6,7,0,1,6,0,6,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Clearfield,1980,Utah,UT,17937,UT00602,UT0060200,49,011,49011,local police department,"cities 10,000-24,999",mountain,suburban,214,78,136,173,41,73,85,5,85,15,14,18,9,20,24,19,15,9,4,6,5,2,6,2,1,1,0,0,0,1,2,9,5,4,7,8,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58,18,0,2,119,13,4,0,14,1,13,11,3,1,10,0,10,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0
Layton,1980,Utah,UT,22603,UT00603,UT0060300,49,011,49011,local police department,"cities 10,000-24,999",mountain,suburban,245,86,159,181,64,59,102,27,102,20,19,31,18,20,14,11,6,6,8,1,6,1,9,5,1,0,2,0,1,1,1,4,11,7,6,6,3,6,5,1,2,1,2,0,5,1,2,0,1,1,0,0,0,81,3,1,1,155,4,0,0,28,7,21,28,0,7,21,0,21,0,0,2,8,7,4,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,0,0
Centerville,1980,Utah,UT,8041,UT00604,UT0060400,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,52,19,33,43,9,12,23,7,23,8,7,6,8,2,0,2,1,0,0,2,1,0,2,1,0,0,0,0,0,0,3,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,19,0,0,0,33,0,0,0,5,0,5,5,0,0,5,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Farmington,1980,Utah,UT,4692,UT00605,UT0060500,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,6,4,2,6,0,4,2,0,2,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysville,1980,Utah,UT,9804,UT00606,UT0060600,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,45,9,36,34,11,6,17,3,17,11,3,6,2,4,2,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,3,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,1,0,36,0,0,0,4,0,4,3,1,0,3,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
North Salt Lake,1980,Utah,UT,5588,UT00607,UT0060700,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,22,13,9,21,1,12,9,1,9,0,0,2,1,1,5,2,1,2,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunset,1980,Utah,UT,5739,UT00608,UT0060800,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,43,1,42,32,11,1,26,0,26,5,3,15,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,1,0,0,7,0,7,7,0,0,7,0,7,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
West Bountiful,1980,Utah,UT,3559,UT00609,UT0060900,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,3,1,2,3,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Woods Cross,1980,Utah,UT,4274,UT00610,UT0061000,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,44,8,36,31,13,4,25,4,25,2,8,4,4,5,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,36,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Clinton,1980,Utah,UT,5781,UT00611,UT0061100,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,18,4,14,14,4,3,10,1,10,1,0,3,3,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,14,0,0,0,5,0,5,4,1,0,4,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Syracuse,1980,Utah,UT,3692,UT00612,UT0061200,49,011,49011,local police department,"cities 2,500-9,999",mountain,suburban,18,3,15,16,2,2,14,1,14,0,0,10,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,15,0,0,0,5,1,4,5,0,1,4,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Duchesne,1980,Utah,UT,7032,UT00700,UT0070000,49,013,49013,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,7,5,2,6,1,5,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duchesne,1980,Utah,UT,1670,UT00701,UT0070100,49,013,49013,local police department,"cities under 2,500",mountain,non-suburban,12,4,8,12,0,4,7,0,7,1,4,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt,1980,Utah,UT,3846,UT00702,UT0070200,49,013,49013,local police department,"cities 2,500-9,999",mountain,non-suburban,66,39,27,51,15,32,19,7,19,0,2,4,2,6,5,0,1,2,1,1,1,1,1,4,5,6,6,2,1,0,0,2,2,3,0,1,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,10,1,0,28,27,0,0,0,6,2,4,6,0,2,4,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Emery,1980,Utah,UT,11455,UT00800,UT0080000,49,015,49015,sheriffs office,"non-msa cnty 10,000-24,999",mountain,non-suburban,45,36,9,38,7,32,6,4,6,0,0,0,2,2,2,2,4,2,4,1,4,1,4,4,1,2,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,36,0,0,0,9,0,0,0,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Garfield,1980,Utah,UT,2317,UT00900,UT0090000,49,017,49017,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,13,9,4,11,2,9,1,0,1,1,0,1,0,0,0,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panguitch,1980,Utah,UT,1343,UT00903,UT0090300,49,017,49017,local police department,"cities under 2,500",mountain,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Grand,1980,Utah,UT,2972,UT01000,UT0100000,49,019,49019,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,23,17,6,20,3,15,5,2,5,0,0,0,0,0,5,1,2,2,2,2,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Moab,1980,Utah,UT,5340,UT01001,UT0100100,49,019,49019,local police department,"cities 2,500-9,999",mountain,non-suburban,66,13,53,53,13,12,25,1,25,16,6,6,6,5,2,4,0,2,0,2,0,1,2,0,0,1,0,0,0,0,0,8,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,42,9,0,2,4,0,4,4,0,0,4,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Iron County,1980,Utah,UT,1470,UT01100,UT0110000,49,021,49021,sheriffs office,"non-msa cnty under 10,000",mountain,non-suburban,30,21,9,30,0,21,9,0,9,0,0,6,1,0,2,4,2,3,3,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,11,8,3,9,2,7,2,1,2,0,0,0,1,0,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,3,0,0,0
