agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
East Baton Rouge,1980,Louisiana,LA,131225,LA01700,LA0170000,22,033,22033,sheriffs office,"msa cnty 100,000 or over",west south central,suburban,167,100,67,157,10,94,63,6,63,0,9,16,10,12,16,15,14,9,10,7,5,3,22,7,0,1,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,52,48,0,0,38,29,0,0
Baker,1980,Louisiana,LA,10849,LA01701,LA0170100,22,033,22033,local police department,"cities 10,000-24,999",west south central,suburban,8,5,3,7,1,5,2,0,2,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0
Baton Rouge,1980,Louisiana,LA,219164,LA01702,LA0170200,22,033,22033,local police department,"cities 100,000-249,999",west south central,non-suburban,641,429,212,589,52,386,197,43,197,6,18,45,34,40,60,51,52,47,29,29,28,27,75,29,9,2,3,2,1,1,1,0,0,2,2,3,2,10,5,5,2,2,3,1,9,3,0,1,1,0,1,0,0,121,203,0,0,50,124,0,0
Zachary,1980,Louisiana,LA,7248,LA01703,LA0170300,22,033,22033,local police department,"cities 2,500-9,999",west south central,suburban,14,7,7,14,0,7,7,0,7,0,0,0,1,4,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,7,0,0,0
Louisiana State Univ Br,1980,Louisiana,LA,0,LA01704,LA0170400,22,033,22033,special jurisdiction,"cities under 2,500",west south central,suburban,5,4,1,5,0,4,1,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0
East Carroll,1980,Louisiana,LA,5409,LA01800,LA0180000,22,035,22035,sheriffs office,"non-msa cnty under 10,000",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Providence,1980,Louisiana,LA,6390,LA01801,LA0180100,22,035,22035,local police department,"cities 2,500-9,999",west south central,non-suburban,5,2,3,5,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
East Feliciana,1980,Louisiana,LA,15697,LA01900,LA0190000,22,037,22037,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,19,13,6,15,4,9,6,4,6,0,2,4,0,0,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,5,1,0,0
Evangeline,1980,Louisiana,LA,21007,LA02000,LA0200000,22,039,22039,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamou,1980,Louisiana,LA,3191,LA02002,LA0200200,22,039,22039,local police department,"cities 2,500-9,999",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ville Platte,1980,Louisiana,LA,9182,LA02003,LA0200300,22,039,22039,local police department,"cities 2,500-9,999",west south central,non-suburban,64,46,18,58,6,45,11,1,11,2,4,0,4,0,3,6,14,5,0,2,1,3,8,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,16,0,0,11,7,0,0
Franklin,1980,Louisiana,LA,17937,LA02100,LA0210000,22,041,22041,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,12,11,1,8,4,7,1,4,1,0,1,0,0,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0
Winnsboro,1980,Louisiana,LA,5877,LA02101,LA0210100,22,041,22041,local police department,"cities 2,500-9,999",west south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,1980,Louisiana,LA,16746,LA02200,LA0220000,22,043,22043,sheriffs office,"msa cnty 10,000-24,999",west south central,suburban,43,29,14,41,2,27,14,2,14,0,0,3,1,3,7,8,4,1,1,2,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,13,1,0,0
Iberia,1980,Louisiana,LA,23728,LA02300,LA0230000,22,045,22045,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0
Jeanerette,1980,Louisiana,LA,6501,LA02302,LA0230200,22,045,22045,local police department,"cities 2,500-9,999",west south central,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Iberville,1980,Louisiana,LA,24485,LA02400,LA0240000,22,047,22047,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,37,32,5,35,2,30,5,2,5,0,0,0,1,0,4,7,6,2,0,3,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,21,0,0,2,3,0,0
Plaquemine,1980,Louisiana,LA,7493,LA02402,LA0240200,22,047,22047,local police department,"cities 2,500-9,999",west south central,non-suburban,10,7,3,10,0,7,3,0,3,0,0,0,0,3,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0
Jackson,1980,Louisiana,LA,12539,LA02500,LA0250000,22,049,22049,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,14,8,6,14,0,8,6,0,6,0,2,2,1,1,0,1,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0
Jonesboro,1980,Louisiana,LA,4874,LA02501,LA0250100,22,049,22049,local police department,"cities 2,500-9,999",west south central,non-suburban,18,10,8,17,1,10,7,0,7,0,0,2,2,2,1,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,6,0,0
Jefferson Parish,1980,Louisiana,LA,341701,LA02600,LA0260000,22,051,22051,sheriffs office,"msa cnty 100,000 or over",west south central,suburban,1006,628,378,925,81,589,336,39,336,0,27,86,74,78,71,91,76,64,62,58,47,25,82,43,16,13,4,7,1,0,0,0,5,10,6,14,7,4,4,3,5,3,1,2,11,3,2,1,0,0,0,0,0,452,175,1,0,296,82,0,0
Gretna,1980,Louisiana,LA,20558,LA02601,LA0260100,22,051,22051,local police department,"cities 10,000-24,999",west south central,suburban,46,40,6,44,2,38,6,2,6,0,2,0,2,1,1,2,0,2,7,1,6,3,9,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,20,0,0,3,3,0,0
Harahan,1980,Louisiana,LA,11289,LA02602,LA0260200,22,051,22051,local police department,"cities 10,000-24,999",west south central,suburban,5,3,2,5,0,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
Kenner,1980,Louisiana,LA,66241,LA02603,LA0260300,22,051,22051,local police department,"cities 50,000-99,999",west south central,suburban,39,22,17,38,1,21,17,1,17,0,0,5,10,2,0,6,3,1,4,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,4,0,0,14,3,0,0
Westwego,1980,Louisiana,LA,12488,LA02604,LA0260400,22,051,22051,local police department,"cities 10,000-24,999",west south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Davis,1980,Louisiana,LA,16150,LA02700,LA0270000,22,053,22053,sheriffs office,"non-msa cnty 10,000-24,999",west south central,non-suburban,22,20,2,22,0,20,2,0,2,0,0,0,0,2,0,9,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,1,1,0,0
Jennings,1980,Louisiana,LA,12425,LA02702,LA0270200,22,053,22053,local police department,"cities 10,000-24,999",west south central,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
