agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Wilmington,1980,Delaware,DE,70366,DE00206,DE0020600,10,003,10003,local police department,"cities 50,000-99,999",south atlantic,non-suburban,386,238,148,378,8,233,140,5,140,5,4,37,29,41,29,46,29,23,20,7,11,15,37,21,8,9,2,3,1,0,1,0,0,2,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,47,191,0,0,25,123,0,0
Elsmere,1980,Delaware,DE,6494,DE00207,DE0020700,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,6,2,4,5,1,2,3,0,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Newport,1980,Delaware,DE,1182,DE00208,DE0020800,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,5,1,4,5,0,1,4,0,4,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Delaware City,1980,Delaware,DE,1862,DE00209,DE0020900,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Fire Marshall N C County,1980,Delaware,DE,0,DE00220,NA,10,003,10003,NA,msa state police,south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeville,1980,Delaware,DE,1235,DE00301,DE0030100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Delmar,1980,Delaware,DE,944,DE00302,DE0030200,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,2,0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Laurel,1980,Delaware,DE,3043,DE00303,DE0030300,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,41,32,9,40,1,31,9,1,9,0,0,1,2,5,1,3,7,3,4,2,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,6,3,0,0
Lewes,1980,Delaware,DE,2167,DE00304,DE0030400,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,8,1,7,7,1,1,6,0,6,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0
Milford,1980,Delaware,DE,5332,DE00305,DE0030500,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,8,6,2,8,0,6,2,0,2,0,0,0,1,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0
Milton,1980,Delaware,DE,1358,DE00306,DE0030600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rehoboth Beach,1980,Delaware,DE,1658,DE00307,DE0030700,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,2,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Seaford,1980,Delaware,DE,5269,DE00308,DE0030800,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,15,11,4,14,1,10,4,1,4,0,0,0,2,0,2,3,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0
Blades,1980,Delaware,DE,660,DE00309,DE0030900,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethany Beach,1980,Delaware,DE,329,DE00310,DE0031000,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dagsboro,1980,Delaware,DE,345,DE00311,DE0031100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Georgetown,1980,Delaware,DE,1696,DE00313,DE0031300,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Millsboro,1980,Delaware,DE,1134,DE00315,DE0031500,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selbyville,1980,Delaware,DE,1254,DE00316,DE0031600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fire Marshall-sussex Co,1980,Delaware,DE,0,DE00320,NA,10,005,10005,NA,non-msa state police,south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent State Police,1980,Delaware,DE,59566,DE301SP,DE301SP00,10,001,10001,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,39,25,14,38,1,24,13,1,13,1,0,1,0,7,5,2,3,3,4,1,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,11,3,0,0
New Castle State Police,1980,Delaware,DE,0,DE302SP,DE302SP00,10,003,10003,state law enforcement agency,"msa cnty under 10,000",south atlantic,suburban,178,83,95,169,9,76,93,7,93,0,8,23,20,28,14,21,10,10,3,0,4,6,10,8,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,64,19,0,0,69,26,0,0
Sussex State Police,1980,Delaware,DE,70807,DE303SP,DE303SP00,10,005,10005,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,131,81,50,119,12,76,41,5,41,2,6,9,7,7,12,13,7,6,10,4,4,6,17,5,2,1,1,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,60,19,0,2,44,6,0,0
Dover,1981,Delaware,DE,23644,DE00101,DE0010100,10,001,10001,local police department,"cities 10,000-24,999",south atlantic,non-suburban,78,35,43,72,6,32,39,3,39,1,2,10,9,9,9,4,4,6,1,1,4,1,4,5,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9,24,0,2,20,23,0,0
Harrington,1981,Delaware,DE,2406,DE00102,DE0010200,10,001,10001,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smyrna,1981,Delaware,DE,4738,DE00103,DE0010300,10,001,10001,local police department,"cities 2,500-9,999",south atlantic,non-suburban,4,1,3,4,0,1,3,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Capitol Security,1981,Delaware,DE,0,DE00118,DE0011800,10,001,10001,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Marshall-kent Co,1981,Delaware,DE,0,DE00120,DE0012000,10,001,10001,special jurisdiction,non-msa state police,south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1981,Delaware,DE,2916,DE00202,DE0020200,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,6,3,3,6,0,3,3,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0
New Castle Police Depart,1981,Delaware,DE,277507,DE00203,DE0020300,10,003,10003,local police department,"msa cnty 100,000 or over",south atlantic,suburban,404,175,229,372,32,167,200,8,200,5,16,47,52,36,49,32,26,19,16,12,8,3,33,12,2,4,0,0,0,0,0,0,5,8,5,2,4,0,1,0,1,0,1,2,2,1,0,0,0,0,0,0,0,149,26,0,0,191,38,0,0
New Castle,1981,Delaware,DE,4959,DE00204,DE0020400,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,8,3,5,7,1,2,5,1,5,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0
Newark,1981,Delaware,DE,26708,DE00205,DE0020500,10,003,10003,local police department,"cities 25,000-49,999",south atlantic,suburban,44,21,23,42,2,21,21,0,21,0,1,6,9,2,3,1,1,3,3,6,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,19,4,0,0
Wilmington,1981,Delaware,DE,70747,DE00206,DE0020600,10,003,10003,local police department,"cities 50,000-99,999",south atlantic,non-suburban,415,231,184,394,21,216,177,15,177,1,16,38,41,41,41,36,24,26,13,14,17,12,44,12,10,5,2,1,0,0,0,0,2,3,0,0,1,4,0,1,0,3,1,0,5,1,0,0,0,0,0,0,0,57,174,0,0,46,138,0,0
Elsmere,1981,Delaware,DE,6529,DE00207,DE0020700,10,003,10003,local police department,"cities 2,500-9,999",south atlantic,suburban,12,9,3,12,0,9,3,0,3,0,0,1,0,2,0,1,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0
Newport,1981,Delaware,DE,1188,DE00208,DE0020800,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,8,1,7,8,0,1,7,0,7,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
Delaware City,1981,Delaware,DE,1872,DE00209,DE0020900,10,003,10003,local police department,"cities under 2,500",south atlantic,suburban,4,0,4,4,0,0,4,0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Fire Marshall N C County,1981,Delaware,DE,0,DE00220,NA,10,003,10003,NA,msa state police,south atlantic,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridgeville,1981,Delaware,DE,1242,DE00301,DE0030100,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,10,5,5,10,0,5,5,0,5,0,0,3,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0
Delmar,1981,Delaware,DE,949,DE00302,DE0030200,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,7,5,2,7,0,5,2,0,2,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Laurel,1981,Delaware,DE,3059,DE00303,DE0030300,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,13,8,5,13,0,8,5,0,5,0,0,2,1,0,2,1,1,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,5,0,0
Lewes,1981,Delaware,DE,2179,DE00304,DE0030400,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Milford,1981,Delaware,DE,5361,DE00305,DE0030500,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,10,9,1,10,0,9,1,0,1,0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,0
Milton,1981,Delaware,DE,1365,DE00306,DE0030600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rehoboth Beach,1981,Delaware,DE,1667,DE00307,DE0030700,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seaford,1981,Delaware,DE,5298,DE00308,DE0030800,10,005,10005,local police department,"cities 2,500-9,999",south atlantic,non-suburban,16,10,6,16,0,10,6,0,6,0,0,0,2,1,3,2,1,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,0,0
Georgetown,1981,Delaware,DE,1705,DE00313,DE0031300,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,7,2,5,7,0,2,5,0,5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0
Selbyville,1981,Delaware,DE,1261,DE00316,DE0031600,10,005,10005,local police department,"cities under 2,500",south atlantic,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fire Marshall-sussex Co,1981,Delaware,DE,0,DE00320,NA,10,005,10005,NA,non-msa state police,south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent State Police,1981,Delaware,DE,59888,DE301SP,DE301SP00,10,001,10001,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,92,60,32,87,5,56,31,4,31,0,2,10,7,8,4,14,11,7,2,2,2,1,5,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,43,17,0,0,20,11,1,0
New Castle State Police,1981,Delaware,DE,0,DE302SP,DE302SP00,10,003,10003,state law enforcement agency,"msa cnty under 10,000",south atlantic,suburban,139,91,48,137,2,90,46,1,46,1,2,10,9,12,13,11,19,8,2,9,5,4,12,13,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,27,0,0,35,13,0,0
Sussex State Police,1981,Delaware,DE,71189,DE303SP,DE303SP00,10,005,10005,state law enforcement agency,"non-msa cnty 25,000-99,999",south atlantic,non-suburban,183,108,75,169,14,101,67,7,67,1,2,7,11,17,30,7,18,18,10,5,3,8,15,8,5,3,1,0,0,0,0,1,0,0,1,3,2,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,59,49,0,0,44,31,0,0
Dover,1982,Delaware,DE,23803,DE00101,DE0010100,10,001,10001,local police department,"cities 10,000-24,999",south atlantic,non-suburban,89,60,29,85,4,58,27,2,27,0,0,4,8,5,10,8,12,11,2,0,4,2,13,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,0,0,15,14,0,0
Harrington,1982,Delaware,DE,2422,DE00102,DE0010200,10,001,10001,local police department,"cities under 2,500",south atlantic,non-suburban,9,5,4,9,0,5,4,0,4,0,1,1,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0
Smyrna,1982,Delaware,DE,4769,DE00103,DE0010300,10,001,10001,local police department,"cities 2,500-9,999",south atlantic,non-suburban,5,3,2,4,1,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Felton,1982,Delaware,DE,551,DE00107,DE0010700,10,001,10001,local police department,"cities under 2,500",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitol Security,1982,Delaware,DE,0,DE00118,DE0011800,10,001,10001,special jurisdiction,"non-msa cnty under 10,000",south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Marshall-kent Co,1982,Delaware,DE,0,DE00120,DE0012000,10,001,10001,special jurisdiction,non-msa state police,south atlantic,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
