agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Graham,1980,Arizona,AZ,10887,AZ00500,AZ0050000,04,009,04009,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Pima,1980,Arizona,AZ,1583,AZ00501,AZ0050100,04,009,04009,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Safford,1980,Arizona,AZ,7022,AZ00503,AZ0050300,04,009,04009,23,6,17,18,5,4,13,2,13,1,2,4,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,16,0,0,1
Thatcher,1980,Arizona,AZ,3363,AZ00505,AZ0050500,04,009,04009,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eastern Arizona College,1980,Arizona,AZ,0,AZ00597,AZ0059700,04,009,04009,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Greenlee,1980,Arizona,AZ,6568,AZ00600,AZ0060000,04,011,04011,6,0,6,6,0,0,6,0,6,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Clifton,1980,Arizona,AZ,4256,AZ00601,AZ0060100,04,011,04011,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Duncan,1980,Arizona,AZ,604,AZ00603,AZ0060300,04,011,04011,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa,1980,Arizona,AZ,210949,AZ00700,AZ0070000,04,013,04013,249,135,114,233,16,127,106,8,106,0,7,8,24,29,38,27,19,12,8,7,5,9,22,7,3,0,4,3,1,0,0,0,0,3,3,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,125,7,0,3,109,4,1,0
Avondale,1980,Arizona,AZ,8136,AZ00701,AZ0070100,04,013,04013,44,6,38,42,2,6,27,0,27,9,7,9,2,5,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,31,7,0,0
Buckeye,1980,Arizona,AZ,3438,AZ00703,AZ0070300,04,013,04013,10,4,6,10,0,4,5,0,5,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0
Chandler,1980,Arizona,AZ,29608,AZ00705,AZ0070500,04,013,04013,85,40,45,79,6,37,40,3,40,2,0,6,9,13,12,7,3,2,7,0,3,4,5,2,2,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,32,8,0,0,40,5,0,0
El Mirage,1980,Arizona,AZ,4315,AZ00707,AZ0070700,04,013,04013,17,1,16,16,1,1,15,0,15,0,3,6,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0
Gila Bend,1980,Arizona,AZ,1611,AZ00709,AZ0070900,04,013,04013,8,5,3,7,1,4,3,1,3,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,3,0,0,0
Gilbert,1980,Arizona,AZ,5514,AZ00711,AZ0071100,04,013,04013,17,1,16,17,0,1,15,0,15,1,3,5,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0
Glendale,1980,Arizona,AZ,92809,AZ00713,AZ0071300,04,013,04013,229,107,122,213,16,103,108,4,108,2,3,24,20,30,31,17,16,13,15,8,4,5,14,7,2,0,2,0,0,0,0,0,1,2,3,3,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,99,8,0,0,120,2,0,0
Goodyear,1980,Arizona,AZ,2735,AZ00715,AZ0071500,04,013,04013,11,1,10,9,2,1,8,0,8,0,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0
Mesa,1980,Arizona,AZ,149662,AZ00717,AZ0071700,04,013,04013,312,117,195,293,19,111,177,6,177,5,10,57,40,37,33,27,19,18,10,8,3,2,11,7,2,3,1,0,0,0,0,2,0,5,4,0,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,112,4,0,1,182,8,0,5
Paradise Valley,1980,Arizona,AZ,11176,AZ00719,AZ0071900,04,013,04013,16,5,11,15,1,5,10,0,10,0,0,0,2,5,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,1
Peoria,1980,Arizona,AZ,12374,AZ00721,AZ0072100,04,013,04013,20,4,16,18,2,4,14,0,14,0,2,6,1,2,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,1,0
Phoenix,1980,Arizona,AZ,772884,AZ00723,AZ0072300,04,013,04013,2147,901,1246,2026,121,857,1139,44,1139,30,92,300,223,252,272,157,131,81,71,68,53,30,143,60,31,9,14,6,3,0,0,1,11,25,15,13,12,6,6,4,1,6,0,3,7,5,3,1,2,0,0,0,0,712,171,0,18,1043,172,2,29
Scottsdale,1980,Arizona,AZ,87700,AZ00725,AZ0072500,04,013,04013,164,68,96,159,5,68,89,0,89,2,1,36,15,23,14,12,8,11,12,8,1,1,6,4,2,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,91,3,0,2
Surprise,1980,Arizona,AZ,3716,AZ00727,AZ0072700,04,013,04013,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tempe,1980,Arizona,AZ,106306,AZ00729,AZ0072900,04,013,04013,210,68,142,200,10,65,122,3,122,13,11,22,25,43,21,14,17,6,3,5,4,2,7,3,3,1,0,0,0,0,0,0,0,1,2,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,0,133,9,0,0
Tolleson,1980,Arizona,AZ,4433,AZ00731,AZ0073100,04,013,04013,11,3,8,10,1,3,7,0,7,0,1,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0
Wickenburg,1980,Arizona,AZ,3553,AZ00733,AZ0073300,04,013,04013,6,4,2,6,0,4,2,0,2,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
Youngtown,1980,Arizona,AZ,2244,AZ00735,AZ0073500,04,013,04013,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Arizona State University,1980,Arizona,AZ,0,AZ00797,AZ0079700,04,013,04013,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Mohave,1980,Arizona,AZ,30383,AZ00800,AZ0080000,04,015,04015,67,50,17,64,3,50,13,0,13,1,3,2,2,1,5,7,8,8,3,4,5,0,10,4,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,17,0,0,0
Kingman,1980,Arizona,AZ,9242,AZ00801,AZ0080100,04,015,04015,100,74,26,93,7,68,25,6,25,0,2,2,2,9,10,12,12,16,0,1,4,1,11,1,1,1,3,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,72,0,0,2,26,0,0,0
Lake Havasu Pd,1980,Arizona,AZ,15925,AZ00804,AZ0080400,04,015,04015,45,19,26,38,7,14,20,5,20,4,5,9,0,2,4,6,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,26,0,0,0
Navajo,1980,Arizona,AZ,43891,AZ00900,AZ0090000,04,017,04017,30,25,5,29,1,24,5,1,5,0,0,2,1,1,1,7,2,3,1,4,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,2,4,1,0,0
Holbrook,1980,Arizona,AZ,5768,AZ00901,AZ0090100,04,017,04017,17,10,7,17,0,10,6,0,6,1,0,1,2,2,1,3,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,3,1,0,3
Show Low,1980,Arizona,AZ,4301,AZ00903,AZ0090300,04,017,04017,19,6,13,18,1,6,12,0,12,0,5,1,1,3,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0
Snowflake,1980,Arizona,AZ,3509,AZ00905,AZ0090500,04,017,04017,21,6,15,17,4,6,11,0,11,0,1,1,1,4,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,2
Taylor,1980,Arizona,AZ,1907,AZ00907,AZ0090700,04,017,04017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winslow,1980,Arizona,AZ,7931,AZ00909,AZ0090900,04,017,04017,24,20,4,23,1,19,4,1,4,0,0,3,0,0,1,2,3,2,1,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,2,0,0,2
Pima,1980,Arizona,AZ,190659,AZ01000,AZ0100000,04,019,04019,307,145,162,280,27,129,143,16,143,8,10,28,33,38,34,19,12,7,11,10,6,5,25,15,7,4,4,0,1,3,0,0,0,3,4,3,1,1,0,1,0,0,3,0,7,1,2,0,1,0,0,0,0,137,4,0,4,154,3,0,5
South Tucson,1980,Arizona,AZ,6542,AZ01001,AZ0100100,04,019,04019,24,14,10,22,2,13,9,1,9,0,1,1,4,2,1,1,2,3,0,0,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3,0,2,6,2,0,2
Tucson,1980,Arizona,AZ,331506,AZ01003,AZ0100300,04,019,04019,1071,635,436,983,88,574,402,61,402,7,25,99,95,107,76,114,66,64,49,40,25,28,82,45,27,10,9,4,6,5,0,3,7,6,4,3,4,7,7,3,7,3,4,1,14,5,6,2,0,1,0,1,0,486,126,7,16,396,35,2,3
Oro Valley,1980,Arizona,AZ,1504,AZ01007,AZ0100700,04,019,04019,3,0,3,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Marana,1980,Arizona,AZ,1685,AZ01009,AZ0100900,04,019,04019,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
University Of Arizona,1980,Arizona,AZ,0,AZ01097,AZ0109700,04,019,04019,11,6,5,10,1,6,4,0,4,0,1,1,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0
Pima Community College,1980,Arizona,AZ,0,AZ01098,AZ0109800,04,019,04019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pinal,1980,Arizona,AZ,40516,AZ01100,AZ0110000,04,021,04021,56,29,27,48,8,28,20,1,20,0,0,4,6,3,7,2,3,4,1,3,2,0,7,2,0,1,2,0,1,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,26,0,0,1
Casa Grande,1980,Arizona,AZ,11822,AZ01101,AZ0110100,04,021,04021,128,49,79,105,23,43,58,6,58,4,5,17,6,17,13,16,8,6,2,3,4,0,2,2,0,0,0,0,0,0,0,0,3,7,5,0,2,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,39,6,0,4,60,9,0,10
Coolidge,1980,Arizona,AZ,6859,AZ01103,AZ0110300,04,021,04021,43,23,20,42,1,22,19,1,19,1,6,6,0,5,2,4,5,3,1,2,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,3,12,2,0,6
Eloy,1980,Arizona,AZ,6227,AZ01105,AZ0110500,04,021,04021,36,9,27,36,0,9,27,0,27,0,5,14,1,4,3,3,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,23,2,0,2
Florence,1980,Arizona,AZ,3403,AZ01107,AZ0110700,04,021,04021,6,2,4,3,3,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0
Kearny,1980,Arizona,AZ,2639,AZ01109,AZ0110900,04,021,04021,11,4,7,11,0,4,5,0,5,2,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0
Mammoth,1980,Arizona,AZ,1911,AZ01111,AZ0111100,04,021,04021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Superior,1980,Arizona,AZ,4597,AZ01112,AZ0111200,04,021,04021,11,6,5,10,1,5,5,1,5,0,0,1,3,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0
Apache Junction,1980,Arizona,AZ,9930,AZ01113,AZ0111300,04,021,04021,9,2,7,8,1,2,6,0,6,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0
Central Arizona College,1980,Arizona,AZ,0,AZ01197,AZ0119700,04,021,04021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
